TAZ,car,hh,population,gil0,gil1,gil2,gil3,gil4,gil5,working,industry,other,service,workplace,LenOrig1,superZone,IntExt,schoolage,pensioner,Students,hh/pop
725,582.5,774.1,2049.6,252.9,278.1,176.9,242.8,646.3,452.6,438.7,164,114.4,268.5,546.9,12.2,7,1,0,0,0,0.377680907
726,1793.9,1520.7,4094.3,505.1,555.6,353.4,484.9,1291.1,904.2,2532.4,241,22.5,165.3,428.8,12,7,1,630,460,107.3,0.3714273
727,278.3,0,611.5,98.5,112.1,76.4,78.5,162.2,83.7,351,181.9,14.9,225.8,422.4,12.6,7,1,110,100,0,0
801,1210.7,899.8,2399.6,289.2,329.3,224.7,288.2,714.3,553.9,1333,27.5,33,456.7,517.2,11.6,8,1,480,260,80.1,0.375
802,3097.7,1797,6139.7,739.9,842.4,575,737.4,1827.5,1417.3,3088.7,390.6,0,3224.5,3615.1,12.1,8,1,1590,650,204.94,0.292682569
803,3727,3300.5,7386.9,890.2,1013.6,691.9,887.2,2198.8,1705.2,4430.2,34.5,74,815.2,923.7,12.5,8,1,680,1030,179.75,0.446807531
804,3037.7,2946.3,6020.7,725.6,826.1,563.9,723.2,1792.1,1389.8,3576.3,305.3,230.2,994.4,1530,12,8,1,770,950,180.87,0.489361746
805,1898.4,1254.2,3762.7,453.4,516.3,352.4,451.9,1120,868.6,2221.7,93.8,9.3,401.5,504.6,11.5,8,1,710,500,125.6,0.333332335
806,2648.7,2147.6,5249.7,632.7,720.3,491.7,630.5,1562.6,1211.9,3142.9,114.8,112,1190.5,1417.3,11.3,8,1,820,830,175.23,0.409090129
807,1841.6,1173.2,3650,439.9,500.8,341.9,438.4,1086.5,842.6,2265,167.1,16.8,715.2,899.1,11.3,8,1,680,450,121.84,0.321429012
808,1727.9,1104.8,3424.7,412.7,469.9,320.8,411.3,1019.4,790.6,2080.8,134.4,85.5,542.1,762,11.7,8,1,560,430,114.32,0.322582237
809,2973,2256.7,5892.5,710.1,808.5,551.9,707.8,1754,1360.3,3609.4,325.2,137.6,469.9,932.6,12.3,8,1,810,870,188.39,0.382978044
901,1681,1717.9,3972.6,531,592.2,388,495.7,1235.5,730.3,2421.1,71.1,34.5,424.5,530.1,11.6,9,1,620,700,120.23,0.432431937
902,2186,1951.6,5165.9,690.4,770.1,504.5,644.6,1606.6,949.7,3135,97.2,382.9,638.7,1118.8,11.4,9,1,680,850,134.71,0.377778037
903,2717.1,1814.7,6421.2,858.2,957.2,627.1,801.2,1997,1180.5,3820.1,409.4,662.7,1027,2098.9,11.7,9,1,1140,820,167.44,0.282609023
904,3066.1,2717.2,7245.9,968.4,1080.2,707.6,904.1,2253.4,1332.1,4605.9,452.7,425.3,698.3,1576.2,12.4,9,1,590,540,106.7,0.375
905,0,0,0,0,0,0,0,0,0,0,5172.6,1319,1929.5,8421,11.7,9,1,0,0,0,0
906,3084.9,2471.3,7290.2,974.4,1086.8,712,909.7,2267.2,1340.3,4435.5,232.8,137.5,1831.7,2202,11.6,9,1,1150,930,190.1,0.338983444
907,2216.6,2095.3,5238.4,700.1,780.9,511.6,653.6,1629.1,963,3309.2,159.1,193.2,620.1,972.4,12.7,9,1,740,720,136.6,0.4
908,2466.9,1748.9,5829.8,779.2,869,569.3,727.4,1813,1071.8,3634.3,236.5,462.4,1541.2,2240.1,11.7,9,1,1000,580,152.02,0.3
909,2078.7,1589.3,4912.5,656.6,732.3,479.8,613,1527.7,903.1,2984.1,122.3,40.4,641.9,804.6,11.6,9,1,700,700,128.1,0.323528256
910,4417.1,2879.6,10438.7,1395.2,1556.1,1019.4,1302.5,3246.4,1919.1,6576.8,545.5,683.3,1044.6,2273.3,12,9,1,1660,700,223.47,0.275861972
911,517.2,402.1,1225,163.7,182.6,119.6,152.9,381,225.2,218,59.1,29.9,74.5,163.4,12,9,1,0,0,0,0.328239831
912,2079.5,2596,7909,1057.1,1179,772.4,986.9,2459.6,1454,1407.8,381.5,193,480.8,1055.3,12.7,9,1,0,0,0,0.328239831
913,2860.4,1877.7,6759.7,903.5,1007.7,660.2,843.5,2102.2,1242.7,4241.8,1582.2,101.6,1105.1,2788.9,12.3,9,1,1680,570,204.58,0.277778462
914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,9,1,0,0,0,0
915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,9,1,0,0,0,0
916,600.2,466.5,1421.4,190,211.9,138.8,177.4,442,261.3,253,68.6,34.7,86.4,189.6,11.2,9,1,0,0,0,0.328239831
917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,9,1,0,0,0,0
918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1,9,1,0,0,0,0
919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,9,1,0,0,0,0
920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,9,1,0,0,0,0
921,2369.8,1782,5600.5,748.5,834.9,546.9,698.8,1741.7,1029.6,3355.7,262.4,424.7,658.1,1345,10.6,9,1,890,660,146.04,0.318181034
922,0,0,0,0,0,0,0,0,0,0,0,1460.2,4049.9,5510,10.8,9,1,0,0,0,0
923,0,0,0,0,0,0,0,0,0,0,704.9,356.7,888.5,1950,10.6,9,1,0,0,0,0
924,0,0,0,0,0,0,0,0,0,0,72.3,36.6,91.1,200,10.7,9,1,0,0,0,0
925,0,0,0,0,0,0,0,0,0,0,1075.7,251.9,300.4,1628,10.8,9,1,0,0,0,0
1001,252.2,177,727.7,134.3,146.2,91,86.9,213.5,55.9,430,14.3,6.3,23.1,43.7,10.9,10,2,120,30,0,0.24325
1002,4644.8,3085.9,12686.6,1803.4,2012.7,1320.2,1982.5,4268.6,1299.1,7842.5,581.4,293.2,955.5,1830.3,11,10,2,2750,330,122,0.243243816
1003,3210.6,2389.4,9277.4,1403.6,1609.7,1113.9,1471.4,2821.6,857.2,5611.8,562,283.5,923.6,1769.2,11.2,10,2,2660.75,228.3,136.57,0.257556386
1004,2543.1,1336,7346.7,1111.5,1274.7,882.1,1165.2,2234.4,678.8,4445.1,630.6,318.1,1036.4,1985.1,11,10,2,886.92,76.1,45.52,0.181854225
1005,1514.7,565.3,3012.9,562.8,613.9,383.6,331.3,790.4,331,1967.5,267.5,117.7,431.7,817,10.9,10,2,530,50,55,0.187616279
1006,3660.4,2383.4,10576.3,1600.1,1835,1269.9,1677.4,3216.6,977.3,6398,616.8,311.1,1013.7,1941.8,10.7,10,2,2862.33,245.6,146.91,0.225353598
1101,2027.7,2178.8,5479.2,882.6,1004.4,684.9,703.8,1453.8,749.8,3331.2,885.1,80.8,943.8,1909.7,10.7,11,1,340,290,40,0.397658391
1102,2698.9,1650.1,5780.2,931.1,1059.6,722.5,742.4,1533.6,791,3655.3,317,98.9,424.3,840.2,11.3,11,1,1270,170,123,0.285475578
1103,1347.6,811.3,3894.5,627.3,713.9,486.8,500.2,1033.3,532.9,2095.5,191.5,0,361.5,552.9,11.1,11,1,910,100,32,0.208333333
1104,2187.1,2209.5,12428.5,3145.4,3237.3,1756.5,1474.1,1947,868.1,6237.2,626.2,347.3,3243.6,4217.3,11.3,11,1,1855,210,49.5,0.177778641
1105,460.2,631.4,1587.8,255.8,291.1,198.5,203.9,421.3,217.3,972.1,601.3,110.4,1116.6,1828.4,11,11,1,270,250,41,0.397658391
1106,1063.1,833.7,2096.6,337.7,384.3,262.1,269.3,556.3,286.9,1595.1,129.1,71.6,668.5,869.2,10.5,11,1,500,130,0,0.397658391
1107,926.9,936.4,5267.5,1333.1,1372,744.4,624.8,825.2,367.9,2643.5,149.4,82.9,773.7,1006,11.3,11,1,1855,210,49.5,0.177778641
1201,1141.4,801.8,2695,0,0,0,0,0,0,1577.4,214.5,83.1,62,359.6,10.7,12,1,0,0,0,0.297526781
1202,0,0,0,0,0,0,0,0,0,0,442.6,160.3,114.4,717.3,11.3,12,1,0,0,0,0
1203,0,0,0,0,0,0,0,0,0,0,1555.1,1577.3,4440.9,7573.3,11.1,12,1,0,0,0,0
1204,0,0,0,0,0,0,0,0,0,0,886.8,320.9,226.9,1434.6,10.9,12,1,0,0,0,0
1205,0,0,0,0,0,0,0,0,0,0,194.2,0,0,194.2,11.2,12,1,0,0,0,0
1206,0,0,0,0,0,0,0,0,0,0,600,0,0,600,11.1,12,1,0,0,0,0
1207,0,0,0,0,0,0,0,0,0,0,931.1,336.9,238.3,1506.3,11.5,12,1,0,0,0,0
1208,0,0,0,0,0,0,0,0,0,0,4652.8,2310.1,974.5,7937.4,11.5,12,1,0,0,0,0
1209,0,0,0,0,0,0,0,0,0,0,1777.2,861.7,374.2,3013,10.9,12,1,0,0,0,0
1210,0,0,0,0,0,0,0,0,0,0,900.5,447.3,189.1,1536.6,11.8,12,1,0,0,0,0
1211,0,0,0,0,0,0,0,0,0,0,330.7,119,100.6,550.2,16.1,12,1,0,0,0,0
1212,0,0,0,0,0,0,0,0,0,0,281,0,0,281,15,12,1,0,0,0,0
1213,0,0,0,0,0,0,0,0,0,0,141,0,0,141,15.5,12,1,0,0,0,0
1214,0,0,0,0,0,0,0,0,0,0,3684.2,427.9,439.6,4551.8,15.1,12,1,0,0,0,0
1215,665,468.6,1575,0,0,0,0,0,0,921.8,298.7,0,27.8,326.5,16.1,12,1,0,0,0,0.297526781
1216,0,0,0,0,0,0,0,0,0,0,2098,244,248.5,2590.5,15.9,12,1,0,0,0,0
1217,0,0,0,0,0,0,0,0,0,0,2448.9,283.9,289.4,3022.2,14.3,12,1,0,0,0,0
1218,0,0,0,0,0,0,0,0,0,0,196,756.6,254.2,1206.7,17.9,12,1,0,40,1.88,0
1219,0,0,0,0,0,0,0,0,0,0,386.9,1529.9,496.6,2413.5,17.9,12,1,0,40,0,0
1220,0,0,0,0,0,0,0,0,0,0,2376.5,2171.3,1485.9,6033.7,19,12,1,0,40,0,0
1221,0,0,0,0,0,0,0,0,0,0,3602,2570.9,946.5,7119.4,19.5,12,1,0,0,0,0
1222,0,0,0,0,0,0,0,0,0,0,1334.9,0,0,1334.9,20.3,12,1,0,0,0,0
1223,0,0,0,0,0,0,0,0,0,0,950.6,868.5,594.3,2413.5,21.8,12,1,0,0,0,0
1224,0,0,0,0,0,0,0,0,0,0,203.9,0,0,203.9,20.4,12,1,0,0,0,0
1225,221.7,156.2,525,0,0,0,0,0,0,307.3,471.5,0,35.8,507.3,19.7,12,1,0,0,0,0.297526781
1226,0,0,0,0,0,0,0,0,0,0,894,0,0,894,21.1,12,1,0,0,0,0
1227,0,0,0,0,0,0,0,0,0,0,172.6,0,0,172.6,13.9,12,1,0,0,0,0
1302,1187.8,845.1,2354.2,283.7,323,220.5,282.8,700.7,543.4,1313.6,754.5,600.8,1707.8,3063.1,14.6,13,1,348,594,85.96,0.358976378
1303,670.3,379.6,1328.5,160.1,182.3,124.4,159.6,395.4,306.7,792.5,480.8,226.2,577.5,1284.5,14.3,13,1,240,270,48.51,0.285713178
1304,791.8,563.4,1569.4,189.1,215.3,147,188.5,467.2,362.3,917.4,563.2,522.1,1420.8,2506.1,16.5,13,1,268,396,57.31,0.358976378
1305,1221,744.6,2420.1,291.6,332.1,226.7,290.7,720.4,558.7,1495.9,238.8,121.7,683.2,1043.7,16.9,13,1,530,320,88.37,0.307693617
1306,722.2,381.7,1431.4,172.5,196.4,134.1,171.9,426.1,330.4,891.6,312.1,133.6,235.4,681,16.3,13,1,290,190,52.27,0.266669065
1307,0,0,0,0,0,0,0,0,0,0,1598.4,862.4,3129,5589.8,16,13,1,0,0,0,0
1308,0,0,0,0,0,0,0,0,0,0,2006.6,113,3487.6,5607.1,13.9,13,1,0,0,0,0
1309,280.6,141.8,556.1,67,76.3,52.1,66.8,165.5,128.4,0,187.2,202.7,312.2,702.1,13.6,13,1,120,84,20.31,0.25491162
1310,1083.1,547.2,2146.6,258.7,294.5,201.1,257.8,639,495.5,0,1412.8,300.6,1099.2,2812.6,13.4,13,1,164,126,30.46,0.25491162
1311,394.9,293.5,782.7,94.3,107.4,73.3,94,233,180.7,505.2,216.4,99.8,142.5,458.8,14,13,1,180,70,28.58,0.375
1312,599,317.6,1246.1,150.2,171,116.7,149.7,370.9,287.6,821.2,1317.7,1032,4284.4,6634.1,13.9,13,1,100,120,45.5,0.25491162
1313,19,19.1,61.8,7.4,8.5,5.8,7.4,18.4,14.3,13.9,2374.2,133.7,4126.3,6634.1,13.9,13,1,0,10,2.26,0.309565339
1401,434.6,344.6,861.5,103.8,118.2,80.7,103.5,256.4,198.9,460.4,652.3,632.1,4415.2,5699.6,14.3,14,1,150,195,28.77,0.4
1402,763.8,560.7,1513.8,182.4,207.7,141.8,181.8,450.6,349.5,956.8,95.2,77.2,392.2,564.6,14.5,14,1,220,265,52.08,0.370368231
1403,1042.3,826.3,2065.8,248.9,283.5,193.5,248.1,614.9,476.9,1293.3,37.1,61.7,976.1,1074.9,16.9,14,1,360,290,71.07,0.4
1404,1786.7,1138.3,3541.3,426.8,485.9,331.7,425.4,1054.1,817.5,2250.1,22.2,79.8,359.8,461.8,20.6,14,1,700,360,121.84,0.321429012
1405,2505,1146.1,4964.9,598.3,681.2,465,596.3,1477.8,1146.1,2412.2,131.8,187.5,388.5,707.7,19.4,14,1,1050,260,111.68,0.230833979
1406,1599.2,1533.7,3169.7,382,434.9,296.9,380.7,943.5,731.7,2060.9,162.6,77.8,145.4,385.8,14.1,14,1,440,480,109.05,0.483872414
1407,763.8,560.7,1513.8,182.4,207.7,141.8,181.8,450.6,349.5,956.8,222,180.2,915.2,1317.5,14.7,14,1,220,265,52.08,0.370368231
1408,512.9,338.8,1016.5,122.5,139.5,95.2,122.1,302.6,234.7,624.6,451.3,1148.5,1474.6,3074.4,14.5,14,1,126,204,34.97,0.333333333
1409,761,681.2,1508.3,181.8,207,141.3,181.2,449,348.2,832.8,105.9,108.3,308.8,523,13.5,14,1,200,268,51.89,0.451615942
1410,1141.5,1021.8,2262.5,272.7,310.4,211.9,271.8,673.5,522.3,1223.9,197,201.3,574.3,972.7,31.4,14,1,256,402,77.84,0.451613527
1411,2470.5,2081.1,4896.6,590.1,671.9,458.6,588.1,1457.5,1130.4,2891.5,554.2,187.4,1737.7,2479.4,27.3,14,1,570,960,168.46,0.425
1412,1466.9,1335.8,2907.4,350.4,398.9,272.3,349.2,865.4,671.2,1803.3,62.2,55.3,2746.2,2863.8,25.7,14,1,336,553,100.03,0.459458647
1413,628.7,572.5,1246,150.2,171,116.7,149.7,370.9,287.6,762.1,27.9,13.8,353.9,395.5,25.2,14,1,208,237,42.87,0.45945614
1414,1781.2,1529.8,3530.4,425.5,484.4,330.7,424,1050.9,815,2081.9,110.1,61.1,194.1,365.2,23.9,14,1,500,520,121.46,0.433334365
1415,2310.6,1481.7,4579.7,551.9,628.4,428.9,550.1,1363.2,1057.2,2302.7,240.3,341.7,708.2,1290,23.9,14,1,1110,430,157.56,0.323529833
1416,421.9,334.5,836.1,100.8,114.7,78.3,100.4,248.9,193,446.9,434.9,421.4,2943.5,3799.7,23.6,14,1,150,195,28.77,0.4
1417,341.9,225.9,677.7,81.7,93,63.5,81.4,201.7,156.4,431.1,243,618.4,794,1655.4,21,14,1,98,136,23.31,0.33333871
1418,1996.3,1360.1,3956.7,476.8,542.9,370.6,475.2,1177.7,913.4,2239.6,83.5,47,591.9,722.4,28.9,14,1,740,630,136.13,0.343751381
1501,1866.1,1746.6,3698.6,445.7,507.5,346.4,444.2,1100.9,853.8,1900.6,493.1,13.3,1521.1,2027.5,23,15,1,300,1150,121.08,0.472223602
1502,509.3,477,1206.1,145.3,165.5,113,144.9,359,278.4,0,1973.3,19.4,3757.8,5750.5,19.2,15,1,0,0,0,0.395475075
1503,0,0,0,0,0,0,0,0,0,0,1001,13.5,1708.2,2722.7,17.2,15,1,0,0,0,0
1504,1408.2,1085.4,2791,336.4,383,261.4,335.2,830.8,644.3,1630.7,485.3,16,1340,1841.3,17.9,15,1,188,360,53.25,0.388891243
1505,2540.1,2369.2,5035.3,606.8,690.9,471.6,604.8,1498.8,1162.4,2988.6,127.2,71.4,569.1,767.8,15.1,15,1,442,680,116.03,0.47051199
1506,3705.2,2983.4,7343.8,885,1007.7,687.8,882.1,2185.9,1695.3,4081.4,394.3,9.2,1047.5,1451,17.5,15,1,430,970,128.23,0.406249267
1507,1966.1,1515.4,3896.8,469.6,534.7,365,468.1,1159.9,899.6,2220.3,392.1,13.7,994.1,1399.9,15.1,15,1,252,540,79.87,0.388888889
1508,1023.6,954.8,2027,244.3,278.1,189.8,243.5,603.4,467.9,1180.7,122.5,50.1,1239.9,1412.5,21.7,15,1,73.73,120,20.48,0.471029412
1509,2167.5,1469.7,4295.9,517.7,589.5,402.4,516,1278.7,991.7,2718.3,72.3,2.6,262.7,337.7,21.2,15,1,650,540,140.64,0.342104278
1510,1118.5,886.8,2216.9,267.2,304.2,207.6,266.3,659.9,511.8,1436.5,97.3,14.7,65.4,177.5,18.6,15,1,340,280,72.58,0.4
1511,2312.3,1964.2,4583.1,552.3,628.9,429.2,550.5,1364.2,1058,2729.3,125.4,52.8,595.4,773.6,20.5,15,1,550,910,150.04,0.428571429
1512,2161.7,1820.9,4284.4,516.3,587.9,401.3,514.6,1275.3,989,2574.6,112,5.4,416.2,533.6,27.7,15,1,490,900,140.26,0.425
1513,2839.7,2648.6,5628.2,678.3,772.3,527.1,676,1675.3,1299.2,3448.6,83.3,128.6,576.2,788,27.3,15,1,670,1070,181.25,0.470589212
1514,2913.8,2612.6,5775.3,696,792.4,540.9,693.7,1719.1,1333.2,3588.4,200.9,12.3,524.5,737.7,24.8,15,1,620,830,150.79,0.452381546
1515,0,0,0,0,0,0,0,0,0,0,2.6,0.4,1,4,23.6,15,1,0,0,0,0
1516,0,0,0,0,0,0,0,0,0,0,6.9,1.8,38.2,46.9,22.1,15,1,0,0,0,0
1517,0,0,0,0,0,0,0,0,0,0,10989.8,67.5,2542.7,13600,21,15,1,0,0,0,0
1518,0,0,0,0,0,0,0,0,0,0,626.8,8714.4,106.5,9447.8,27.8,15,1,0,0,0,0
1519,2214.9,2071.1,4900,590.5,672.3,458.9,588.5,1458.5,1131.1,1102.5,451.8,187.3,407,1046.1,18.8,15,1,0,0,0,0.422681236
1520,163,127.8,323.1,38.9,44.3,30.3,38.8,96.2,74.6,0,0,0,1410.2,1410.2,21.2,15,1,40,110,13.16,0.395475075
1521,3650.3,4655,11013.1,1327.2,1511.1,1031.5,1322.8,3278.2,2542.3,2477.9,586.1,242.9,527.9,1356.9,19.9,15,1,0,0,0,0.422681236
1522,171.8,134.7,340.5,41,46.7,31.9,40.9,101.4,78.6,0,170.1,1.8,44.7,216.6,22.7,15,1,120,290,51.14,0.395475075
1523,2804.9,1853.2,5559.4,670,762.8,520.7,667.7,1654.8,1283.4,3312.7,323.3,19.8,843.9,1186.8,24.3,15,1,240,170,50.39,0.333335821
1524,0,0,0,0,0,0,0,0,0,0,738.6,306.1,665.2,1709.8,24.5,15,1,0,0,0,0
1601,2234.8,2024.9,4430.1,533.9,607.9,414.9,532.1,1318.7,1022.7,2699.1,267,157.5,628.3,1052.8,27.7,16,1,586.5,535.5,118.58,0.457070387
1602,3049.3,2446.3,6043.7,728.3,829.3,566.1,725.9,1799,1395.2,3613.4,191,117.6,1869.4,2178,29.7,16,1,780,820,160.94,0.404761682
1603,1231.2,989.3,2440.2,294.1,334.8,228.5,293.1,726.4,563.3,1399.3,28,46.6,602.7,677.3,31.7,16,1,340,455,77.28,0.405406326
1604,2366.5,1683.7,4690.4,565.2,643.6,439.3,563.4,1396.2,1082.8,2638.8,121.9,12.2,603.3,737.4,20.1,16,1,650,940,148.53,0.358974684
1605,2317.1,2087.5,4592.6,553.5,630.2,430.1,551.6,1367,1060.2,2489.7,145.9,379.2,941.4,1466.5,17.4,16,1,570,880,136.13,0.454544199
1606,1231.2,989.3,2440.2,294.1,334.8,228.5,293.1,726.4,563.3,1399.3,42,70,904,1015.9,28.8,16,1,340,455,77.28,0.405406326
1607,4469.7,3697.7,8858.9,1067.6,1215.6,829.7,1064.1,2637,2045,5107.8,692.7,239.2,1164.8,2096.8,24.4,16,1,1110,1140,229.01,0.417399015
1608,1425.7,0,2825.7,340.5,387.7,264.7,339.4,841.1,652.3,1493.6,356.3,695.2,3022.4,4073.9,27,16,1,230,510,68.44,0
1609,782.3,614.4,1550.5,186.9,212.8,145.2,186.2,461.5,357.9,867.5,75.4,85.1,938.1,1098.6,25.6,16,1,240,216,42.42,0.396223404
1610,3129.2,2457.4,6202.1,747.4,851,580.9,744.9,1846.1,1431.7,3192.1,32.2,36.6,402,470.8,28.5,16,1,690,864,169.67,0.396225621
1611,2399.6,0,4756,573.2,652.6,445.5,571.3,1415.7,1097.9,2750.5,319.1,209.4,1560.6,2089.1,25,16,1,590,700,130.11,0
1612,2149.9,1512,4261.2,513.5,584.7,399.1,511.8,1268.4,983.7,2486,72.8,39,362.2,474.1,22.1,16,1,550,580,116.57,0.35483871
1613,2087.5,1997.4,4137.5,498.6,567.7,387.5,497,1231.6,955.1,2644.7,63,33.7,313.3,410,24.6,16,1,630,480,113.19,0.482757475
1614,2455.1,1757.2,4866,586.4,667.7,455.7,584.5,1448.4,1123.3,2856.3,242.3,33,449.8,725.1,25.1,16,1,590,690,133.12,0.361110169
1615,1706.1,1229.6,3381.5,407.5,464,316.7,406.2,1006.5,780.6,1785.2,88.5,129.3,1244.6,1462.3,25.3,16,1,400,650,92.51,0.363638211
1616,2850.3,2510.8,5649.4,680.8,775.2,529.1,678.6,1681.6,1304.1,2960.5,266.1,304.9,4804,5375,24.6,16,1,570,1060,142.89,0.444444737
1617,2116.1,1514.6,4194.1,505.4,575.5,392.8,503.8,1248.4,968.2,2534.8,934.9,426.7,2662.4,4023.9,28.4,16,1,640,650,130.48,0.361112392
1618,2322.1,1888.2,4602.5,554.7,631.5,431.1,552.8,1370,1062.5,2505.1,246.2,112.3,704.2,1062.7,27.4,16,1,490,1030,142.89,0.410255263
1619,2345.1,1831.1,4648.1,560.2,637.8,435.3,558.3,1383.6,1073,2655.7,92.5,656.6,816.1,1565.2,26.3,16,1,730,770,136.13,0.393939227
1620,1841.6,1288.2,3650,439.9,500.8,341.9,438.4,1086.5,842.6,2221.7,157.4,36,279.7,473.1,26.6,16,1,490,670,121.84,0.352941358
1621,648,502.5,1284.3,154.8,176.2,120.3,154.3,382.3,296.5,693.6,135,13.7,118.6,267.5,27,16,1,130,250,42.87,0.391307018
1622,2209.3,1613.3,4378.8,527.7,600.8,410.1,525.9,1303.4,1010.8,2143.7,403.6,19.4,151.1,574,27.4,16,1,380,910,105.67,0.368419929
