TAZ,car,hh,population,gil0,gil1,gil2,gil3,gil4,gil5,working,industry,other,service,workplace,LenOrig1,superZone,IntExt,schoolage,pensioner,Students
1107,719,915.56,5150,1605,1155,460,680,1040,210,2584.51,82.57,45.8,427.7,556.1,11.3,11,1,1855,210,49.5
1201,0,0,0,0,0,0,0,0,0,0,713.2,276.1,206.1,1195.4,10.7,12,1,0,0,0
1202,0,0,0,0,0,0,0,0,0,0,1030.9,373.4,266.5,1670.8,11.3,12,1,0,0,0
1203,0,0,0,0,0,0,0,0,0,0,600.5,609.1,1714.9,2924.5,11.1,12,1,0,0,0
1204,0,0,0,0,0,0,0,0,0,0,687,248.6,175.8,1111.4,10.9,12,1,0,0,0
1205,0,0,0,0,0,0,0,0,0,0,156.7,0,0,156.7,11.2,12,1,0,0,0
1206,0,0,0,0,0,0,0,0,0,0,548.4,0,0,548.4,11.1,12,1,0,0,0
1207,0,0,0,0,0,0,0,0,0,0,687,248.6,175.8,1111.4,11.5,12,1,0,0,0
1208,0,0,0,0,0,0,0,0,0,0,1311.6,651.2,274.7,2237.5,11.5,12,1,0,0,0
1209,0,0,0,0,0,0,0,0,0,0,307.3,149,64.7,521,10.9,12,1,0,0,0
1210,0,0,0,0,0,0,0,0,0,0,174.75,86.8,36.7,298.2,11.8,12,1,0,0,0
1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1,12,1,0,0,0
1212,0,0,0,0,0,0,0,0,0,0,313.4,0,0,313.4,15,12,1,0,0,0
1213,0,0,0,0,0,0,0,0,0,0,78.3,0,0,78.3,15.5,12,1,0,0,0
1214,0,0,0,0,0,0,0,0,0,0,755.9,87.8,90.2,933.9,15.1,12,1,0,0,0
1215,0,0,0,0,0,0,0,0,0,0,902.4,0,83.9,986.3,16.1,12,1,0,0,0
1216,0,0,0,0,0,0,0,0,0,0,374.9,43.6,44.4,462.9,15.9,12,1,0,0,0
1217,0,0,0,0,0,0,0,0,0,0,627.9,72.8,74.2,774.9,14.3,12,1,0,0,0
1218,20.01,0,50,0,0,0,0,0,40,0,36.7,141.7,47.6,226,17.9,12,1,0,40,1.88
1219,0,0,0,0,0,0,0,0,40,0,204.2,807.4,262.1,1273.7,17.9,12,1,0,40,0
1220,0,0,0,0,0,0,0,0,40,0,930.2,849.9,581.6,2361.7,19,12,1,0,40,0
1221,0,0,0,0,0,0,0,0,0,0,630.2,449.8,165.6,1245.6,19.5,12,1,0,0,0
1222,0,0,0,0,0,0,0,0,0,0,1659.8,0,0,1659.8,20.3,12,1,0,0,0
1223,0,0,0,0,0,0,0,0,0,0,930.2,849.9,581.6,2361.7,21.8,12,1,0,0,0
1224,0,0,0,0,0,0,0,0,0,0,156.7,0,0,156.7,20.4,12,1,0,0,0
1225,0,0,0,0,0,0,0,0,0,0,2395.7,0,182,2577.7,19.7,12,1,0,0,0
1226,0,0,0,0,0,0,0,0,0,0,156.7,0,0,156.7,21.1,12,1,0,0,0
1227,0,0,0,0,0,0,0,0,0,0,156.7,0,0,156.7,13.9,12,1,0,0,0
1302,915.03,820.62,2286,252,240,186,324,690,594,1275.61,255.3,203.3,577.9,1036.5,14.6,13,1,348,594,85.96
1303,516.36,368.57,1290,120,180,110,160,430,270,769.6,1545.7,727.2,1856.4,4129.3,14.3,13,1,240,270,48.51
1304,610.02,547.08,1524,168,160,124,216,460,396,890.81,321.5,298,811,1430.5,16.5,13,1,268,396,57.31
1305,940.65,723.08,2350,330,360,170,310,850,320,1452.62,219.4,111.8,627.7,958.9,16.9,13,1,530,320,88.37
1306,556.39,370.67,1390,170,210,150,180,460,190,865.8,347,148.5,261.7,757.2,16.3,13,1,290,190,52.27
1307,0,0,0,0,0,0,0,0,0,0,1252.2,675.6,2451.2,4379,16,13,1,0,0,0
1308,0,0,0,0,0,0,0,0,0,0,2322.1,130.8,4036,6488.9,13.9,13,1,0,0,0
1309,216.15,0,540,68,88,44,72,188,84,0,147.9,160.2,246.7,554.8,13.6,13,1,120,84,20.31
1310,324.22,0,810,102,132,66,108,282,126,0,391,83.2,304.2,778.4,13.4,13,1,164,126,30.46
1311,304.21,285,760,120,130,70,110,260,70,490.62,552.5,254.8,363.9,1171.2,14,13,1,180,70,28.58
1312,484.34,0,1210,100,100,130,350,390,120,836.94,718.9,563,2337.4,3619.3,13.9,13,1,100,120,45.5
1313,24.02,0,60,0,0,10,30,10,10,48.1,1561.1,87.9,2713.2,4362.2,13.9,13,1,0,10,2.26
1401,306.21,306,765,90,105,45,80,255,195,408.85,622.8,603.5,4215.4,5441.7,14.3,14,1,150,195,28.77
1402,554.38,512.96,1385,145,150,100,205,530,265,875.42,305.6,248.1,1259.8,1813.5,14.5,14,1,220,265,52.08
1403,756.52,756,1890,250,240,150,280,690,290,1183.26,16.9,28.1,444.5,489.5,16.9,14,1,360,290,71.07
1404,1296.9,1041.43,3240,530,450,220,520,1170,360,2058.68,40.4,145.5,655.8,841.7,20.6,14,1,700,360,121.84
1405,1188.82,552.22,2970,850,650,180,360,670,260,1443,91.2,129.7,268.8,489.6,19.4,14,1,1050,260,111.68
1406,1160.8,1403.23,2900,310,300,210,530,1080,480,1885.52,131.4,62.9,117.5,311.8,14.1,14,1,440,480,109.05
1407,554.38,512.96,1385,145,150,100,205,530,265,875.42,305.6,248.1,1259.8,1813.5,14.7,14,1,220,265,52.08
1408,372.26,310,930,84,84,60,114,378,204,571.43,646.4,1645,2112.1,4403.5,14.5,14,1,126,204,34.97
1409,552.38,623.23,1380,256,112,116,188,440,268,761.9,94,96.1,274,464.1,13.5,14,1,200,268,51.89
1410,828.57,934.84,2070,384,168,174,282,660,402,1119.77,376,384.2,1096,1856.2,31.4,14,1,256,402,77.84
1411,1793.24,1904,4480,630,320,300,810,1480,960,2645.5,688.4,232.8,2158.3,3079.5,27.3,14,1,570,960,168.46
1412,1064.74,1222.16,2660,280,224,154,434,1022,553,1649.83,64.5,57.3,2845.9,2967.7,25.7,14,1,336,553,100.03
1413,456.32,523.78,1140,120,96,66,186,438,237,697.26,9.9,4.9,125.8,140.6,25.2,14,1,208,237,42.87
1414,1292.9,1399.67,3230,570,280,240,530,1090,520,1904.76,94.6,52.5,166.8,313.9,23.9,14,1,500,520,121.46
1415,1677.16,1355.59,4190,1250,630,370,630,880,430,2106.78,91.2,129.7,268.8,489.6,23.9,14,1,1110,430,157.56
1416,306.21,306,765,90,105,45,80,255,195,408.85,635.5,615.8,4301.4,5552.7,23.6,14,1,150,195,28.77
1417,248.17,206.67,620,56,56,40,76,252,136,394.42,545.5,1388.2,1782.4,3716.1,21,14,1,98,136,23.31
1418,1449,1244.38,3620,630,450,180,450,1290,630,2049.06,53.2,29.9,376.9,460,28.9,14,1,740,630,136.13
1501,1288.89,1520.56,3220,240,200,160,420,1050,1150,1654.64,412.3,11.1,1271.9,1695.3,23,15,1,300,1150,121.08
1502,0,0,0,0,0,0,0,0,0,0,2502.4,24.6,4765.3,7292.3,19.2,15,1,0,0,0
1503,0,0,0,0,0,0,0,0,0,0,467,6.3,796.9,1270.2,17.2,15,1,0,0,0
1504,566.79,550.67,1416,128,128,80,204,512,360,827.32,412.4,13.6,1138.8,1564.8,17.9,15,1,188,360,53.25
1505,1235.06,1452,3085.5,365.5,280.5,178.5,484.5,1105,680,1831.65,55.6,31.2,248.7,335.5,15.1,15,1,442,680,116.03
1506,1364.95,1385.31,3410,350,270,190,490,1160,970,1895.14,355.5,8.3,944.4,1308.2,17.5,15,1,430,970,128.23
1507,850.19,826,2124,192,192,120,306,768,540,1210.2,165.8,5.8,420.3,591.9,15.1,15,1,252,540,79.87
1508,217.95,256.24,544.5,64.5,49.5,31.5,85.5,195,120,316.88,27.4,11.2,277.3,315.9,21.7,15,1,73.73,120,20.48
1509,1497.04,1279.47,3740,510,430,260,640,1340,540,2366.52,58.2,2.1,211.4,271.7,21.2,15,1,650,540,140.64
1510,772.54,772,1930,270,210,160,340,670,280,1250.6,87.3,13.2,58.7,159.2,18.6,15,1,340,280,72.58
1511,1597.11,1710,3990,440,350,230,570,1490,910,2376.14,54.4,22.9,258.3,335.6,20.5,15,1,550,910,150.04
1512,1493.03,1585.25,3730,360,340,220,530,1410,900,2241.46,72.7,3.5,270.2,346.4,27.7,15,1,490,900,140.26
1513,1929.34,2268.24,4820,460,450,300,700,1840,1070,2953.34,54.4,84,376.4,514.8,27.3,15,1,670,1070,181.25
1514,1605.11,1814.05,4010,360,450,280,560,1530,830,2491.58,112.75,6.9,294.3,413.9,24.8,15,1,620,830,150.79
1515,0,0,0,0,0,0,0,0,0,0,1134.7,191.1,431.1,1756.9,23.6,15,1,0,0,0
1516,0,0,0,0,0,0,0,0,0,0,171.6,44.3,946.8,1162.7,22.1,15,1,0,0,0
1517,0,0,0,0,0,0,0,0,0,0,6613.6,40.6,1530.2,8184.4,21,15,1,0,0,0
1518,0,0,0,0,0,0,0,0,0,0,75.9,1055.2,12.9,1144,27.8,15,1,0,0,0
1519,0,0,0,0,0,0,0,0,0,0,694.9,137.8,502.5,1335.2,18.8,15,1,0,0,0
1520,140.1,0,350,30,20,10,30,150,110,0,0,0,331.5,331.5,21.2,15,1,40,110,13.16
1521,0,0,0,0,0,0,0,0,0,0,224.9,53.5,195.2,473.6,19.9,15,1,0,0,0
1522,544.38,0,1360,110,120,80,260,510,290,0,1294.9,13.9,340.6,1649.4,22.7,15,1,120,290,51.14
1523,536.37,446.67,1340,260,140,60,190,530,170,798.46,112.75,6.9,294.3,413.9,24.3,15,1,240,170,50.39
1524,0,0,0,0,0,0,0,0,0,0,224.9,53.5,195.2,473.6,24.5,15,1,0,0,0
1601,1262.27,1441.6,3153.5,433.5,391,187,408,1198.5,535.5,1921.6,300.8,177.4,707.7,1185.9,27.7,16,1,586.5,535.5,118.58
1602,1713.19,1732.38,4280,560,500,260,520,1630,820,2558.92,162.1,99.8,1586.2,1848.1,29.7,16,1,780,820,160.94
1603,822.57,833.11,2055,275,220,115,230,770,455,1178.45,15.3,25.5,329.7,370.5,31.7,16,1,340,455,77.28
1604,1581.1,1417.95,3950,470,430,200,510,1400,940,2222.22,14,1.4,69.3,84.7,20.1,16,1,650,940,148.53
1605,1449,1645.45,3620,520,340,170,420,1280,880,1962.48,140.7,365.7,907.8,1414.2,17.4,16,1,570,880,136.13
1606,822.57,833.11,2055,275,220,115,230,770,455,1178.45,61.2,102.1,1318.7,1482,28.8,16,1,340,455,77.28
1607,2437.69,2541.96,6090,960,660,350,770,2220,1140,3511.3,269.3,93,452.8,815.1,24.4,16,1,1110,1140,229.01
1608,728.5,1251.25,1820,220,130,70,280,590,510,962,320.7,625.8,2720.8,3667.3,27,16,1,230,510,68.44
1609,451.51,446.94,1128,172,150,58,110,418,216,631.07,25.4,28.7,316.2,370.3,25.6,16,1,240,216,42.42
1610,1806.05,1787.77,4512,688,600,232,440,1672,864,2322.27,16.9,19.2,210.8,246.9,28.5,16,1,690,864,169.67
1611,1384.96,1730,3460,480,360,150,490,1270,700,2000.96,143.4,94.1,701.2,938.7,25,16,1,590,700,130.11
1612,1240.86,1100,3100,450,340,200,360,1150,580,1808.56,40.5,21.7,201.5,263.7,22.1,16,1,550,580,116.57
1613,1204.83,1453.1,3010,350,430,250,320,1210,480,1924,40.5,21.7,201.5,263.7,24.6,16,1,630,480,113.19
1614,1416.98,1278.33,3540,510,380,190,500,1280,690,2077.92,69.7,9.5,129.4,208.6,25.1,16,1,590,690,133.12
1615,984.68,894.55,2460,330,240,110,340,790,650,1298.7,45.6,66.6,641.3,753.5,25.3,16,1,400,650,92.51
1616,1521.05,1688.89,3800,500,330,180,490,1250,1060,1991.34,119.9,137.4,2164.6,2421.9,24.6,16,1,570,1060,142.89
1617,1388.96,1253.06,3470,440,410,220,440,1300,650,2097.16,158.4,72.3,451.1,681.8,28.4,16,1,640,650,130.48
1618,1521.05,1558.97,3800,470,300,160,550,1290,1030,2068.3,85.3,38.9,244,368.2,27.4,16,1,490,1030,142.89
1619,1449,1426.06,3620,530,500,160,430,1240,770,2068.3,69.4,492.5,612.1,1174,26.3,16,1,730,770,136.13
1620,1296.9,1143.53,3240,360,310,240,430,1220,670,1972.1,17.5,4,31.1,52.6,26.6,16,1,490,670,121.84
1621,456.32,446.09,1140,125,130,85,135,420,250,615.68,42.35,4.3,37.2,83.9,27,16,1,130,250,42.87
1622,1124.78,1035.26,2810,350,210,130,250,960,910,1375.66,491.3,23.6,183.9,698.8,27.4,16,1,380,910,105.67
1623,1937.34,1750.64,4840,420,630,390,560,1760,1080,2943.72,159.9,51.1,204.3,415.3,25.1,16,1,870,1080,182
1624,252.17,0,630,0,40,330,230,10,0,586.82,685.4,498.2,5010.9,6194.5,20.7,16,1,40,0,23.69
1625,812.56,716.47,2030,270,260,100,270,710,430,1173.64,53.3,5.7,64.5,123.5,18.7,16,1,380,430,76.34
1626,0,0,0,0,0,0,0,0,0,0,13.13,3.4,73.4,89.9,20.6,16,1,0,0,0
1627,0,0,0,0,0,0,0,0,0,0,0,5.1,42.9,48,23.2,16,1,0,0,0
1628,0,0,0,0,0,0,0,0,0,0,0,4.4,35,39.4,23,16,1,0,0,0
1629,0,0,0,0,0,0,0,0,0,0,13.13,3.4,73.4,89.9,22.3,16,1,0,0,0
1630,952.66,1081.82,2380,280,220,120,340,840,590,1366.04,80.2,112.1,426.4,618.7,28.9,16,1,340,590,89.5
1631,441.91,490.67,1104,108,96,54,108,360,378,554.11,55,44.7,2158.6,2258.3,27.1,16,1,144,378,41.51
1632,680.47,755.56,1700,180,150,70,180,630,480,913.9,25.8,17.7,229.9,273.4,25.1,16,1,230,480,63.93
1633,294.6,327.11,736,72,64,36,72,240,252,386.72,8.1,5.1,110.9,124.1,27.6,16,1,112,252,27.68
1634,222.75,254.4,556.5,76.5,69,33,72,211.5,94.5,321.21,27.3,0,114.8,142.1,26.8,16,1,98.33,94.5,20.93
1635,656.45,570.43,1640,276.72,243.38,80.02,160.03,576.78,310.06,898.05,0,0.5,3.9,4.3,30,16,1,390.08,310.06,61.67
1636,656.45,570.43,1640,276.72,243.38,80.02,160.03,576.78,310.06,898.05,13.13,3.4,73.4,89.9,23.7,16,1,390.08,310.06,61.67
1637,0,0,0,0,0,0,0,0,0,0,17.5,4,31.1,52.6,26.8,16,1,0,0,0
1638,0,0,0,0,0,0,0,0,0,0,17.5,4,31.1,52.6,28.8,16,1,0,0,0
1639,456.32,446.09,1140,125,130,85,135,420,250,615.68,42.35,4.3,37.2,83.9,20.4,16,1,130,250,42.87
1640,0,0,0,0,0,0,0,0,0,0,0,0.5,3.9,4.3,17.7,16,1,0,0,0
1641,656.45,570.43,1640,276.72,243.38,80.02,160.03,576.78,310.06,898.05,13.13,3.4,73.4,89.9,16.3,16,1,390.08,310.06,61.67
1701,232.21,0,580.12,96.69,100.02,50.01,76.68,196.71,56.68,359.22,23.97,1.7,16.8,42.4,15.4,17,1,150.03,56.68,21.81
1702,392.27,441,980,100,92.5,72.5,147.5,370,197.5,615.68,3.35,0.9,26.9,31.1,14.9,17,1,142.5,197.5,36.85
1703,596.81,613.94,1491,144,186,120,216,486,339,888.89,256.18,10.7,49.7,316.6,13.9,17,1,249,339,56.07
1704,180.93,207.17,452,46,38,24,58,164,122,253.97,29.1,38,18.2,85.3,14.1,17,1,58,122,17
1705,1008.7,787.5,2520,295,375,185,395,945,325,1683.5,19,9.9,199.6,228.5,13.6,17,1,500,325,94.76
1706,502.35,486.63,1255,195,140,67.5,192.5,422.5,235,723.91,33.6,161.5,222,417.1,14.6,17,1,225,235,47.19
1707,804.56,882.44,2010,235,175,90,280,690,540,1101.49,88.8,32.6,172.9,294.3,16.2,17,1,280,540,75.58
1708,208.14,22533.33,520,54,42,28,92,188,116,317.46,77.3,31.8,58.1,167.2,11.8,17,1,64,116,19.55
1709,0,0,0,0,0,0,0,0,0,0,0,973.1,825.8,1798.9,11.9,17,1,0,0,0
1710,1088.75,1068.57,2720,460,320,130,370,1020,420,1606.54,77.3,31.8,58.1,167.2,11.5,17,1,530,420,102.28
1711,876.61,851.67,2190,270,340,150,190,780,430,1240.98,0,233.5,695.1,928.6,11.5,17,1,480,430,82.35
1712,571.6,540.32,1428,236,204,128,248,348,268,808.08,336.2,247.9,737.9,1322,11.1,17,1,300,268,53.7
1713,415.49,435.29,1038,234,129,45,147,288,192,510.82,27.6,108.2,297.1,432.9,11.4,17,1,234,192,39.03
1714,670.86,749.79,1676,276,152,88,248,420,492,792.69,11.6,20.8,194.7,227.1,11.3,17,1,276,492,63.02
1715,1569.09,2156,3920,470,280,190,990,1350,660,2549.3,55.3,110.3,984.7,1150.3,11.3,17,1,450,660,147.41
1716,820.57,922.5,2050,270,230,130,360,730,310,1289.08,380.6,164.4,351.3,896.3,11.4,17,1,360,310,77.09
1717,658.06,587.14,1644,270,210,108,240,624,192,1033.19,481.6,29.4,233.3,744.3,11.1,17,1,330,192,61.82
1718,1701.18,265.63,4250,410,600,1690,1440,90,0,3665.22,2152.7,737.9,8609.6,11500.2,11,17,1,660,0,159.82
1719,198.94,204.65,497,48,62,40,72,162,113,274.75,0,0,0,0,10.8,17,1,68.3,113,18.69
1720,0,0,0,0,0,0,0,0,0,0,0,75.7,481.1,556.8,10.8,17,1,0,0,0
1721,232.21,0,580.12,96.69,100.02,50.01,76.68,196.71,56.68,359.22,23.97,1.7,16.8,42.4,11.7,17,1,150.03,56.68,21.81
1722,232.21,549.47,580.12,96.69,100.02,50.01,76.68,196.71,56.68,359.22,23.97,1.7,16.8,42.4,11.4,17,1,150.03,56.68,21.81
1723,392.27,441,980,100,92.5,72.5,147.5,370,197.5,615.68,3.35,0.9,26.9,31.1,11.1,17,1,142.5,197.5,36.85
1724,392.27,441,980,100,92.5,72.5,147.5,370,197.5,615.68,3.35,0.9,26.9,31.1,11.2,17,1,142.5,197.5,36.85
1725,392.27,441,980,100,92.5,72.5,147.5,370,197.5,615.68,3.35,0.9,26.9,31.1,11,17,1,142.5,197.5,36.85
1726,298.41,306.97,745.5,72,93,60,108,243,169.5,412.12,256.18,10.7,49.7,316.6,10.9,17,1,156,169.5,28.03
1727,596.81,613.94,1491,144,186,120,216,486,339,888.89,256.18,10.7,49.7,316.6,10.8,17,1,249,339,56.07
1728,298.41,306.97,745.5,72,93,60,108,243,169.5,412.12,256.18,10.7,49.7,316.6,10.7,17,1,156,169.5,28.03
1729,361.85,414.33,904,92,76,48,116,328,244,490.62,0,0,0,0,10.7,17,1,96,244,33.99
1730,361.85,414.33,904,92,76,48,116,328,244,490.62,0,0,0,0,10.6,17,1,96,244,33.99
1731,348.24,217.5,870,150,120,60,120,330,90,548.34,0,0,0,0,10.6,17,1,190,90,32.72
1732,1008.7,787.5,2520,295,375,185,395,945,325,1683.5,0,0,0,0,10.5,17,1,500,325,94.76
1733,502.35,486.63,1255,195,140,67.5,192.5,422.5,235,723.91,0,0,0,0,12.3,17,1,225,235,47.19
1734,502.35,486.63,1255,195,140,67.5,192.5,422.5,235,723.91,0,0,0,0,12.7,17,1,225,235,47.19
1735,502.35,486.63,1255,195,140,67.5,192.5,422.5,235,723.91,0,0,0,0,12.1,17,1,225,235,47.19
1736,804.56,882.44,2010,235,175,90,280,690,540,1101.49,0,0,0,0,11.7,17,1,280,540,75.58
1737,416.29,22533.33,1040,108,84,56,184,376,232,613.76,0,0,0,0,11.3,17,1,106,232,39.11
1738,416.29,22533.33,1040,108,84,56,184,376,232,613.76,0,0,0,0,10.9,17,1,106,232,39.11
1739,285.8,270.16,714,118,102,64,124,174,134,370.56,0,0,0,0,11,17,1,198,134,26.85
1740,142.9,135.08,357,59,51,32,62,87,67,185.28,0,0,0,0,10.7,17,1,60.6,67,13.42
1741,142.9,135.08,357,59,51,32,62,87,67,185.28,0,0,0,0,10.7,17,1,60.6,67,13.42
1742,142.9,135.08,357,59,51,32,62,87,67,185.28,0,0,0,0,10.4,17,1,60.6,67,13.42
1743,142.9,135.08,357,59,51,32,62,87,67,185.28,0,0,0,0,11.5,17,1,60.6,67,13.42
1744,276.99,290.19,692,156,86,30,98,192,128,356.9,0,0,0,0,11.2,17,1,191,128,26.02
1745,415.49,435.29,1038,234,129,45,147,288,192,510.82,0,0,0,0,11.2,17,1,234,192,39.03
1746,276.99,290.19,692,156,86,30,98,192,128,356.9,0,0,0,0,10.8,17,1,191,128,26.02
1747,335.43,374.89,838,138,76,44,124,210,246,429.05,0,0,0,0,10.7,17,1,200,246,31.51
1748,335.43,374.89,838,138,76,44,124,210,246,429.05,0,0,0,0,10.4,17,1,200,246,31.51
1749,335.43,374.89,838,138,76,44,124,210,246,429.05,0,0,0,0,11.9,17,1,200,246,31.51
1750,438.7,391.43,1096,180,140,72,160,416,128,721.5,0,0,0,0,12.1,17,1,260,128,41.21
1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,17,1,0,0,0
1801,0,0,0,0,0,0,0,0,0,0,141.28,92.8,167.8,401.8,10.9,18,1,0,0,0
1802,0,0,0,0,0,0,0,0,0,0,146.6,234.7,453.7,835,11.4,18,1,0,0,0
1803,544.21,700,1550,160,135,105,235,500,420,869.71,170.75,380.2,736.9,1287.8,11.5,18,1,205,420,79.35
1804,1081.41,1828.75,3080,240,240,310,630,990,670,1989.27,88.9,46.5,844.6,980,11.1,18,1,340,670,157.67
1805,2457.74,2868.85,7000,1000,850,540,1090,2640,890,4535.92,49.7,69.7,253.4,372.8,11,18,1,1310,890,358.34
1806,1091.94,874.69,3110,400,460,250,470,1240,270,2104.59,27.45,34.9,432.9,495.2,11.7,18,1,650,270,159.21
1807,1228.87,1109.76,3500,470,360,200,550,1340,570,2008.49,147,66.6,485.7,699.3,11.4,18,1,360,570,179.17
1808,0,0,0,0,0,0,0,0,0,0,7.8,3.1,29.6,40.5,14.4,18,1,0,0,0
1809,0,0,0,0,0,0,0,0,0,0,670.7,340.9,732,1743.6,12.5,18,1,0,0,0
1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,18,1,0,0,0
1811,0,0,0,0,0,0,0,0,0,0,141.28,92.8,167.8,401.8,10.6,18,1,0,0,0
1812,0,0,0,0,0,0,0,0,0,0,141.28,92.8,167.8,401.8,10.6,18,1,0,0,0
1813,0,0,0,0,0,0,0,0,0,0,141.28,92.8,167.8,401.8,10.5,18,1,0,0,0
1814,0,0,0,0,0,0,0,0,0,0,141.28,92.8,167.8,401.8,10.4,18,1,0,0,0
1815,0,0,0,0,0,0,0,0,0,0,146.6,234.7,453.7,835,10.4,18,1,0,0,0
1816,544.21,700,1550,160,135,105,235,500,420,869.71,170.75,380.2,736.9,1287.8,10.4,18,1,205,420,79.35
1817,1302.6,1133.61,3710,680,460,220,540,1500,310,2373.67,27.45,34.9,432.9,495.2,10.3,18,1,790,310,189.92
1901,1225.74,981.78,4036.2,874.2,895.9,390.6,539.4,1150.1,179.8,2482.5,172.73,155,470.9,798.6,10.3,19,2,2305.9,179.8,115.01
1902,1577,1249.7,6510,1530,1650,650,860,1640,190,3918.65,177.8,186.2,667.2,1031.2,11.9,19,2,2380,190,105
1903,1129.89,792.45,3735.82,826.79,873.42,344.35,491.41,1045.6,154.24,2287.74,331.18,126.6,307.1,764.8,11.3,19,2,1285.92,154.24,544
1904,2039,1667.39,7670,1720,1720,800,1140,1960,320,4660.04,228.8,138,483.2,850,11,19,2,2540,320,205
1905,824.5,657.32,3067.5,620,722.5,300,400,907.5,115,1891.5,323.5,75.3,264.8,663.6,10.9,19,2,1017.5,115,59.5
1906,1782.68,1601.47,6619.41,1287.41,1477.06,652.82,868,2027.76,310,4241.76,287.45,118.4,370.1,775.9,10.3,19,2,2111.65,310,135.67
1907,1890,1993.43,7420,1690,1730,740,1030,1980,250,4567.05,831.6,132.2,463.5,1427.3,11.4,19,2,2570,250,84
1908,1105.22,900,3300,640,690,330,430,1020,190,1992.8,452.7,303.9,654.2,1410.9,11.5,19,2,1010,190,96.33
1909,3017.58,2593.82,9010,1290,1550,740,1230,3150,1080,5564.8,1198.88,514.9,1074.2,2788,11.2,19,2,2160,1080,263.02
1910,649.73,440.91,1940,430,400,200,290,530,90,1137.4,241.15,224.2,294,759.3,10.8,19,2,610,90,56.63
1911,1451.22,1113.66,4677.39,936.52,1012.17,440.87,631.3,1421.74,232.17,2831.12,227.17,158.7,308.9,694.8,11.1,19,2,1479.13,232.17,157.3
1912,1491.38,1116.67,4801.67,1035.58,1089.33,458.67,659.33,1383.17,172,2737.24,134.73,169.4,358.6,662.7,12,19,2,1626.83,172,120.04
1913,1383.9,1000.32,4557,987,1011.5,441,609,1298.5,203,2313.27,172.73,155,470.9,798.6,12.4,19,2,1011.5,203,129.85
1914,1344.36,1106.7,4426.8,958.8,982.6,428.4,591.6,1261.4,197.2,2247.18,172.73,155,470.9,798.6,12.6,19,2,982.6,197.2,126.14
1915,0,0,0,0,0,0,0,0,0,0,331.18,126.6,307.1,764.8,11.7,19,2,0,0,0
1916,2465.22,1811.3,8150.87,1803.91,1905.65,751.3,1072.17,2281.3,336.52,4991.44,331.18,126.6,307.1,764.8,10.2,19,2,2805.65,336.52,1088
1917,2704.89,2037.72,8943.32,1979.29,2090.92,824.35,1176.41,2503.1,369.24,5476.72,331.18,126.6,307.1,764.8,11.7,19,2,3078.42,369.24,1088
1918,1385.16,1344.37,5153.4,1041.6,1213.8,504,672,1524.6,193.2,3177.72,323.5,75.3,264.8,663.6,11.7,19,2,1709.4,193.2,99.96
1919,1088.34,1012.28,4049.1,818.4,953.7,396,528,1197.9,151.8,2496.78,323.5,75.3,264.8,663.6,14.5,19,2,1343.1,151.8,78.54
1920,0,0,0,0,0,0,0,0,0,0,287.45,118.4,370.1,775.9,12.5,19,2,0,0,0
