"Scenario","year","supertaz","hh_total","pop","age0_4","age5_9","age10_14","age15_19","age20_24","age25_29","age30_34","age35_39","age40_44","age45_49","age50_54","age55_59","age60_64","age65_69","age70_74","age75up","emp_tot","indus","com_hotel","business","public","education","agri","student","univ","UO_Hi_Ed","pop_emp_employed"
"IPLAN",2035,9,15780.2804,62543.3938,6195.4338,6339.0557,6267.4026,6431.3209,5576.6803,4054.0537,3596.2821,3552.7392,3442.7358,3544.4028,3251.2583,2466.3592,2052.3690,1509.7249,1399.0468,2864.5285,9851.7043,0.0000,4196.4917,1533.2327,984.4642,3137.5156,0.0000,21423.4956,0.0000,1898.7472,21881.1630
"IPLAN",2040,1,60339.8805,202658.7642,22748.1550,19493.0247,17820.8468,26630.5515,19841.4472,14532.9409,11488.7506,9776.0484,8554.4568,8347.2339,7637.3972,6862.8694,6006.9098,5381.2572,4843.9822,12692.8928,146725.3982,635.7770,49321.0153,47779.2336,29117.4341,19871.9382,0.0000,82265.8665,26427.8276,43479.7401,59199.7483
"IPLAN",2040,10,62979.7671,337553.7914,51790.4909,46761.5707,41552.0201,36431.9216,28274.0136,21384.7228,18513.2342,17208.1743,15213.7861,13236.7760,10264.7660,8728.8731,6812.3426,5802.8297,4938.4898,10639.7801,70062.1482,10918.8953,14494.0441,12415.0500,7967.5937,23661.0649,605.5002,162483.0371,0.0000,29180.8417,89429.8532
"IPLAN",2040,11,72623.6984,330375.1218,40768.7600,40479.9644,36972.8996,33647.2034,27784.3568,19836.0803,17738.2994,18309.3683,17900.5625,17900.3196,15573.1738,12425.5712,10154.2576,8016.9152,5567.3692,7300.0205,73300.2483,3895.2323,26665.4489,16310.7417,5785.1552,20483.8822,159.7879,139450.9986,0.0000,22864.1071,117001.3853
"IPLAN",2040,12,11961.5633,333044.7093,7787.6471,6863.5208,5902.6668,5487.9212,4922.3290,4783.0457,4096.7846,3207.7196,2708.6231,2331.6370,2449.5246,2446.3075,2188.4622,1887.5854,1431.7888,3289.9421,9007.8926,0.0000,3170.7335,1373.8859,1151.3342,3311.9390,0.0000,22799.0037,0.0000,3328.1095,21496.1259
"IPLAN",2040,13,13032.2954,317937.8284,7906.5419,7208.1461,6241.0166,5886.7411,5144.3391,4905.6070,4208.8483,3205.6148,2600.5192,1839.2827,1680.0439,1573.3072,1427.5117,1029.1058,677.3649,969.4723,9204.2966,83.8475,2284.7150,1885.5747,1270.2675,3679.8920,0.0000,24413.2526,0.0000,2541.7101,20954.3526
"IPLAN",2040,14,17857.9663,103862.3853,10665.1936,9686.0775,8621.6866,8182.8706,7091.5321,6464.3354,5407.9498,4385.8788,4060.0456,3480.9430,3547.5409,3299.0429,2752.7548,2326.2626,1728.4307,4017.3604,14955.0893,1382.4230,4752.0506,2550.7749,1430.0817,4811.7898,27.9693,33297.9596,0.0000,2948.1242,31179.3081
"IPLAN",2040,15,0.0000,52774.8917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"IPLAN",2040,16,10725.7318,358200.2714,6783.6549,6396.4870,5774.4156,5801.9109,4386.8334,3685.5710,3265.7382,2768.9844,2529.3608,1965.0937,1786.0505,1601.6397,1331.6539,1116.0618,815.3880,1279.3826,9312.0283,103.9041,2863.7485,1121.4754,1228.0063,3994.8940,0.0000,22178.8083,1751.5974,3244.2815,17593.3004
"IPLAN",2040,17,17859.4197,116789.1007,21418.1716,17916.0476,14973.4557,13186.4720,10942.8226,8196.2791,6271.0743,5198.2599,3833.2670,3189.1563,2740.6004,2477.6510,1928.7475,1131.0960,650.6499,858.8817,13337.8984,538.2248,2034.0176,908.9328,682.0768,9174.6463,0.0000,61677.6067,685.4077,13355.5789,23793.2748
"IPLAN",2040,18,3342.6858,664695.7833,1333.1540,1296.9463,1231.8692,1566.4994,1254.2046,980.7151,836.6527,661.6456,664.7126,543.5586,529.9681,495.9057,431.9273,371.0427,276.3165,445.6180,2103.1086,0.0000,710.7554,335.3630,277.4705,761.6567,17.8631,4856.5409,0.0000,1017.9767,5101.4656
"IPLAN",2040,19,2659.7656,480221.8094,1940.8257,1683.2618,1400.4608,1130.0514,1114.4572,1193.3801,995.4792,707.9091,522.7050,342.9913,313.8632,313.1061,304.7246,196.9391,119.1295,157.4173,2083.2971,0.0000,497.4951,297.5855,241.1196,877.6992,169.3977,5544.4193,0.0000,903.2523,4573.6445
"IPLAN",2040,2,23699.8016,88064.2169,7488.9080,7415.4745,7629.9980,7171.7774,9330.5017,7980.5518,5878.6217,5937.2160,5211.1875,4453.0160,3775.2735,3119.4885,3431.2277,2754.2091,2098.5737,4388.1918,24776.4854,1089.9746,3854.2128,6306.0254,5535.4350,7990.8375,0.0000,27676.0018,20374.3983,119.5719,25419.5816
"IPLAN",2040,20,1732.2619,84767.6213,624.7230,698.5748,677.2995,740.8943,525.2268,422.2074,446.3010,427.5102,495.5245,458.4131,438.7002,322.0811,228.0438,216.2051,170.0659,373.3877,1199.1447,0.0000,149.8801,118.1132,99.9201,357.1070,474.1243,2443.1949,0.0000,93.7185,3202.1998
"IPLAN",2040,21,2080.6456,514282.0278,1529.1256,1314.6734,1086.7338,861.5934,914.7088,939.0495,775.0583,543.0658,387.7654,244.6493,222.4599,230.4190,230.5304,143.9287,84.1754,100.2997,1615.6737,183.2968,366.5937,183.2968,183.2968,699.1895,0.0000,4328.7841,0.0000,1056.7568,3476.2693
"IPLAN",2040,22,38888.7178,750800.9101,22065.7324,20562.9777,18253.1502,16464.6594,16889.7126,14474.5347,10941.9856,9252.7095,8558.8163,7074.4785,6754.0741,5834.1446,4693.2900,3944.9392,2910.8944,6150.5003,38741.4179,8623.2367,6241.2775,6950.6843,2609.6056,14316.6138,0.0000,70746.5510,22909.3710,5203.6111,63443.6493
"IPLAN",2040,23,989.6208,536286.8995,656.5574,666.7728,600.0826,414.1493,351.6609,348.4756,335.9376,304.5539,248.5596,171.0397,139.6627,112.8700,88.1012,63.8971,39.9925,42.6935,775.0976,212.1942,122.0467,86.6810,61.0234,293.1523,0.0000,2052.0663,0.0000,0.0000,1698.8978
"IPLAN",2040,3,32804.2164,146700.0118,13984.0106,14173.9085,14283.6917,13223.7309,12455.8462,11635.9140,10653.3670,10933.6872,9617.1441,7721.8193,6257.9242,5345.4531,4925.5205,4225.1997,3154.8279,4107.9669,21636.6880,473.0440,8144.1889,3266.4527,2936.4614,6816.5410,0.0000,47715.7869,0.0000,0.0000,39039.9001
"IPLAN",2040,4,63972.2450,214206.5030,18383.7294,17385.9845,16289.3764,18324.4532,16221.5945,16446.4736,13880.2648,11739.5021,11012.8119,9383.1558,10115.9629,9594.8567,8710.0826,8352.5880,6894.4682,20099.9252,66207.0276,2208.0293,26361.0437,18434.2866,10226.0053,8977.6627,0.0000,54262.5345,9210.3561,4941.2266,87148.0588
"IPLAN",2040,5,49651.6377,153270.5659,13895.4813,12070.8830,11313.5952,18063.6090,15716.7386,13193.6001,9199.9298,7094.8412,6256.4137,5739.2381,6615.3784,6810.6099,5954.0020,5362.2285,4243.9372,11740.0798,55932.1765,0.0000,14763.6212,15667.8850,13977.2762,11480.6560,42.7381,47888.9842,26249.5911,14299.4106,59277.7741
"IPLAN",2040,6,58875.9115,232217.3828,33411.3939,27195.6478,24567.4031,35585.2069,25348.2285,16351.3084,11946.3097,9251.4504,7446.3741,7892.6828,6572.5873,6031.8843,4817.6017,3988.9687,3731.3229,8079.0122,76286.3181,1408.0820,14816.1260,33995.4748,6331.4888,19735.1465,0.0000,109332.3772,11248.3016,51645.5184,52956.5086
"IPLAN",2040,7,69349.3982,332749.5676,36679.7938,35417.9993,32681.2402,29524.8832,26662.8268,25470.1288,23458.0247,22334.5087,19849.9049,16750.5716,12428.7764,11986.5966,10493.0203,9127.4768,6857.6590,13026.1565,54831.3815,5401.7133,19621.6537,6388.0023,6996.2264,15956.5445,467.2415,105791.7164,4797.8538,5546.4677,93496.4860
"IPLAN",2040,8,8420.8404,31995.7196,2914.2820,2566.1525,2347.7275,2481.4904,2427.4567,2682.4025,2192.7407,1722.4041,1514.8294,1310.1583,1495.1614,1527.1699,1367.5694,1302.4888,1059.6204,3084.0657,7473.6448,0.0000,3062.3099,2233.1165,847.3366,1330.8819,0.0000,9214.3755,0.0000,294.0822,13904.2127
"IPLAN",2040,9,16858.2519,67195.7067,6532.2458,6731.3331,6561.8459,7153.2907,5768.3855,4462.8134,3902.9796,3778.3520,3812.9975,3666.9642,3331.1525,2749.0432,2206.4231,1792.5484,1459.9589,3285.3729,9954.8606,0.0000,4139.1808,1499.6060,984.5269,3331.5469,0.0000,22732.6643,0.0000,2071.5018,23654.9013
"IPLAN",2045,1,63817.1007,221552.4714,24045.1548,20961.4882,19307.8422,29084.7229,22264.6857,15862.6603,12678.1149,10578.1112,9393.0230,8643.4338,8264.2721,7669.0722,6893.5941,5970.2349,5600.0527,14336.0084,157378.7242,658.1443,52098.7169,52190.2959,31081.0558,21350.5113,0.0000,88753.8096,28710.6674,48142.5125,64793.2693
"IPLAN",2045,10,66723.1418,349271.8086,52236.1484,45976.8032,40206.6366,36960.1529,31011.2022,24362.3663,19188.6351,16383.3905,14860.1304,13042.7887,11793.8948,9705.7683,8570.6913,6700.3546,5475.1192,12797.7260,76748.1523,12510.6698,16252.1208,14062.0210,9240.9428,24066.2716,616.1262,165004.8783,0.0000,31951.2679,94791.1407
"IPLAN",2045,11,75002.6254,328954.2380,36485.4588,35576.9904,34024.8598,34454.2517,31043.6928,21890.3207,17005.8285,15893.3761,16381.3340,17437.6386,16585.8337,14435.2002,12719.7132,9906.3758,6544.5412,8568.8226,77370.1616,4481.6010,28754.2317,17288.2304,6074.8795,20597.3470,173.8719,139851.4292,0.0000,24566.3426,120049.3365
"IPLAN",2045,12,13150.3945,348959.6113,8711.5989,8017.4426,6859.3127,5969.2701,4925.5754,4458.1894,4578.9172,4050.5374,3212.2162,2665.2762,2243.9811,2125.5930,1939.5864,1807.9102,1553.3432,3165.6541,10118.9341,0.0000,3508.9830,1522.3522,1267.6726,3819.9263,0.0000,26316.4383,0.0000,3567.3859,22373.6681
"IPLAN",2045,13,14757.8595,334524.4476,8354.3458,7994.8192,6897.7454,6222.1362,5269.0670,4375.2714,4619.3363,4031.9211,2762.6395,2148.3665,1604.5563,1580.3402,1490.4506,1105.7509,833.4474,1187.2034,10308.0006,95.2186,2600.3156,2142.0558,1444.8891,4025.5216,0.0000,26697.9901,0.0000,2796.0140,22113.7473
"IPLAN",2045,14,22002.4459,127690.7821,14910.4753,13670.2547,11996.8722,10333.3382,8768.8955,7454.8484,7027.8621,6085.0139,5045.8175,4228.3727,3534.8447,3546.2268,3164.1414,2598.2402,2096.1149,4162.2150,18269.3207,1559.7648,5463.8889,2942.6028,1649.4230,6621.5413,32.0999,45927.7430,0.0000,4290.9162,36471.1120
"IPLAN",2045,15,0.0000,55054.1398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"IPLAN",2045,16,13482.3035,381722.5826,8706.4047,7796.2928,6717.3078,6635.3607,5219.5168,4155.5274,3923.3157,3302.8985,2590.5518,2051.5017,1756.9238,1694.1706,1514.3751,1247.2022,935.7649,1690.7604,10937.2104,117.6112,3358.8203,1326.9428,1445.2867,4688.5495,0.0000,26714.7430,1902.9007,4331.7961,18819.8802
"IPLAN",2045,17,19489.2733,120337.5454,20389.1963,16851.2710,14447.3740,14069.8282,12277.9443,8996.2533,6279.8323,4753.3466,4109.2128,3471.9918,3096.5590,2758.6141,2555.1333,1872.8220,1089.2121,1342.6803,14134.5670,778.8004,2292.4659,1070.2371,782.3784,9210.6852,0.0000,61677.6067,744.6133,14875.4909,25654.3569
"IPLAN",2045,18,3816.1145,717024.6707,1288.5422,1146.4257,1054.6491,1529.3813,1417.9770,1030.0434,902.7227,676.9354,474.5653,481.4367,506.9241,541.3417,505.7419,403.0972,292.2302,586.6618,2359.0475,0.0000,817.4952,385.8383,319.7763,815.6944,20.2433,5187.2743,0.0000,1119.8276,5122.2016
"IPLAN",2045,19,3069.1139,522704.9437,2019.0090,2087.8833,1823.4918,1305.8916,990.5940,878.5851,1040.0001,1043.2321,708.2930,511.2759,321.0647,277.5247,239.9125,170.6007,125.1670,129.5429,2413.6392,0.0000,576.7656,344.3998,279.1950,1017.6642,195.6146,6464.1953,0.0000,993.6248,4858.6828
"IPLAN",2045,2,24233.0109,91845.6316,7663.0573,7368.8740,7337.9009,7112.4243,9753.4691,8215.7617,6253.6993,5816.1527,6007.1779,5282.0766,4623.7621,3613.6622,3124.4799,2866.9145,2618.6134,4187.6056,27062.3332,1180.9781,4058.9361,7469.3658,5993.8213,8359.2318,0.0000,28034.9693,22134.3420,131.5353,28168.9142
"IPLAN",2045,20,2068.7528,89946.6813,610.7485,723.0787,757.9356,833.7993,683.8944,501.4829,500.0494,497.6771,500.9003,532.8848,448.8562,417.8040,344.9852,286.8402,232.2340,448.8381,1384.6259,0.0000,179.5211,141.3143,119.6808,378.8746,565.2351,2589.9094,0.0000,103.0952,3726.7218
"IPLAN",2045,21,2293.5109,536549.1139,1295.3791,1505.2997,1382.1349,990.1541,662.5195,494.6186,662.8039,789.2572,562.6609,411.8229,241.2893,182.6142,131.5667,102.8238,76.7944,63.8445,1740.8975,202.0931,404.1862,202.0931,202.0931,730.4319,0.0000,4490.8972,0.0000,1162.4877,3352.3134
"IPLAN",2045,22,45860.6464,809312.7476,27146.1726,25621.1078,22333.8541,18691.4445,18599.0239,15184.4936,13408.0381,12318.2914,10169.7285,8382.9106,6352.4356,5788.8075,5028.7245,4329.3079,3680.5213,6890.8696,44987.5994,9432.5457,7292.4383,7941.0909,3052.6835,17268.8410,0.0000,88814.5936,24888.2860,6378.7127,71235.6645
"IPLAN",2045,23,1205.1080,564214.9930,612.4124,626.1301,580.5782,467.2181,414.5524,340.3823,374.1239,346.8304,284.9976,238.8226,171.4065,164.2022,149.8871,126.4150,108.0561,141.3877,898.0178,256.5918,149.2244,106.4591,74.6122,311.1302,0.0000,2177.9115,0.0000,0.0000,2041.2476
"IPLAN",2045,3,36293.5308,162409.5437,14641.7864,14450.2570,14376.0081,14362.0066,13591.6344,12802.6894,11707.5668,10800.9647,11193.2604,9948.1900,8245.0951,5931.5167,5300.3395,5264.7810,3628.3853,6165.0624,23580.2888,562.2798,9209.9674,3661.8481,3323.8930,6822.3005,0.0000,47756.1034,0.0000,0.0000,45565.4792
"IPLAN",2045,4,66163.4936,237035.1328,20359.2348,19645.7130,18466.7290,20115.0127,18769.4716,16548.9824,15987.7439,13984.8070,12296.6925,11253.6477,9866.4974,10520.5782,10019.5026,8852.4939,8325.5559,20578.2614,70435.5167,2374.6079,27628.2814,19405.6918,10634.0960,10392.8396,0.0000,62986.3901,10005.9481,5435.6076,95957.7919
"IPLAN",2045,5,51331.8330,163759.1761,15479.9425,13779.7091,12445.7370,18971.9676,16665.9290,12750.3070,10442.4163,8549.5501,6910.3359,6327.0655,5887.2798,6543.5902,6403.7570,5465.6080,4930.3429,12205.6382,60163.3224,0.0000,15442.9630,16983.7257,14877.8482,12815.8356,42.9499,53923.3284,28517.0349,15671.9507,62166.7612
"IPLAN",2045,6,63892.0372,267556.6467,38613.5840,31261.5374,28064.5392,40210.7591,29256.8323,20294.8015,13694.5232,10462.5019,8884.6291,8180.5844,8606.6941,6678.4185,5915.4572,4580.3715,3688.5782,9162.8351,82769.0891,1477.9033,15875.4190,36905.6643,6760.6549,21749.4476,0.0000,121015.4441,12219.9317,58213.9959,62103.7367
"IPLAN",2045,7,73934.8844,363025.1954,40500.1107,39209.8050,36246.9840,32108.1891,28323.1621,25974.2517,24775.6940,23391.7334,21680.3734,18626.9949,15056.1460,11938.7960,10819.0971,9872.1709,8541.9993,15959.6878,59105.0086,5671.2684,20621.3527,7071.5768,7385.7525,17891.9703,463.0879,118765.4467,5212.2931,7612.5440,102267.5022
"IPLAN",2045,8,8537.0760,33231.7558,3084.5325,2875.5814,2564.6553,2509.0285,2457.0533,2321.1321,2388.8209,2064.6096,1661.4979,1478.3375,1251.1790,1382.3994,1378.8306,1267.0254,1244.7690,3302.3032,7964.0622,0.0000,3199.8780,2430.1742,902.6820,1431.3280,0.0000,9907.3135,0.0000,323.5058,14072.7390
"IPLAN",2045,9,17537.5532,66814.2400,5526.4886,5676.8709,5749.5066,6920.4264,6328.0763,4718.7444,3917.3766,3553.4587,3505.6803,3535.7780,3292.0819,3109.6670,2886.1246,2242.6673,1821.0399,4030.2525,10385.9201,0.0000,4382.2304,1604.0636,1040.4952,3359.1309,0.0000,22866.9051,0.0000,2278.7603,24369.5838
"IPLAN",2050,1,68122.9612,238206.7405,25572.5659,22310.2351,20427.5544,31215.4798,23871.5237,17502.9868,13552.2196,11510.7674,9921.1956,9416.6103,8704.9310,8195.1801,7554.0721,6716.3971,6047.0089,15688.0128,168781.3767,689.3512,55259.8796,56886.0840,33386.3033,22559.7586,0.0000,93203.6722,31097.3988,52653.9721,70513.7027
"IPLAN",2050,10,72404.4397,381790.6401,56766.3605,50127.4847,43526.1914,39541.9933,33555.9379,27329.9177,22103.2819,18074.4740,16042.9680,14414.5919,12167.6962,11073.8770,9126.0019,7894.4840,6088.6036,13956.7759,87861.1906,14658.0122,19059.0159,16302.0845,11229.3551,25983.8315,628.8914,178106.2025,0.0000,35686.8529,104750.6102
"IPLAN",2050,11,77383.0742,334981.1228,34468.5985,33095.5939,32824.1873,36115.8506,34414.0274,23777.1080,16785.2597,14692.4751,15582.5364,18561.8645,17899.6127,15587.4315,13613.8757,10756.2394,7325.1077,9481.3545,82710.7314,5299.7041,31512.2534,18560.6144,6432.9836,20711.6540,193.5219,140249.0060,0.0000,27719.4140,124105.9834
"IPLAN",2050,12,13996.0866,364700.8528,8832.5826,8151.6050,7156.5416,6308.2094,5354.7946,4997.5666,4530.3811,4301.3516,3541.6842,2749.2321,2502.2969,2255.0599,2200.2397,2114.8788,1791.6532,3686.7439,10782.6098,0.0000,3798.9560,1649.4989,1351.4016,3982.7532,0.0000,27416.8947,0.0000,3986.0783,24043.1936
"IPLAN",2050,13,15229.6763,349163.1921,8377.3454,8237.9849,7246.8781,6540.6450,5254.1733,4470.6489,4261.2459,4387.8579,3312.6174,2136.6976,1719.1823,1388.1088,1420.0570,1123.3364,844.6987,1253.5867,10617.5650,98.9179,2658.1660,2194.0401,1477.0268,4189.4142,0.0000,27707.5774,0.0000,3055.9672,22577.7716
"IPLAN",2050,14,24106.1451,142657.8770,17449.3562,16135.6091,14098.8964,11703.5867,9421.0818,8255.6504,7595.5338,7297.7290,6261.1377,4667.2604,3909.4824,3248.9260,3065.4633,2717.8801,2253.2919,4564.8421,20362.8389,1807.1927,5854.5827,3129.9293,1744.7606,7792.8052,33.5684,54087.2584,0.0000,5261.0572,39765.6774
"IPLAN",2050,15,0.0000,57359.2914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"IPLAN",2050,16,16143.0452,415297.9254,11899.9109,10935.0906,9394.7055,8496.0691,6065.2464,4927.2724,4724.2057,4572.2399,3742.6081,2638.0177,2102.2506,1621.0681,1457.1324,1327.7516,1046.3370,1884.8468,13172.0135,130.1938,3756.4278,1489.8520,1624.4846,6171.0553,0.0000,36761.0884,2061.0897,5822.8891,22240.1150
"IPLAN",2050,17,20560.1869,126909.3820,21641.3549,18068.7482,15395.2457,14550.5949,12397.1659,9273.3978,6941.1760,5367.1220,4417.7560,4005.1595,3123.0703,2579.1925,2177.1116,1855.6559,1369.7704,1668.0759,15097.5677,1046.9527,2498.5822,1219.3865,869.6595,9462.9867,0.0000,63184.1029,806.5134,16135.0544,27310.9404
"IPLAN",2050,18,4164.2259,774067.5042,1446.4849,1325.9483,1232.4696,1699.3049,1511.3186,1138.7872,911.0604,811.5671,621.1148,511.9731,571.9596,500.2656,508.2892,429.3764,310.2669,640.5566,2577.6073,0.0000,883.9738,420.8970,348.9280,894.0192,29.7894,5686.9617,0.0000,1223.9411,5574.7779
"IPLAN",2050,19,3275.1976,567823.6818,2055.0403,2179.3201,1953.0868,1404.0387,1039.7180,949.0737,980.6425,1143.2645,850.4810,515.0955,364.8734,274.1477,261.9390,195.9354,139.6805,164.9992,2575.7236,0.0000,615.5900,366.6095,297.4326,1088.5607,207.5308,6899.1594,0.0000,1086.0049,5175.4038
"IPLAN",2050,2,25434.4859,96142.5551,7662.2769,7531.2010,7452.5416,7415.5761,10354.7542,8850.1063,6306.2364,5899.3303,5575.0279,5617.6767,4868.9745,4075.4052,3242.5768,2958.1005,2727.0321,5605.7387,30036.6557,1347.8576,4470.8021,8870.9764,6625.2014,8721.8182,0.0000,28252.3123,23974.3804,143.7645,30043.2181
"IPLAN",2050,20,2282.9111,94700.3954,491.7946,592.9155,717.4926,905.6107,831.4716,639.3212,444.8863,441.0633,514.3085,513.4220,547.2951,481.7117,456.9076,379.3207,285.0435,599.2344,1489.5863,0.0000,198.9201,155.9653,132.6134,379.7009,622.3867,2589.9094,0.0000,112.6803,4073.8570
"IPLAN",2050,21,2359.2950,561081.0506,1289.7570,1540.6462,1442.1413,1029.4556,656.8451,500.9381,606.5847,852.7666,669.8768,406.2283,255.8712,158.6515,123.9850,103.2765,76.9826,66.4611,1785.8234,206.5206,413.0413,206.5206,206.5206,753.2202,0.0000,4592.5743,0.0000,1270.5674,3441.7480
"IPLAN",2050,22,51241.0950,867681.1870,30467.6658,29199.3900,25855.8823,21423.9257,20503.7454,17051.2672,14002.9108,14341.7816,12558.5858,9238.3107,7443.0869,5830.2759,5412.5300,4931.4561,4185.9946,8159.7992,49979.4620,10375.0195,8016.0444,8684.6324,3360.2142,19543.5515,0.0000,102024.2321,26957.2611,7833.9272,79272.1867
"IPLAN",2050,23,1308.3036,592713.1590,657.4602,689.3625,650.1212,514.2430,434.8999,370.3918,367.7448,401.7122,362.0888,250.7334,193.3398,151.8773,150.5877,134.9693,114.9459,155.9223,960.6459,274.9946,163.1927,117.3602,81.5963,323.5020,0.0000,2264.5142,0.0000,0.0000,2214.7374
"IPLAN",2050,3,38050.9565,170285.8626,14225.6804,14113.5379,14498.6726,14458.5582,14237.7336,12926.9822,11862.4974,11408.1500,10617.0147,10900.8582,9502.5656,7692.6514,5525.6933,5365.0610,4520.2426,8429.9634,24810.9895,610.7927,9884.7872,3921.0075,3568.6580,6825.7440,0.0000,47780.2081,0.0000,0.0000,49807.7986
"IPLAN",2050,4,68300.4358,247751.8896,20638.1393,20396.1854,19357.0331,20995.9341,19049.7057,17600.9712,15421.9330,15355.8279,13574.1255,11763.6543,11146.0665,9747.9366,10037.7217,9803.6596,8681.8016,22662.0733,74823.6332,2559.8732,29130.2182,20645.7445,11141.6682,11346.1291,0.0000,68427.4160,10837.7473,5940.9712,100229.0590
"IPLAN",2050,5,54027.1070,175062.1448,16261.5507,14821.1270,13563.6682,20474.0465,17447.6273,13905.7527,10389.5520,9625.0384,8060.7207,6797.2816,6458.8486,6002.4032,6463.1036,6201.1974,5244.9541,13345.2726,64967.5014,0.0000,16368.8502,18575.8984,16053.7811,13924.9575,44.0141,58235.1423,30887.6695,17159.2319,65945.2453
"IPLAN",2050,6,71851.8696,306400.3123,44064.9573,35735.6329,31577.1030,44237.8163,32813.0375,23795.4594,17360.3854,12185.9033,9826.6851,9391.8536,8913.5935,8905.2897,6765.1378,5844.5018,4459.2022,10523.7534,90630.6131,1575.3182,17491.6535,40499.9794,7404.3543,23659.3078,0.0000,131885.2111,13235.7804,64678.6958,73225.0095
"IPLAN",2050,7,79295.5510,394874.1349,43906.8041,42028.5761,38188.4836,33463.0235,29910.8068,28320.1944,26525.9512,25228.9745,23174.1441,20906.6651,17867.0536,15050.3667,12163.5806,10245.0844,9664.1518,18230.2742,64270.3294,6159.4408,22123.6482,7989.6877,7995.4482,19515.9816,486.1230,129534.3532,5645.5935,9067.1255,115354.7548
"IPLAN",2050,8,8814.7188,35137.3987,3166.3078,3054.9648,2787.0389,2683.2758,2499.6941,2506.6490,2275.3335,2322.8538,1960.0903,1572.7325,1389.6879,1213.5291,1380.0386,1425.1518,1309.1359,3590.9148,8490.8112,0.0000,3373.5731,2637.2984,965.4962,1514.4436,0.0000,10478.7109,0.0000,353.5830,14804.3198
"IPLAN",2050,9,18642.8392,71018.4317,5595.0046,5707.0454,5959.8590,7318.1237,6724.7790,5147.8791,4013.0214,3689.3753,3680.4093,3705.9532,3777.8675,3297.8482,3054.0927,2656.9509,1951.0426,4739.1798,11086.4137,0.0000,4769.4662,1763.2137,1131.1525,3422.5812,0.0000,23250.9027,0.0000,2490.6230,25942.7834
"JTMT",2025,1,54090.6231,180984.7574,20917.2018,18064.1743,16879.6844,21481.9983,18088.2033,12756.2424,9794.7995,9212.3819,7956.1942,7700.6801,6848.7030,6318.6326,6122.1281,5457.7969,4902.9458,8482.9907,112885.3915,569.4313,40308.5757,32340.7183,22441.8706,17224.7955,0.0000,74999.8937,19794.0026,31022.7662,52467.2524
"JTMT",2025,10,44053.7382,222577.5800,31603.1464,29756.4919,28073.9172,21899.1489,18646.2426,12969.3510,11260.1343,12119.1418,11520.7592,10162.9410,7883.2069,6410.3247,5713.5370,4953.2936,4006.3545,5599.5889,46925.2809,6388.8186,10437.9812,8834.3621,5510.0278,15041.2960,712.7952,103071.9835,0.0000,16107.7976,64584.6191
"JTMT",2025,11,49706.3937,228708.6393,28790.5260,30040.1968,28826.3291,22690.0586,18085.8891,11964.4993,11187.1857,13063.6667,13458.2536,12343.3259,10047.1411,7884.0979,6561.2525,5296.4761,3757.0964,4712.6444,49215.7248,2155.9502,17514.9894,10768.2627,3891.5005,14767.0098,118.0122,100593.7203,0.0000,15822.3420,77027.1405
"JTMT",2025,12,9623.9456,272468.0065,5213.9701,4991.5907,4410.0427,3244.2462,3192.0890,2821.0570,2725.1623,2716.5594,2363.0945,2150.6953,1818.9407,1619.6526,1568.0204,1409.1050,1147.0285,1548.4433,7213.5389,0.0000,2631.0438,1154.4735,998.9135,2429.1082,0.0000,16732.6029,0.0000,1563.7756,16292.6244
"JTMT",2025,13,10747.1485,263304.5855,7108.3977,7041.1674,5941.4050,3975.8653,3604.4475,2975.6790,2970.2817,3023.8353,2253.0940,1705.2226,1261.3109,1086.9087,1065.8103,753.5573,498.0529,402.1104,7827.6114,72.1734,1935.8882,1594.2577,1051.7324,3173.5597,0.0000,21265.8767,0.0000,1792.1276,15782.4637
"JTMT",2025,14,12910.3499,66215.3279,4780.9219,5072.6786,4903.9815,4172.7535,4055.4361,3214.8190,2941.9115,3030.6343,3006.8312,3089.8851,2820.9442,2491.5364,2289.9371,1944.9263,1456.1787,1891.0182,10246.7313,856.3929,3690.3671,2011.8205,1168.2343,2491.9626,27.9538,17172.5834,0.0000,607.2499,22459.3892
"JTMT",2025,15,0.0000,44732.8245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
