"Scenario","year","ravtaz","hh_total","pop","age0_4","age5_9","age10_14","age15_19","age20_24","age25_29","age30_34","age35_39","age40_44","age45_49","age50_54","age55_59","age60_64","age65_69","age70_74","age75up","emp_tot","indus","com_hotel","business","public","education","agri","student","univ","UO_Hi_Ed","pop_emp_employed"
"IPLAN",2040,60,5877.4643,29223.6536,4366.6248,3653.2077,3463.0012,4444.4978,3444.5247,1973.3641,1290.1182,960.3513,949.4795,1297.5440,890.3789,700.6852,504.6441,374.1714,337.8562,573.2045,3227.5182,0.0000,828.0844,307.2099,361.8625,1730.3614,0.0000,11185.0398,0.0000,4396.6765,6202.2593
"IPLAN",2040,61,4831.2705,27891.7774,5257.6214,4714.2864,3929.9338,2817.3694,1936.1738,1550.9327,1560.6127,1553.8123,1256.4720,896.5562,524.2767,421.6234,311.4003,267.5752,281.5100,611.6210,3563.8530,0.0000,876.9830,387.4855,357.6797,1941.7048,0.0000,13343.0946,0.0000,2879.6568,5637.3530
"IPLAN",2040,62,1109.3213,5915.8347,881.9581,731.3035,696.1457,860.9156,693.9995,410.0612,267.8721,198.4930,190.5249,256.6472,183.2807,149.0240,109.7666,82.2581,74.1152,129.4692,752.7413,0.0000,162.7849,73.9931,59.1945,456.7688,0.0000,3027.7189,0.0000,704.1022,1274.3049
"IPLAN",2040,63,5714.8236,23672.1008,2326.7312,1913.3999,1700.8852,1694.7969,1801.0512,2124.7940,1695.6908,1266.5099,1049.6844,898.4103,1052.9403,1150.0753,1055.2296,991.3499,789.0423,2161.5096,3549.3696,0.0000,1587.4899,597.9265,552.8513,811.1018,0.0000,5666.4017,0.0000,124.9859,10238.1600
"IPLAN",2040,64,6654.2746,24983.6866,2024.9492,1770.7518,1752.6366,2002.6700,2181.8006,2275.2130,1625.6035,1184.2883,1072.4148,1014.6063,1317.6646,1453.4730,1283.3826,1099.9941,796.2178,2128.0204,4710.0822,0.0000,2284.3596,801.7557,913.0179,710.9489,0.0000,4897.4666,0.0000,264.9971,11284.4265
"IPLAN",2040,65,13084.8867,66176.1839,6542.1741,6637.3868,6735.1511,6215.4871,5876.9754,5513.7199,4813.2996,4946.9226,4408.3040,3583.2077,2210.3404,2317.4199,1794.4825,1505.8292,1420.9794,1654.5043,9129.4620,0.0000,3823.4039,1274.4680,1274.4680,2757.1222,0.0000,19299.8555,0.0000,0.0000,17251.5969
"IPLAN",2040,66,11800.9378,51953.8515,4660.9347,4728.7684,4370.1314,4389.0842,4104.7334,3797.7104,3728.1486,3831.6465,3682.4776,3247.1642,2189.1112,2295.1623,1912.4165,1644.0855,1100.6218,2271.6549,9289.9053,318.1568,3054.6263,1788.4184,1410.4529,2718.2509,0.0000,19027.7565,0.0000,0.0000,14204.7149
"IPLAN",2040,67,8344.0700,35357.2583,3201.3095,3247.9004,3018.7027,3017.4592,2825.3220,2602.0348,2538.7183,2577.0159,2260.0706,2195.2790,1490.6962,1546.0461,1503.1313,1103.4464,733.3025,1496.8236,7071.8226,557.1011,2169.2542,405.9997,657.1016,3170.9458,111.4202,16801.5140,4797.8538,30.7009,9628.9513
"IPLAN",2040,68,92.6080,509.3441,55.7067,56.5174,58.0345,53.4290,51.1032,43.2282,37.1318,27.2590,27.7465,26.9511,21.8032,17.1446,11.2350,10.9166,5.48102,5.65634,5605.8097,2758.6241,1670.9595,551.7248,556.2348,66.0114,2.25501,462.0800,0.0000,0.0000,126.1432
"IPLAN",2040,69,14520.1751,74207.2650,7287.0542,7393.1077,6901.4173,6238.2131,5834.0648,6168.7915,6055.7991,5445.9260,4751.4136,3846.0002,3111.3877,2446.5887,2404.9133,2336.7416,1564.3157,2421.5304,9891.8641,1767.8313,3535.6626,353.5663,1060.6988,2820.5388,353.5663,19743.7719,0.0000,0.0000,19705.3539
"IPLAN",2040,7,1375.3705,3083.9579,177.3084,171.3773,161.4663,157.7278,583.1105,456.2986,143.0691,121.3600,114.2054,101.1163,109.1621,101.9537,93.9033,100.7359,100.1756,390.9876,23507.9529,0.0000,1458.9907,11442.5628,6757.2947,3849.1047,0.0000,2525.8252,9531.7362,0.0000,1321.7234
"IPLAN",2040,70,2603.1318,18221.9228,3794.4587,3660.0263,2993.4278,1748.6285,949.7429,742.7879,969.9898,1176.4608,1005.6942,574.2141,207.6262,112.9280,60.1982,53.6315,62.9293,109.1783,950.8052,0.0000,366.0649,112.6354,84.4765,387.6284,0.0000,2713.3988,0.0000,1189.6216,3341.8598
"IPLAN",2040,71,14561.2514,74860.3313,8477.4840,7748.9368,6972.6350,6797.7495,5695.9853,5084.3861,4246.1323,3538.0309,3385.5218,3006.9206,3105.9095,2873.9366,2355.6227,2046.2673,1545.8546,3748.7364,12576.9208,1382.4230,3953.0731,2135.3739,1189.6877,3916.3631,0.0000,27131.7706,0.0000,2615.2620,25505.6578
"IPLAN",2040,72,0.0000,52774.8917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"IPLAN",2040,73,0.0000,306912.0450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"IPLAN",2040,74,10725.7318,51288.2264,6783.6549,6396.4870,5774.4156,5801.9109,4386.8334,3685.5710,3265.7382,2768.9844,2529.3608,1965.0937,1786.0505,1601.6397,1331.6539,1116.0618,815.3880,1279.3826,9312.0283,103.9041,2863.7485,1121.4754,1228.0063,3994.8940,0.0000,22178.8083,1751.5974,3244.2815,17593.3004
"IPLAN",2040,75,17859.4197,114912.6326,21418.1716,17916.0476,14973.4557,13186.4720,10942.8226,8196.2791,6271.0743,5198.2599,3833.2670,3189.1563,2740.6004,2477.6510,1928.7475,1131.0960,650.6499,858.8817,13337.8984,538.2248,2034.0176,908.9328,682.0768,9174.6463,0.0000,61677.6067,685.4077,13355.5789,23793.2748
"IPLAN",2040,76,16858.2519,67195.7067,6532.2458,6731.3331,6561.8459,7153.2907,5768.3855,4462.8134,3902.9796,3778.3520,3812.9975,3666.9642,3331.1525,2749.0432,2206.4231,1792.5484,1459.9589,3285.3729,9954.8606,0.0000,4139.1808,1499.6060,984.5269,3331.5469,0.0000,22732.6643,0.0000,2071.5018,23654.9013
"IPLAN",2040,77,8420.8404,31995.7196,2914.2820,2566.1525,2347.7275,2481.4904,2427.4567,2682.4025,2192.7407,1722.4041,1514.8294,1310.1583,1495.1614,1527.1699,1367.5694,1302.4888,1059.6204,3084.0657,7473.6448,0.0000,3062.3099,2233.1165,847.3366,1330.8819,0.0000,9214.3755,0.0000,294.0822,13904.2127
"IPLAN",2040,78,7079.5632,35334.3238,3552.3990,3130.1107,2713.2199,2824.9861,2652.4840,2772.7652,2360.6148,1798.5170,1559.1626,1492.1408,1714.1539,1769.3219,1611.0267,1444.0700,1122.7590,2816.5922,4193.2305,0.0000,1434.1485,521.5086,651.8857,1585.6877,0.0000,11077.1925,0.0000,1325.2234,13502.3591
"IPLAN",2040,79,17086.7340,78950.8281,11872.9325,10436.5129,8863.2617,8181.9785,7278.6264,6831.1277,5746.1160,4292.8515,3380.0455,2361.4266,2148.8909,2080.5039,1919.2398,1367.3129,899.7284,1290.2729,13157.8667,83.8475,3946.2747,2460.2945,1574.9441,5064.5367,27.9693,33743.8179,0.0000,4746.5756,27160.4198
"IPLAN",2040,8,2863.2363,11692.7483,1131.5659,1164.6754,1111.8096,1052.0003,881.5226,810.8560,748.3827,678.8282,672.1344,595.6868,621.5680,521.1281,402.5088,364.7528,273.4354,661.8933,31133.9905,0.0000,10149.9737,15480.7010,5233.3308,269.9851,0.0000,1889.8960,0.0000,34.1421,4971.4400
"IPLAN",2040,80,0.0000,285173.4622,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"IPLAN",2040,82,2825.6182,12403.6688,1333.1540,1296.9463,1231.8692,1228.7897,1081.3101,974.2517,836.6527,661.6456,664.7126,543.5586,529.9681,495.9057,431.9273,371.0427,276.3165,445.6180,2074.0236,0.0000,710.7554,335.3630,277.4705,732.5716,17.8631,4856.5409,0.0000,382.9531,5101.4656
"IPLAN",2040,83,517.0675,654168.5827,0.0000,0.0000,0.0000,337.7097,172.8945,6.46334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.0850,0.0000,0.0000,0.0000,0.0000,29.0850,0.0000,0.0000,0.0000,635.0236,0.0000
"IPLAN",2040,84,2684.6977,11113.6170,1063.2321,1146.8192,1102.5059,1026.6055,821.3423,723.8052,700.0440,661.9401,675.0450,597.6277,613.5470,489.1098,362.4444,326.6255,240.2202,562.7030,1846.2078,0.0000,622.6092,277.0469,211.6745,538.7600,196.1172,3760.0092,0.0000,122.8035,4763.1894
"IPLAN",2040,85,54740.0528,303790.7384,48537.9123,43137.6925,38091.2871,33377.7165,25865.1601,19369.8060,16459.1464,15104.2062,13036.6279,11233.0594,8377.4796,7292.7572,5738.5098,4830.0562,4209.6528,9129.6683,56563.7818,7268.6326,10308.7491,10255.6358,7012.6833,21675.8349,42.2463,148665.6036,0.0000,28688.0117,74936.5286
"IPLAN",2040,86,5555.0166,22649.4360,2189.3465,2477.0591,2358.2271,2027.5996,1587.5111,1291.1115,1354.0439,1442.0279,1502.1131,1406.0888,1273.7394,947.0061,711.3884,646.1479,488.6168,947.4088,11652.1585,3650.2627,3562.6859,1882.3673,743.2359,1446.4699,367.1367,10057.4243,0.0000,370.0265,9730.1352
"IPLAN",2040,87,48009.0000,197225.9459,17564.2858,21145.4909,20753.3484,17062.0451,14430.1715,10134.9785,10504.0895,12481.5959,13580.9134,14238.6593,12148.4336,9192.1764,7527.3082,6328.6756,4564.4027,5569.3710,55739.0330,3895.2323,23006.6148,14556.8301,4176.4766,9944.0914,159.7879,69608.6396,0.0000,0.0000,87413.9629
"IPLAN",2040,88,24614.6984,133149.1759,23204.4742,19334.4735,16219.5513,16585.1583,13354.1853,9701.1018,7234.2099,5827.7724,4319.6490,3661.6603,3424.7402,3233.3948,2626.9494,1688.2396,1002.9665,1730.6495,17561.2153,0.0000,3658.8342,1753.9117,1608.6786,10539.7908,0.0000,69842.3590,0.0000,22864.1071,29587.4224
"IPLAN",2040,89,3398.4032,16084.3101,2198.9695,2154.1343,1936.9766,1438.9567,1311.3014,1290.6166,1176.6923,993.5347,840.1339,602.3531,527.2619,462.0886,388.8081,296.1537,199.1176,267.2111,2735.8751,0.0000,735.1208,588.8971,331.0045,1080.8528,0.0000,7543.3478,0.0000,56.5543,6140.9582
"IPLAN",2040,9,5584.8781,18959.8433,1954.3080,1595.4234,1431.2968,1543.3767,1536.8069,1660.0481,1303.7203,973.9156,802.2382,705.0499,805.9828,870.1383,792.6697,740.2652,600.2808,1644.3225,5153.9634,0.0000,2698.4475,763.3761,577.9858,1114.1540,0.0000,3788.3621,1247.9294,1745.7819,7670.7969
"IPLAN",2040,90,725.8731,264441.6675,257.5976,288.0496,279.2769,313.8620,219.8031,174.0925,184.0273,176.2791,204.3241,189.0216,180.8932,132.8066,94.0313,89.1498,70.1248,153.9623,503.3854,0.0000,138.8820,104.1615,104.1615,156.1804,0.0000,1014.0870,0.0000,74.3285,1320.3917
"IPLAN",2040,91,38888.7178,174826.5996,22065.7324,20562.9777,18253.1502,16464.6594,16889.7126,14474.5347,10941.9856,9252.7095,8558.8163,7074.4785,6754.0741,5834.1446,4693.2900,3944.9392,2910.8944,6150.5003,38741.4179,8623.2367,6241.2775,6950.6843,2609.6056,14316.6138,0.0000,70746.5510,22909.3710,5203.6111,63443.6493
"IPLAN",2040,92,0.0000,575974.3105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"IPLAN",2040,93,2080.6456,9608.2365,1529.1256,1314.6734,1086.7338,861.5934,914.7088,939.0495,775.0583,543.0658,387.7654,244.6493,222.4599,230.4190,230.5304,143.9287,84.1754,100.2997,1615.6737,183.2968,366.5937,183.2968,183.2968,699.1895,0.0000,4328.7841,0.0000,1056.7568,3476.2693
"IPLAN",2040,94,0.0000,504673.7914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"IPLAN",2040,95,989.6208,4585.0063,656.5574,666.7728,600.0826,414.1493,351.6609,348.4756,335.9376,304.5539,248.5596,171.0397,139.6627,112.8700,88.1012,63.8971,39.9925,42.6935,775.0976,212.1942,122.0467,86.6810,61.0234,293.1523,0.0000,2052.0663,0.0000,0.0000,1698.8978
"IPLAN",2040,96,0.0000,531701.8932,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"IPLAN",2040,97,1732.2619,7265.1585,624.7230,698.5748,677.2995,740.8943,525.2268,422.2074,446.3010,427.5102,495.5245,458.4131,438.7002,322.0811,228.0438,216.2051,170.0659,373.3877,1199.1447,0.0000,149.8801,118.1132,99.9201,357.1070,474.1243,2443.1949,0.0000,93.7185,3202.1998
"IPLAN",2040,98,0.0000,77502.4628,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"IPLAN",2040,99,0.0000,467785.1081,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"IPLAN",2045,1,5922.6113,21906.2934,2181.4322,2103.2841,1962.3179,2051.2455,2095.1435,1635.9713,1364.0205,1220.1374,1066.5089,988.3231,867.3250,843.1594,774.1538,660.5242,597.6147,1495.1320,34784.1903,0.0000,12421.2779,10951.3942,9093.3619,2318.1563,0.0000,5474.9886,8093.4502,821.0985,8398.2283
"IPLAN",2045,10,7707.5563,36520.5138,5577.5714,4473.9996,4028.8400,4988.8005,3803.8755,2842.5300,1891.9987,1423.9121,1212.7578,1128.1014,1213.1741,903.8539,788.1875,599.4794,471.0506,1172.3814,14488.3901,0.0000,6411.8037,3083.8047,1926.8234,3065.9583,0.0000,18334.6119,1683.6534,5754.3292,8216.1271
"IPLAN",2045,100,3069.1139,13672.0685,2019.0090,2087.8833,1823.4918,1305.8916,990.5940,878.5851,1040.0001,1043.2321,708.2930,511.2759,321.0647,277.5247,239.9125,170.6007,125.1670,129.5429,2413.6392,0.0000,576.7656,344.3998,279.1950,1017.6642,195.6146,6464.1953,0.0000,993.6248,4858.6828
"IPLAN",2045,11,3464.9950,5539.5853,57.5769,50.2538,43.9329,40.8564,3008.9494,2021.6817,45.3091,37.1639,28.3904,24.9636,22.0099,26.1070,26.7633,24.2811,23.1878,58.1583,8119.1106,0.0000,186.9359,560.8078,2990.9751,4380.3918,0.0000,207.9741,22134.3420,0.0000,2506.1644
"IPLAN",2045,12,5560.7275,23016.1012,2054.6081,2097.5597,2116.9654,2115.4737,1957.7932,1797.4392,1642.9946,1438.6286,1702.5857,1444.8493,1205.2373,721.2365,742.7084,738.1386,495.0715,744.8113,4051.1317,554.0360,997.2836,775.6129,443.2476,1280.9516,0.0000,8966.6612,0.0000,0.0000,6413.2115
"IPLAN",2045,13,8632.6557,36032.1472,3230.4549,2968.1888,2995.6491,2993.5383,2736.2071,2472.8453,2583.2761,2638.9439,2676.9710,2271.7326,1894.9914,1511.9976,1167.7584,1160.5734,1167.5993,1561.4198,5799.6574,420.4103,2183.8883,758.7368,841.0678,1595.5541,0.0000,11168.8787,0.0000,0.0000,10232.7056
"IPLAN",2045,14,4246.5744,19109.5938,1536.7570,1568.8829,1583.3974,1406.4727,1446.2653,1307.0613,1365.4312,1195.5903,1212.8187,1200.7600,1201.9530,998.9876,822.9828,613.4393,617.1530,1031.6413,2329.6354,206.5318,585.1051,304.0493,424.5603,809.3889,0.0000,5640.8374,0.0000,131.5353,5499.9641
"IPLAN",2045,15,2328.0583,8148.2042,783.6604,683.9887,597.9562,556.0833,604.2542,616.7343,616.6883,505.8259,386.4122,339.7711,299.5704,355.3335,364.2669,330.4820,315.6019,791.5749,6762.7981,0.0000,105.7232,5070.1590,1293.9705,292.9454,0.0000,2050.6178,0.0000,0.0000,3516.8686
"IPLAN",2045,2,20517.2483,61994.2690,7871.9972,6241.4975,5653.4589,13138.5617,8319.1874,4499.1473,2819.8754,2120.3216,1734.2099,1571.3113,1775.4556,1385.0099,1235.0500,954.3761,759.1090,1915.6999,9513.4444,0.0000,1922.2397,679.5325,795.8902,6115.7820,0.0000,29653.5774,5998.2738,33735.2509,13176.5083
"IPLAN",2045,21,217.4617,761.1161,73.2010,63.8907,55.8545,51.9432,56.4428,57.6086,57.6043,47.2487,36.0944,31.7377,27.9826,33.1914,34.0258,30.8700,29.4801,73.9403,161.5439,0.0000,69.2616,69.2616,0.0000,23.0208,0.0000,161.1454,0.0000,0.0000,328.5074
"IPLAN",2045,22,5671.8640,26339.0430,2383.3455,2296.1433,2317.3861,2315.7532,2128.9338,2085.0296,1905.8738,1668.8093,1851.7479,1676.0252,1398.0753,993.6871,861.5418,856.2409,574.2829,1026.1674,3903.2506,0.0000,1519.2088,690.5494,552.4396,1141.0528,0.0000,7987.3698,0.0000,0.0000,7420.8184
"IPLAN",2045,23,5224.2065,21522.7849,1934.3754,1974.8135,1793.7752,1792.5112,1638.4230,1692.2556,1546.8489,1580.1825,1373.9595,1360.2987,1134.7085,905.3743,699.2462,694.9438,466.1006,934.9680,2993.2923,0.0000,979.4089,445.1858,356.1487,1212.5489,0.0000,8487.8425,0.0000,0.0000,6102.4808
"IPLAN",2045,24,7026.9460,29958.7375,2691.2402,2472.7506,2495.6273,2493.8688,2564.4266,2354.3861,2152.0860,1884.3960,2230.1417,1892.5441,1578.6870,1259.6210,972.8409,966.8551,648.4722,1300.7939,4414.2447,129.5597,1882.1675,725.9709,684.4245,992.1220,0.0000,6944.8540,0.0000,0.0000,8540.4414
"IPLAN",2045,25,11468.2086,54492.2841,4916.3432,5019.1195,5065.5539,5061.9847,4684.6808,4300.9798,3931.4191,3546.7757,3597.8845,3352.4668,2779.0103,1725.8017,1777.1805,1766.2458,1184.6255,1782.2124,7073.9288,279.2509,3071.7597,1117.0035,1117.0035,1488.9112,0.0000,10422.3786,0.0000,0.0000,15041.5294
"IPLAN",2045,26,6684.8441,29335.5781,2643.2811,2623.5394,2647.8111,2645.9454,2518.7273,2312.4298,2113.7348,2073.5526,2103.4324,1635.1175,1326.6312,1013.8413,955.5044,949.6253,725.4240,1046.9804,5034.0286,153.4692,1688.1611,613.8768,613.8768,1964.6447,0.0000,13752.5130,0.0000,0.0000,8131.7019
"IPLAN",2045,3,2492.4623,11633.4427,849.2287,866.9818,875.0027,872.7905,785.9138,694.8053,724.0631,614.8814,746.6556,617.5402,738.1482,734.3893,504.1685,501.0665,502.2328,1005.5742,13133.6790,658.1443,6133.0628,2625.6200,2811.9424,904.9095,0.0000,6334.3664,0.0000,0.0000,3225.6764
"IPLAN",2045,31,2278.2716,7735.8628,707.0073,791.4387,738.5199,927.5442,658.2252,419.7048,485.8873,495.1753,455.6310,414.0925,318.3324,281.8939,238.2091,208.2940,186.9033,409.0038,21215.2047,2253.7099,6303.9024,9813.4772,1920.1156,923.9997,0.0000,1987.1959,6718.0667,695.0041,3066.5483
"IPLAN",2045,32,11646.3213,36705.8314,3071.9514,3134.6372,2951.0639,3480.9724,2814.6595,2343.0956,2385.7172,2160.9262,1882.0254,1755.2406,1490.2429,1556.5809,1483.7600,1321.7793,1288.4139,3584.7649,7242.4255,0.0000,2777.9143,1836.9083,1449.2153,1178.3877,0.0000,7701.2426,0.0000,910.0821,15252.9007
"IPLAN",2045,33,5127.3275,19752.0425,1876.8145,1641.4297,1436.2890,1335.9749,1452.6150,1484.5626,1484.4625,1220.3384,934.4524,822.7238,723.7268,856.3612,880.6798,804.9072,780.2567,2016.4479,3997.3007,0.0000,1720.3690,774.1999,771.5388,731.1931,0.0000,4790.6733,281.2984,88.8752,8505.8671
"IPLAN",2045,34,8148.0837,29771.1560,1862.4593,2243.8264,2561.2054,3249.8964,3146.4258,2037.2058,1596.0018,1373.4965,1443.9215,1613.3613,1615.6038,1779.7207,1582.1762,1122.9484,804.6050,1738.3018,6147.7472,0.0000,2656.3911,933.0403,1147.9899,1410.3259,0.0000,9511.4483,0.0000,1413.1158,13091.4795
"IPLAN",2045,35,5404.9486,22638.1053,2167.6656,1891.9657,1653.9932,1634.1547,1674.9690,1705.9349,1705.8076,1399.1538,1068.8462,939.8334,828.6349,982.8800,1007.5906,914.1389,872.9793,2189.5575,4172.8262,0.0000,1570.0526,968.5799,840.9126,793.2811,0.0000,5465.8699,0.0000,234.6305,9727.9315
"IPLAN",2045,36,6438.0518,24803.7422,2385.5351,2242.1851,2002.9680,1849.8712,1833.4160,1742.2543,1812.5542,1575.4244,1274.5169,1133.0332,956.0440,1046.1564,1025.8482,923.5226,870.9132,2129.4993,4900.2552,0.0000,2178.3394,1020.0430,870.9530,830.9198,0.0000,5741.7831,0.0000,287.9557,10608.0698
"IPLAN",2045,37,6904.0707,30134.3909,2359.4349,2408.7589,2431.0436,2429.3306,2220.5000,2006.7753,1796.9080,1835.6302,2172.4284,1843.5674,1537.8326,1227.0236,947.6650,941.8341,947.5358,1583.9137,3533.7549,120.8981,1621.4288,384.8269,551.8485,854.7526,0.0000,5983.2685,0.0000,0.0000,8008.6251
"IPLAN",2045,38,6126.7703,21678.2023,2038.5912,1779.3080,1555.5057,1819.8545,1671.4294,1613.2420,1604.2347,1315.8407,1005.2014,883.8707,779.2936,924.3541,947.5932,859.7062,820.9974,2059.1796,3857.4575,0.0000,1622.6863,604.2213,585.5718,1044.9780,0.0000,6978.8978,0.0000,1032.7299,9148.6785
"IPLAN",2045,39,6166.8702,21561.8087,2073.7252,1809.9734,1582.3139,1471.5097,1598.9798,1632.0046,1631.8828,1338.5185,1022.5255,899.1037,792.7243,940.2848,963.9245,874.5228,835.1469,2094.6684,4805.7815,0.0000,1810.2922,870.7159,965.8912,1158.8822,0.0000,8112.1754,0.0000,0.0000,9306.3510
"IPLAN",2045,4,8744.1007,32827.8242,2388.4901,2456.1001,2513.8040,3666.0968,2801.4491,2157.6788,2118.8487,1907.3912,1942.0122,1944.9353,1653.9827,1674.2920,1443.5681,1190.7646,1058.0730,1910.3376,4903.0728,0.0000,1993.3238,613.3304,459.9978,1836.4208,0.0000,11336.9571,0.0000,4687.2784,9170.6853
"IPLAN",2045,40,7922.7778,22253.9908,1816.0503,1702.1898,1553.8264,1915.9040,1698.2519,1564.2025,1484.2877,1270.3031,1037.1439,948.8210,824.0622,925.3226,942.0562,880.8403,917.8044,2772.9244,10562.7632,0.0000,5366.9053,2199.6790,1530.0594,1466.1194,0.0000,6713.8354,3006.5831,773.2143,9241.3404
"IPLAN",2045,41,8956.5622,26697.6393,3841.5488,3127.1196,2585.9844,5028.6075,3044.7655,1838.1006,1353.2710,1063.0962,839.6584,677.3051,700.4830,541.9892,473.3346,376.7318,320.1306,885.5131,4231.3882,0.0000,614.7654,341.4376,252.4957,3022.6895,0.0000,19043.5965,0.0000,8316.3805,5699.1946
"IPLAN",2045,42,6249.1004,13157.7602,745.8451,706.5274,774.3319,3188.6295,2553.3141,1277.0131,455.7952,336.7836,338.4725,389.4895,440.9741,485.8375,442.9335,309.0350,217.3881,495.3900,9061.9696,0.0000,1172.1281,2091.9730,3864.9515,1932.9171,0.0000,4620.4022,8273.4812,3768.5669,3865.8514
"IPLAN",2045,43,3243.2800,10078.7952,969.3367,846.0492,739.6327,687.8386,747.4229,762.8599,762.8030,625.6736,477.9666,420.2747,370.5489,439.5243,450.5743,408.7846,390.3789,979.1263,2400.4397,0.0000,826.3877,619.7908,619.7908,334.4704,0.0000,2328.8501,0.0000,49.7701,4350.1363
"IPLAN",2045,44,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11106.2297,0.0000,3036.4143,5871.5672,2042.0426,156.2055,0.0000,0.0000,1224.4752,0.0000,0.0000
"IPLAN",2045,45,6811.0104,21418.3123,1639.6194,1623.7055,1585.6229,2880.4660,2112.2344,1462.9990,1312.7894,1110.1003,965.2692,941.7626,873.4236,983.7923,936.0001,765.3819,658.2065,1566.9390,3749.8564,0.0000,1254.2618,1082.6259,667.2879,745.6808,0.0000,4423.4435,0.0000,2005.0247,8589.6791
"IPLAN",2045,46,11304.7336,41002.5273,3671.9627,3238.7519,2884.3230,3149.0799,3897.0900,3474.2066,2914.3615,2381.0598,1846.1195,1655.8203,1487.1244,1765.8742,1794.1294,1597.4263,1500.4076,3744.7903,7669.6356,0.0000,3227.1288,1196.1917,1865.4097,1380.9053,0.0000,9417.4868,0.0000,718.1117,17522.8153
"IPLAN",2045,47,6964.1404,25216.3775,2174.0777,2110.0294,2015.9174,2014.3777,2080.4173,1818.2310,1725.2061,1459.4805,1240.9262,1185.5654,1082.9211,1221.3187,1173.7439,980.2941,862.1613,2071.7098,5296.8806,0.0000,2464.2105,784.9772,1141.6790,906.0139,0.0000,6254.9998,0.0000,408.8259,10974.1401
"IPLAN",2045,48,881.9284,3486.2004,335.2883,292.6438,255.8349,237.9196,258.5295,263.8691,263.8494,216.4171,165.3261,145.3707,128.1709,152.0290,155.8512,141.3964,135.0299,338.6745,12106.8362,0.0000,1935.5834,4613.1744,4094.7376,1420.3909,42.9499,847.8207,7684.4093,0.0000,1504.6884
"IPLAN",2045,49,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,169.7143,0.0000,0.0000,0.0000,0.0000,169.7143,0.0000,1188.0000,0.0000,0.0000,0.0000
"IPLAN",2045,5,1766.3921,4347.3945,423.7301,371.9439,306.0087,401.9968,314.0385,271.8128,261.5331,225.0805,179.1623,152.0143,127.9320,130.1615,140.3241,149.4948,187.3363,704.8247,7557.1659,0.0000,5332.6941,923.1088,1109.6703,191.6927,0.0000,918.4268,66.1878,572.7021,1461.3411
"IPLAN",2045,50,6921.0775,22701.5639,2102.2638,1834.8822,1604.0897,1785.0487,1972.1553,1853.0278,1654.3408,1356.9391,1036.5975,911.4771,803.6337,953.2250,977.1900,886.5579,846.6401,2123.4952,4370.3721,0.0000,912.0829,381.9880,329.4533,2746.8479,0.0000,5798.7289,11334.6692,405.2709,9660.2560
