scenario,year,taz,pop,emp
trends,2050,4022,0,17895
trends,2050,4023,0,16058
trends,2050,4024,0,20153
trends,2050,4025,2928,4215
trends,2050,4026,0,11840
trends,2050,4027,0,6364
trends,2050,4028,212,14491
trends,2050,4029,1076,12170
trends,2050,4030,8605,1886
trends,2050,4031,7258,1955
trends,2050,4032,7960,4556
trends,2050,4033,6948,2871
trends,2050,4034,3051,376
trends,2050,4035,7715,1174
trends,2050,4036,8343,1113
trends,2050,4037,7899,1186
trends,2050,4038,16327,14739
trends,2050,4039,6787,1684
trends,2050,4040,9342,3321
trends,2050,4041,5576,1054
trends,2050,4042,3911,713
trends,2050,4043,6452,976
trends,2050,4044,3688,562
trends,2050,4045,4403,984
trends,2050,4046,8390,15785
trends,2050,4047,3793,1166
trends,2050,4048,5483,844
trends,2050,4049,5312,633
trends,2050,4050,8453,2036
trends,2050,4051,11842,2962
trends,2050,4052,7077,2117
trends,2050,4053,3370,3062
trends,2050,4054,4263,1863
trends,2050,4055,2956,623
trends,2050,4056,11786,1667
trends,2050,4057,4775,249
trends,2050,4058,9017,2368
trends,2050,4059,8355,2661
trends,2050,4060,8956,4415
trends,2050,4061,3818,329
trends,2050,4062,4766,841
trends,2050,4063,4238,607
trends,2050,4064,6373,1013
trends,2050,4065,8776,2381
trends,2050,4066,7963,1091
trends,2050,4067,4384,1634
trends,2050,4068,8430,1129
trends,2050,4069,19107,1811
trends,2050,4070,9152,1114
trends,2050,4071,6656,1257
trends,2050,4072,4490,571
trends,2050,4073,6329,940
trends,2050,4074,6415,806
trends,2050,4101,12006,3000
trends,2050,4102,10314,4270
trends,2050,4103,5459,2815
trends,2050,4104,8671,983
trends,2050,4105,10835,2430
trends,2050,4106,2883,960
trends,2050,4201,9629,1270
trends,2050,4202,7825,1433
trends,2050,4203,6521,969
trends,2050,4204,3534,748
trends,2050,4301,2757,1293
trends,2050,4302,12517,4047
trends,2050,4401,5420,1228
trends,2050,4402,12705,4016
trends,2050,4501,1480,186
trends,2050,4502,6414,687
trends,2050,4503,6608,1328
trends,2050,4504,0,7003
trends,2050,4505,6897,5018
trends,2050,4506,16140,4335
trends,2050,4507,2220,280
trends,2050,4508,6120,3126
trends,2050,4509,3538,562
trends,2050,4510,0,3250
trends,2050,4601,0,9092
trends,2050,4602,0,30269
trends,2050,5001,14024,5416
trends,2050,5002,1958,521
trends,2050,5003,1566,809
trends,2050,5004,915,357
trends,2050,5005,1488,723
trends,2050,5006,11333,3815
trends,2050,5007,14062,11963
trends,2050,5008,4293,1597
trends,2050,5009,2803,1483
trends,2050,5102,3390,434
trends,2050,5103,3093,7321
trends,2050,5104,22,16811
trends,2050,5105,1877,3173
trends,2050,5106,7868,3124
trends,2050,5107,9650,1654
trends,2050,5108,4963,1226
trends,2050,5109,1933,596
trends,2050,5110,1813,319
trends,2050,5111,6346,6503
trends,2050,5112,9983,5450
trends,2050,5113,5010,1703
trends,2050,5114,5461,560
trends,2050,5115,4645,793
trends,2050,5116,5505,657
trends,2050,5117,2801,459
trends,2050,5118,4402,1345
trends,2050,5119,283,414
trends,2050,5120,6905,1057
trends,2050,5121,5752,797
trends,2050,5122,6436,6272
trends,2050,5123,7080,637
trends,2050,5201,4790,440
trends,2050,5202,3494,412
trends,2050,5203,3111,259
trends,2050,5204,3748,1382
trends,2050,5205,3188,556
trends,2050,5206,8246,594
trends,2050,5207,0,3606
trends,2050,5208,1718,5763
trends,2050,5209,4187,344
trends,2050,5210,1306,668
trends,2050,5211,3040,254
trends,2050,5212,3564,340
trends,2050,5213,4228,434
trends,2050,5214,13621,2890
trends,2050,5215,4454,332
trends,2050,5216,4669,663
trends,2050,5217,5766,471
trends,2050,5218,5250,561
trends,2050,5219,1697,1931
trends,2050,5220,1006,953
trends,2050,5221,559,3911
trends,2050,5222,2781,5625
trends,2050,5223,9080,1455
trends,2050,5224,6259,635
trends,2050,5301,0,481
trends,2050,5302,11255,1061
trends,2050,5303,0,7710
trends,2050,5304,0,829
trends,2050,5305,11709,3186
trends,2050,5306,5284,2161
trends,2050,5307,2920,1100
trends,2050,5308,5922,1748
trends,2050,5309,0,14432
trends,2050,5310,0,8785
trends,2050,5311,6502,8771
trends,2050,5313,5697,373
trends,2050,5314,5273,935
trends,2050,5315,9646,400
trends,2050,5316,5791,280
trends,2050,5317,3679,864
trends,2050,5318,8796,1727
trends,2050,5319,4688,1150
trends,2050,5320,0,7484
trends,2050,5321,300,0
trends,2050,5323,4626,1163
trends,2050,5324,6043,274
trends,2050,5325,7900,982
trends,2050,5326,4583,865
trends,2050,5327,4201,569
trends,2050,5328,4197,1748
trends,2050,5329,4977,924
trends,2050,5330,4283,314
trends,2050,5331,3680,826
trends,2050,5332,1518,177
trends,2050,5333,5378,1866
trends,2050,5334,9539,2534
trends,2050,5336,7435,1100
trends,2050,5337,4681,255
trends,2050,5338,6101,5579
trends,2050,5340,6320,255
trends,2050,5341,7213,1120
trends,2050,5342,3959,393
trends,2050,5343,3630,668
trends,2050,5344,4202,983
trends,2050,5345,4570,1494
trends,2050,5346,3660,1179
trends,2050,5347,3141,452
trends,2050,5348,3443,7225
trends,2050,5349,4170,7594
trends,2050,5350,3333,1931
trends,2050,5351,3332,727
trends,2050,5352,2879,962
trends,2050,5353,5122,392
trends,2050,5354,5504,707
trends,2050,5355,4862,707
trends,2050,5356,8866,1154
trends,2050,5357,3641,963
trends,2050,5360,1960,385
trends,2050,5361,7331,1663
trends,2050,5362,4407,1003
trends,2050,5363,5056,550
trends,2050,5364,6310,852
trends,2050,5365,2849,619
trends,2050,5366,2849,619
trends,2050,5367,2553,688
trends,2050,5368,4578,569
trends,2050,5370,0,4722
trends,2050,5371,0,236
trends,2050,5373,4188,1028
trends,2050,5374,0,20
trends,2050,5401,1517,7086
trends,2050,5402,3762,3414
trends,2050,5403,7402,2067
trends,2050,5404,22210,6130
trends,2050,5405,4435,5989
trends,2050,5406,13910,2723
trends,2050,5407,16374,4581
trends,2050,5501,4151,661
trends,2050,5502,665,103
trends,2050,5503,9707,758
trends,2050,5504,6329,4593
trends,2050,5505,11000,2422
trends,2050,5506,11033,2436
trends,2050,5507,8642,934
trends,2050,5508,4481,1084
trends,2050,5509,4481,1084
trends,2050,5510,3976,1229
trends,2050,5511,3976,1229
trends,2050,5512,5726,634
trends,2050,5513,3790,6609
trends,2050,5514,0,2238
trends,2050,5515,0,7303
trends,2050,5516,10293,1168
trends,2050,5517,2216,344
trends,2050,5601,0,29958
trends,2050,5602,5555,1047
trends,2050,5603,0,4154
trends,2050,5604,411,1615
trends,2050,5605,3894,156
trends,2050,5608,10095,2734
trends,2050,5609,10343,2485
trends,2050,5610,5560,1213
trends,2050,5611,4879,2823
trends,2050,5612,5272,934
trends,2050,5613,4920,635
trends,2050,5614,6048,2479
trends,2050,5615,5371,2169
trends,2050,5616,0,4522
trends,2050,5617,4474,751
trends,2050,5618,286,4625
trends,2050,5619,11236,2484
trends,2050,5620,9404,270
trends,2050,5621,4498,811
trends,2050,5622,3415,7825
trends,2050,5623,4621,3530
trends,2050,5624,6809,7059
trends,2050,5625,5403,668
trends,2050,5626,4921,739
trends,2050,5627,8504,823
trends,2050,5628,10095,2734
trends,2050,5629,3885,542
trends,2050,5630,10217,1244
trends,2050,5631,9401,1892
trends,2050,5632,11057,1475
trends,2050,5633,12602,1134
trends,2050,5634,8224,1100
trends,2050,5635,8150,1000
trends,2050,5636,7214,1191
trends,2050,5637,14446,11340
trends,2050,5638,9832,2538
trends,2050,5639,5545,1080
trends,2050,5640,4931,662
trends,2050,5641,1848,6932
trends,2050,5642,10712,1760
trends,2050,5643,9713,1974
trends,2050,5644,0,3178
trends,2050,5645,9278,1618
trends,2050,6001,4454,874
trends,2050,6002,6847,5379
trends,2050,6003,0,2691
trends,2050,6004,3958,1576
trends,2050,6005,4975,2943
trends,2050,6006,6939,1173
trends,2050,6008,2113,699
trends,2050,6009,944,204
trends,2050,6010,8039,3012
trends,2050,6011,1684,323
trends,2050,6012,4912,2953
trends,2050,6013,2018,980
trends,2050,6014,2287,1138
trends,2050,6015,2000,605
trends,2050,6016,1192,939
trends,2050,6017,6268,1808
trends,2050,6018,2331,710
trends,2050,6019,2957,866
trends,2050,6020,2484,617
trends,2050,6101,6847,2695
trends,2050,6102,5429,9215
trends,2050,6103,6519,1403
trends,2050,6104,5000,953
trends,2050,6105,6801,824
trends,2050,6106,4778,900
trends,2050,6107,6742,1008
trends,2050,6108,5045,782
trends,2050,6109,4552,1694
trends,2050,6110,2268,771
trends,2050,6111,3135,1035
trends,2050,6112,2794,1743
trends,2050,6113,4502,1611
trends,2050,6114,2606,7958
trends,2050,6115,3159,3392
trends,2050,6116,4232,1016
trends,2050,6117,3888,6982
trends,2050,6118,5017,756
trends,2050,6119,6093,1914
trends,2050,6120,6626,2294
trends,2050,6121,228,4379
trends,2050,6122,1371,1831
trends,2050,6123,9631,4884
trends,2050,6124,7507,1337
trends,2050,6125,3144,521
trends,2050,6126,4103,386
trends,2050,6127,5990,933
trends,2050,6128,5350,824
trends,2050,6129,2861,541
trends,2050,6130,2861,541
trends,2050,6131,3625,798
trends,2050,6132,1789,538
trends,2050,6133,3490,445
trends,2050,6134,10565,1752
trends,2050,6135,0,4347
trends,2050,6136,228,4380
trends,2050,6137,228,4380
trends,2050,6138,7195,2805
trends,2050,6139,10202,2547
trends,2050,6140,8135,654
trends,2050,6141,7163,4338
trends,2050,6142,1639,3689
trends,2050,6143,7244,716
trends,2050,6144,17491,6496
trends,2050,6145,7585,2431
trends,2050,6146,7715,2493
trends,2050,6147,10579,3413
trends,2050,6148,6168,1232
trends,2050,6149,4256,8927
trends,2050,6150,4542,225
trends,2050,6151,18676,1169
trends,2050,6152,5873,3073
trends,2050,6153,6042,1031
trends,2050,6154,4631,627
trends,2050,6155,4848,475
trends,2050,6156,3278,456
trends,2050,6157,5242,619
trends,2050,6158,7082,431
trends,2050,6159,3732,756
trends,2050,6160,5047,1229
trends,2050,6161,0,11185
trends,2050,6162,0,5451
trends,2050,6163,0,5053
trends,2050,6164,0,14161
trends,2050,6165,2142,261
trends,2050,6166,3553,76
trends,2050,6167,7247,796
trends,2050,6168,11031,2646
trends,2050,6169,9185,3339
trends,2050,6170,5108,719
trends,2050,6171,0,237
trends,2050,6201,8034,2175
trends,2050,6202,12224,2730
trends,2050,6203,24723,6274
trends,2050,6204,2837,1521
trends,2050,6301,7096,1653
trends,2050,6302,12352,5560
trends,2050,6303,4573,818
trends,2050,6304,5916,1139
trends,2050,6305,6059,1781
trends,2050,6306,4356,1992
trends,2050,6307,1923,892
trends,2050,6308,2810,4345
trends,2050,6309,3212,635
trends,2050,6310,5635,1243
trends,2050,6311,2199,1294
trends,2050,6312,5441,1517
trends,2050,6402,8926,1884
trends,2050,6403,0,7536
trends,2050,6404,5985,599
trends,2050,6405,8910,2055
trends,2050,6410,8066,4438
trends,2050,6411,7852,1941
trends,2050,6420,10105,2270
trends,2050,6421,6849,2619
trends,2050,6501,21800,8088
trends,2050,6502,7968,1589
trends,2050,6503,6498,1169
trends,2050,6510,11105,2295
trends,2050,6511,8536,2906
trends,2050,6512,4313,86
trends,2050,6513,28819,6570
trends,2050,6514,0,534
trends,2050,6515,14713,7184
trends,2050,6516,17813,4324
trends,2050,6520,5016,1054
trends,2050,6521,7953,1819
trends,2050,6522,5203,1542
trends,2050,6523,9494,215
trends,2050,6524,5203,2328
trends,2050,6525,2560,315
trends,2050,6526,1369,124
trends,2050,6527,4375,439
trends,2050,6601,3642,1648
trends,2050,6602,2163,737
trends,2050,6603,1453,850
trends,2050,6604,1586,6410
trends,2050,6605,3587,2473
trends,2050,6606,4447,6676
trends,2050,6701,10483,2216
trends,2050,6702,11523,3813
trends,2050,6703,5490,1049
trends,2050,6704,1154,1193
trends,2050,6705,4166,1304
trends,2050,6706,1727,617
trends,2050,6707,527,1076
trends,2050,6708,9803,3256
trends,2050,7001,3313,1416
trends,2050,7002,2435,679
trends,2050,7003,14718,2212
trends,2050,7004,793,1436
trends,2050,7005,2768,1187
trends,2050,7006,3871,1067
trends,2050,7007,10283,2211
trends,2050,7008,1346,489
trends,2050,7009,3427,1191
trends,2050,7010,2055,730
trends,2050,7011,3099,1678
trends,2050,7012,15895,4535
trends,2050,7013,955,1505
trends,2050,7101,25606,4277
trends,2050,7110,11162,2901
trends,2050,7120,0,10881
trends,2050,7121,11787,2955
trends,2050,7122,5915,474
trends,2050,7123,17570,3975
trends,2050,7124,21280,4547
trends,2050,7125,0,1014
trends,2050,7201,0,2807
trends,2050,7202,1761,5620
trends,2050,7203,0,28655
trends,2050,7205,4984,339
trends,2050,7206,10007,2167
trends,2050,7207,5905,1307
trends,2050,7208,7750,894
trends,2050,7209,9893,1586
trends,2050,7210,7000,1191
trends,2050,7211,16691,2874
trends,2050,7212,8719,1389
trends,2050,7213,7117,510
trends,2050,7214,16797,1998
trends,2050,7215,12957,1046
trends,2050,7216,22993,6778
trends,2050,7217,1112,166
trends,2050,7301,37682,11633
trends,2050,7302,7004,781
trends,2050,7303,7546,1506
trends,2050,7304,12857,1164
trends,2050,7305,14679,2571
trends,2050,7401,6678,2231
trends,2050,7402,7011,1345
trends,2050,7403,6571,2915
trends,2050,7404,6603,2828
trends,2050,7405,1301,721
trends,2050,7501,7978,6722
trends,2050,7502,0,1297
trends,2050,7503,0,465
trends,2050,7504,0,2683
trends,2050,7505,6192,1341
trends,2050,7506,1456,646
trends,2050,7507,1726,439
trends,2050,7508,0,9154
trends,2050,7509,1346,751
trends,2050,7510,1325,277
trends,2050,7511,11608,4071
trends,2050,7512,2308,630
trends,2050,7513,2869,1004
trends,2050,7514,254,365
trends,2050,7515,3468,2232
trends,2050,7601,12175,1643
trends,2050,7602,9615,11156
trends,2050,7603,7583,3930
trends,2050,7604,6097,1557
trends,2050,7605,9150,2619
trends,2050,7606,8110,120
trends,2050,7607,7852,1779
trends,2050,7608,5033,581
trends,2050,7609,6732,920
trends,2050,7610,63,13261
trends,2050,7611,7535,364
trends,2050,7612,9372,485
trends,2050,7613,9551,364
trends,2050,7614,9117,739
trends,2050,7615,5967,739
trends,2050,7616,8585,2406
trends,2050,7617,0,1961
trends,2050,7619,6439,1665
trends,2050,7630,2360,2823
trends,2050,7631,5852,1958
trends,2050,8001,1903,1652
trends,2050,8002,2335,651
trends,2050,8003,10058,4054
trends,2050,8004,0,3910
trends,2050,8005,13247,5025
trends,2050,8006,9248,2665
trends,2050,8007,2899,1246
trends,2050,8008,5192,1903
trends,2050,8009,8673,3222
trends,2050,8010,1851,389
trends,2050,8011,1454,371
trends,2050,8012,2916,1657
trends,2050,8013,4548,1851
trends,2050,8014,3903,1251
trends,2050,8021,16047,4756
trends,2050,8022,12024,2433
trends,2050,8101,7819,2185
trends,2050,8102,2193,444
trends,2050,8103,4381,1472
trends,2050,8104,4593,1206
trends,2050,8105,7882,2209
trends,2050,8106,8050,2099
trends,2050,8107,0,3240
trends,2050,8108,7412,1447
trends,2050,8109,8362,1798
trends,2050,8110,2619,1266
trends,2050,8111,6759,1704
trends,2050,8112,1592,475
trends,2050,8120,9510,3114
trends,2050,8201,1819,466
trends,2050,8202,915,1726
trends,2050,8203,1979,1232
trends,2050,8204,542,355
trends,2050,8205,1375,438
trends,2050,8206,1713,727
trends,2050,8210,2549,785
trends,2050,8211,4807,1670
trends,2050,8212,5469,3068
trends,2050,8213,10429,2753
trends,2050,8214,3524,1651
trends,2050,8310,0,8006
trends,2050,8311,0,9727
trends,2050,8314,2967,708
trends,2050,8315,5056,1057
trends,2050,8316,5088,1003
trends,2050,8317,4432,487
trends,2050,8318,5978,1411
trends,2050,8319,4585,747
trends,2050,8320,7081,939
trends,2050,8321,5285,1592
trends,2050,8322,7809,392
trends,2050,8323,7026,67
trends,2050,8324,0,3256
trends,2050,8325,18446,5541
trends,2050,8326,1673,342
trends,2050,8327,4444,859
trends,2050,8328,8175,2674
trends,2050,8329,2811,1492
trends,2050,8330,5281,2869
trends,2050,8331,704,231
trends,2050,8340,12648,3465
trends,2050,8341,10595,2419
trends,2050,8342,6050,854
trends,2050,8343,6081,1851
trends,2050,8401,0,4251
trends,2050,8402,0,4646
trends,2050,8403,0,9013
trends,2050,8404,0,7588
trends,2050,8405,82,20029
trends,2050,8406,6766,2699
trends,2050,8407,6922,1437
trends,2050,8408,8013,1808
trends,2050,8409,3804,537
trends,2050,8410,2713,561
trends,2050,8411,6245,2866
trends,2050,8412,3716,455
trends,2050,8413,6510,808
trends,2050,8414,10470,3360
trends,2050,8415,8264,3074
trends,2050,8416,7855,1617
trends,2050,8417,5285,851
trends,2050,8418,3354,386
trends,2050,8419,5866,847
trends,2050,8420,5702,934
trends,2050,8421,5253,2021
trends,2050,8422,5962,739
trends,2050,8423,6417,823
trends,2050,8424,3457,467
trends,2050,8425,3507,968
trends,2050,8426,2634,472
trends,2050,8427,2613,259
trends,2050,8428,4383,546
trends,2050,8429,5769,7915
trends,2050,8430,7186,2995
trends,2050,8431,7024,3395
trends,2050,8432,4926,2710
trends,2050,8433,5963,2767
trends,2050,8434,4971,638
trends,2050,8435,5211,622
trends,2050,8436,4059,499
trends,2050,8437,5609,642
trends,2050,8438,10841,1376
trends,2050,8439,6852,1053
trends,2050,8440,6852,1079
trends,2050,8441,2307,1986
trends,2050,8442,4762,630
trends,2050,8443,3625,686
trends,2050,8444,10588,2004
trends,2050,8445,7861,1393
trends,2050,8446,10558,1077
trends,2050,8447,7990,994
trends,2050,8448,5907,1166
trends,2050,8449,14399,1867
trends,2050,8450,11922,1773
trends,2050,8451,3312,593
focus,2050,1101,17565,7239
focus,2050,1102,2560,6660
focus,2050,1103,5619,2598
focus,2050,1104,4413,287
focus,2050,1105,7513,1343
focus,2050,1106,5207,4167
focus,2050,1107,5072,2248
focus,2050,1108,1883,664
focus,2050,1109,1255,975
focus,2050,1110,5633,2245
focus,2050,1111,17214,3053
focus,2050,1112,3905,1102
focus,2050,1113,6450,1443
focus,2050,1114,562,8435
focus,2050,1115,5423,1777
focus,2050,1116,3971,20506
focus,2050,1117,0,2871
focus,2050,1118,4858,2640
focus,2050,1119,5754,4661
focus,2050,1120,10058,5571
focus,2050,1121,0,1643
focus,2050,1122,0,573
focus,2050,1123,7398,1833
focus,2050,1124,2270,1915
focus,2050,1125,0,2431
focus,2050,1126,0,1026
focus,2050,1201,395,523
focus,2050,1202,5770,1246
focus,2050,1203,6148,1075
focus,2050,1204,6128,1134
focus,2050,1205,2713,2090
focus,2050,1206,6487,2555
focus,2050,1207,7290,1812
focus,2050,1208,7476,3365
focus,2050,1209,4081,1485
focus,2050,1210,4623,5802
focus,2050,1211,4212,2322
focus,2050,1212,5249,2505
focus,2050,1213,3079,4848
focus,2050,1214,1649,17159
focus,2050,1215,4355,6473
focus,2050,1216,0,15890
focus,2050,1217,2500,4716
focus,2050,1218,3351,1080
focus,2050,1220,8793,2240
focus,2050,1301,0,2145
focus,2050,1302,5247,2342
focus,2050,1303,2545,1130
focus,2050,1304,2109,1148
focus,2050,1305,2596,2350
focus,2050,1306,3438,3536
focus,2050,1307,918,4659
focus,2050,1308,3046,1457
focus,2050,1309,2339,1890
focus,2050,1310,2046,1684
focus,2050,1311,3826,1331
focus,2050,1312,5204,3225
focus,2050,1313,4678,3490
focus,2050,1314,2232,7307
focus,2050,1315,3191,1969
focus,2050,1316,1712,1001
focus,2050,1317,1339,838
focus,2050,1318,2113,1782
focus,2050,1319,2237,750
focus,2050,1320,2417,2553
focus,2050,1321,1556,940
focus,2050,1322,2025,3059
focus,2050,1323,2293,1020
focus,2050,1324,2045,1196
focus,2050,1325,2322,1227
focus,2050,1326,1456,2496
focus,2050,1327,612,1067
focus,2050,1328,2165,5005
focus,2050,1329,2771,1423
focus,2050,1330,2450,3488
focus,2050,1401,6432,1473
focus,2050,1403,9110,2308
focus,2050,1404,4713,2066
focus,2050,1405,3862,1279
focus,2050,1406,5005,3344
focus,2050,1407,3993,5664
focus,2050,1408,3438,2464
focus,2050,1409,2503,4328
focus,2050,1410,4275,1478
focus,2050,1411,4565,2079
focus,2050,1412,5137,4619
focus,2050,1413,4637,1131
focus,2050,1414,603,6417
focus,2050,1415,2674,1813
focus,2050,1416,1116,6464
focus,2050,1417,74,4541
focus,2050,1418,34,4593
focus,2050,1419,5261,4661
focus,2050,1420,3913,4154
focus,2050,1421,3644,4091
focus,2050,1501,3332,3448
focus,2050,1502,1856,6942
focus,2050,1503,2485,2043
focus,2050,1504,3530,2622
focus,2050,1505,3085,1426
focus,2050,1506,3992,1225
focus,2050,1507,3658,2355
focus,2050,1508,2707,2625
focus,2050,1509,1150,693
focus,2050,1510,4748,1820
focus,2050,1511,2241,1435
focus,2050,1512,916,2389
focus,2050,1513,784,1222
focus,2050,1514,1029,2102
focus,2050,1515,458,8208
focus,2050,1516,364,1998
focus,2050,1517,971,1323
focus,2050,1518,1496,4548
focus,2050,1519,2569,5158
focus,2050,1520,2945,929
focus,2050,1521,584,6469
focus,2050,1522,0,604
focus,2050,1523,1059,1355
focus,2050,1524,4857,6912
focus,2050,1525,1468,13356
focus,2050,1526,957,11613
focus,2050,1527,229,3352
focus,2050,1601,2496,7920
focus,2050,1602,385,3256
focus,2050,1603,2104,13528
focus,2050,1604,1174,10105
focus,2050,1605,1786,12395
focus,2050,1606,149,15586
focus,2050,1607,2209,6184
focus,2050,1608,103,9570
focus,2050,1609,4098,8730
focus,2050,1610,941,697
focus,2050,1611,3474,10246
focus,2050,1612,3418,11235
focus,2050,1613,215,8461
focus,2050,1701,2870,5604
focus,2050,1702,5788,5460
focus,2050,1703,2539,6834
focus,2050,1704,4921,4499
focus,2050,1705,3493,2289
focus,2050,1706,2622,3560
focus,2050,1707,1181,363
focus,2050,1708,2465,543
focus,2050,1709,5428,1257
focus,2050,1710,4337,2134
focus,2050,1711,4294,1628
focus,2050,1712,2239,10275
focus,2050,1713,0,2386
focus,2050,1714,6017,862
focus,2050,1715,4959,1904
focus,2050,1716,8491,2445
focus,2050,1717,3675,1337
focus,2050,1718,5051,710
focus,2050,1719,1558,105
focus,2050,1720,1746,624
focus,2050,1721,1454,482
focus,2050,1722,5763,662
focus,2050,1723,3640,449
focus,2050,1724,3374,385
focus,2050,1725,5615,860
focus,2050,1726,0,608
focus,2050,1727,0,545
focus,2050,1801,2701,4464
focus,2050,1802,891,3565
focus,2050,1803,2187,2651
focus,2050,1804,1079,9391
focus,2050,1805,1944,5158
focus,2050,1806,675,2296
focus,2050,1807,898,8923
focus,2050,1808,4517,2253
focus,2050,1809,2321,3758
focus,2050,1810,0,6341
focus,2050,1811,1675,5443
focus,2050,1812,2512,2146
focus,2050,1813,6360,2920
focus,2050,1814,1513,942
focus,2050,1815,5397,1086
focus,2050,1816,2557,544
focus,2050,1817,1520,920
focus,2050,1818,5661,2465
focus,2050,1901,5394,4128
focus,2050,1902,469,5896
focus,2050,1903,4484,7503
focus,2050,1904,4507,7399
focus,2050,1905,1955,984
focus,2050,1906,2774,966
focus,2050,1907,2769,944
focus,2050,1908,1212,410
focus,2050,1909,2499,7324
focus,2050,1910,516,4963
focus,2050,1911,3131,1647
focus,2050,1912,1582,12150
focus,2050,1913,10138,3003
focus,2050,1914,6122,2903
focus,2050,1915,4413,436
focus,2050,1916,286,1797
focus,2050,1917,2740,356
focus,2050,1919,2082,531
focus,2050,1920,4633,458
focus,2050,1921,3741,1203
focus,2050,1922,2044,597
focus,2050,1923,6350,918
focus,2050,1924,361,1956
focus,2050,1925,7846,1264
focus,2050,1926,3001,718
focus,2050,1927,4265,1246
focus,2050,1928,963,561
focus,2050,1929,3458,1722
focus,2050,1930,2153,2151
focus,2050,1931,2291,707
focus,2050,1932,2304,345
focus,2050,1933,4758,696
focus,2050,1934,9996,2293
focus,2050,1935,6488,568
focus,2050,1936,6948,1122
focus,2050,1937,6926,894
focus,2050,1939,11222,4558
focus,2050,2001,5590,1606
focus,2050,2002,3079,1346
focus,2050,2003,2594,517
focus,2050,2004,7827,2703
focus,2050,2005,4510,2368
focus,2050,2006,0,1944
focus,2050,2007,4209,1025
focus,2050,2008,3579,638
focus,2050,2009,9013,3188
focus,2050,2010,5145,1632
focus,2050,2011,4937,1111
focus,2050,2012,3210,314
focus,2050,2013,4210,2836
focus,2050,2014,3056,595
focus,2050,2015,3183,2044
focus,2050,2016,3379,2191
focus,2050,2017,5809,851
focus,2050,2018,3608,651
focus,2050,2019,0,141
focus,2050,2020,3800,1717
focus,2050,2021,0,8034
focus,2050,2022,2831,1044
focus,2050,2023,3798,5699
focus,2050,2024,0,1152
focus,2050,2025,8013,9309
focus,2050,2026,0,13344
focus,2050,2027,0,17816
focus,2050,2028,0,2642
focus,2050,2029,2992,777
focus,2050,2030,4059,692
focus,2050,2031,5139,3782
focus,2050,2032,2260,2439
focus,2050,2033,5638,1583
focus,2050,2034,4713,1056
focus,2050,2035,6176,2085
focus,2050,2036,7730,2531
focus,2050,2037,4828,1931
focus,2050,2038,5741,1302
focus,2050,2039,3822,923
focus,2050,2040,3875,1342
focus,2050,2041,5121,1333
focus,2050,2042,4036,1220
focus,2050,2043,1769,2818
focus,2050,2044,0,8583
focus,2050,2045,13448,4720
focus,2050,2046,7551,5124
focus,2050,2047,6664,2228
focus,2050,2048,4388,2648
focus,2050,2101,121,2298
focus,2050,2102,0,4246
focus,2050,2103,2438,1034
focus,2050,2104,3424,1504
focus,2050,2105,4260,2973
focus,2050,2106,4572,1428
focus,2050,2107,16160,6270
focus,2050,2108,15024,6058
focus,2050,2109,4565,1531
focus,2050,2110,4144,1688
focus,2050,2111,3842,1535
focus,2050,2112,1398,288
focus,2050,2113,5854,1450
focus,2050,2114,1852,381
focus,2050,2115,4748,1602
focus,2050,2116,4613,1495
focus,2050,2117,9345,3440
focus,2050,2118,0,1218
focus,2050,2119,4063,1487
focus,2050,2120,5822,2915
focus,2050,2121,3554,725
focus,2050,2122,5604,1856
focus,2050,2123,4475,633
focus,2050,2125,0,6498
focus,2050,2126,5077,1858
focus,2050,2127,1014,237
focus,2050,2201,10627,3181
focus,2050,2202,962,9768
focus,2050,2203,1215,7786
focus,2050,2204,8675,2282
focus,2050,2205,3378,550
focus,2050,2206,4542,822
focus,2050,2207,8533,1126
focus,2050,2208,151,5494
focus,2050,2209,301,5540
focus,2050,2210,470,7115
focus,2050,2211,4855,1145
focus,2050,2212,7954,2085
focus,2050,2213,10732,1906
focus,2050,2214,9811,1990
focus,2050,2215,2148,1345
focus,2050,2216,9659,1640
focus,2050,2217,10160,2918
focus,2050,2218,10371,2132
focus,2050,2219,3786,774
focus,2050,2220,12393,3063
focus,2050,2221,8936,1636
focus,2050,2222,2232,473
focus,2050,2223,5422,2745
focus,2050,2224,4090,1109
focus,2050,2225,2982,570
focus,2050,2226,6902,1846
focus,2050,2227,9341,2619
focus,2050,2228,6990,1219
focus,2050,2229,7943,3339
focus,2050,2230,5841,745
focus,2050,2231,6987,835
focus,2050,2232,3036,466
focus,2050,2233,5461,557
focus,2050,2234,7093,686
focus,2050,2235,2672,7270
focus,2050,2236,287,3043
focus,2050,2237,9767,1758
focus,2050,2238,7919,1018
focus,2050,2239,4042,1025
focus,2050,2240,6466,1218
focus,2050,2301,984,889
focus,2050,2302,9578,1146
focus,2050,2303,8956,1938
focus,2050,2304,3608,1002
focus,2050,2305,5870,1237
focus,2050,2306,3907,2664
focus,2050,2307,12123,3023
focus,2050,2308,9061,1575
focus,2050,2309,11886,2667
focus,2050,2310,4116,933
focus,2050,2311,5657,666
focus,2050,2312,6852,3074
focus,2050,2313,0,5376
focus,2050,2314,4746,1122
focus,2050,2315,12273,2091
focus,2050,2316,1373,4432
focus,2050,2317,4318,882
focus,2050,2401,0,5322
focus,2050,2402,6942,2155
focus,2050,2403,6800,1406
