scenario,year,taz,pop,emp
tama1009,2050,6015,2017,640
tama1010,2050,6016,1203,939
tama1011,2050,6017,6274,1979
tama1012,2050,6018,2351,733
tama1013,2050,6019,2982,948
tama1014,2050,6020,2505,675
tama1015,2050,6101,5086,1846
tama1016,2050,6102,4032,6311
tama1017,2050,6103,4879,961
tama1018,2050,6104,3714,653
tama1019,2050,6105,5052,565
tama1020,2050,6106,3549,616
tama1021,2050,6107,5036,691
tama1022,2050,6108,3747,536
tama1023,2050,6109,3381,1159
tama1024,2050,6110,1685,529
tama1025,2050,6111,2469,777
tama1026,2050,6112,2275,1374
tama1027,2050,6113,3499,1203
tama1028,2050,6114,3330,10463
tama1029,2050,6115,4078,4480
tama1030,2050,6116,3143,696
tama1031,2050,6117,4309,7753
tama1032,2050,6118,3727,518
tama1033,2050,6119,5027,1546
tama1034,2050,6120,4922,1572
tama1035,2050,6121,201,6248
tama1036,2050,6122,1018,1253
tama1037,2050,6123,7879,3757
tama1038,2050,6124,5702,915
tama1039,2050,6125,2460,356
tama1040,2050,6126,3048,264
tama1041,2050,6127,4450,639
tama1042,2050,6128,3974,563
tama1043,2050,6129,2125,371
tama1044,2050,6130,2125,371
tama1045,2050,6131,2879,548
tama1046,2050,6132,1329,368
tama1047,2050,6133,2761,304
tama1048,2050,6134,8571,1426
tama1049,2050,6135,0,4921
tama1050,2050,6136,42,4663
tama1051,2050,6137,189,6188
tama1052,2050,6138,5344,1921
tama1053,2050,6139,7578,1744
tama1054,2050,6140,6043,448
tama1055,2050,6141,5320,2971
tama1056,2050,6142,1509,4823
tama1057,2050,6143,6134,644
tama1058,2050,6144,15540,6520
tama1059,2050,6145,5797,1763
tama1060,2050,6146,5731,1707
tama1061,2050,6147,7858,2338
tama1062,2050,6148,5074,843
tama1063,2050,6149,4484,13284
tama1064,2050,6150,4542,211
tama1065,2050,6151,14344,779
tama1066,2050,6152,4371,2094
tama1067,2050,6153,4964,705
tama1068,2050,6154,3736,429
tama1069,2050,6155,3925,326
tama1070,2050,6156,2434,313
tama1071,2050,6157,4090,423
tama1072,2050,6158,5261,296
tama1073,2050,6159,3249,519
tama1074,2050,6160,3749,841
tama1075,2050,6161,0,17811
tama1076,2050,6162,0,7658
tama1077,2050,6163,0,10602
tama1078,2050,6164,0,20658
tama1079,2050,6165,1723,179
tama1080,2050,6166,3093,52
tama1081,2050,6167,5383,546
tama1082,2050,6168,8194,1811
tama1083,2050,6169,6941,2287
tama1084,2050,6170,3973,493
tama1085,2050,6171,0,162
tama1086,2050,6201,8613,2460
tama1087,2050,6202,14001,3298
tama1088,2050,6203,30363,8124
tama1089,2050,6204,5690,4747
tama1090,2050,6301,7092,1742
tama1091,2050,6302,13064,6485
tama1092,2050,6303,4571,862
tama1093,2050,6304,5912,1200
tama1094,2050,6305,6059,1781
tama1095,2050,6306,4353,2099
tama1096,2050,6307,1645,660
tama1097,2050,6308,2404,3213
tama1098,2050,6309,2748,470
tama1099,2050,6310,5632,1309
tama1100,2050,6311,2198,1354
tama1101,2050,6312,5437,1598
tama1102,2050,6402,9264,2023
tama1103,2050,6403,0,11279
tama1104,2050,6404,5985,609
tama1105,2050,6405,8905,2164
tama1106,2050,6410,8061,4675
tama1107,2050,6411,7847,2044
tama1108,2050,6420,10100,2392
tama1109,2050,6421,6844,2626
tama1110,2050,6501,18648,5983
tama1111,2050,6502,6816,1249
tama1112,2050,6503,6153,1126
tama1113,2050,6510,9499,1698
tama1114,2050,6511,7301,2756
tama1115,2050,6512,4313,86
tama1116,2050,6513,28014,5742
tama1117,2050,6514,0,534
tama1118,2050,6515,15857,7524
tama1119,2050,6516,15341,3229
tama1120,2050,6520,4250,751
tama1121,2050,6521,6803,1345
tama1122,2050,6522,4451,1140
tama1123,2050,6523,9494,215
tama1124,2050,6524,4451,2034
tama1125,2050,6525,2190,233
tama1126,2050,6526,1369,115
tama1127,2050,6527,3742,325
tama1128,2050,6601,3704,2440
tama1129,2050,6602,2171,882
tama1130,2050,6603,1453,895
tama1131,2050,6604,1585,6755
tama1132,2050,6605,3587,2473
tama1133,2050,6606,4592,7921
tama1134,2050,6701,8967,1639
tama1135,2050,6702,9855,2819
tama1136,2050,6703,5169,1019
tama1137,2050,6704,987,1193
tama1138,2050,6705,3566,1138
tama1139,2050,6706,1478,585
tama1140,2050,6707,451,1001
tama1141,2050,6708,9814,3463
tama1142,2050,7001,2813,1695
tama1143,2050,7002,1989,573
tama1144,2050,7003,12020,1868
tama1145,2050,7004,647,1213
tama1146,2050,7005,2261,1001
tama1147,2050,7006,3161,901
tama1148,2050,7007,7368,1703
tama1149,2050,7008,1100,414
tama1150,2050,7009,2799,1005
tama1151,2050,7010,1678,616
tama1152,2050,7011,2531,1417
tama1153,2050,7012,12967,3856
tama1154,2050,7013,780,1271
tama1155,2050,7101,20913,3613
tama1156,2050,7110,10540,2982
tama1157,2050,7120,0,9190
tama1158,2050,7121,10851,2712
tama1159,2050,7122,9462,1001
tama1160,2050,7123,15686,3706
tama1161,2050,7124,19009,4245
tama1162,2050,7125,0,4536
tama1163,2050,7201,0,4032
tama1164,2050,7202,2022,5683
tama1165,2050,7203,0,20504
tama1166,2050,7205,4070,286
tama1167,2050,7206,8173,1829
tama1168,2050,7207,6164,1430
tama1169,2050,7208,6329,756
tama1170,2050,7209,8080,1339
tama1171,2050,7210,5717,1007
tama1172,2050,7211,13632,2426
tama1173,2050,7212,7121,1172
tama1174,2050,7213,5813,431
tama1175,2050,7214,13718,1688
tama1176,2050,7215,10582,883
tama1177,2050,7216,18778,5725
tama1178,2050,7217,908,141
tama1179,2050,7301,19990,9213
tama1180,2050,7302,7004,776
tama1181,2050,7303,5329,1193
tama1182,2050,7304,12857,1138
tama1183,2050,7305,14679,2571
tama1184,2050,7401,5479,2100
tama1185,2050,7402,6620,1260
tama1186,2050,7403,4193,2521
tama1187,2050,7404,4698,2521
tama1188,2050,7405,871,689
tama1189,2050,7501,5342,5324
tama1190,2050,7502,0,1028
tama1191,2050,7503,0,368
tama1192,2050,7504,0,2125
tama1193,2050,7505,4146,1062
tama1194,2050,7506,975,597
tama1195,2050,7507,1156,355
tama1196,2050,7508,0,10994
tama1197,2050,7509,901,718
tama1198,2050,7510,887,219
tama1199,2050,7511,6158,3224
tama1200,2050,7512,1374,568
tama1201,2050,7513,1921,887
tama1202,2050,7514,254,365
tama1203,2050,7515,3468,2090
tama1204,2050,7601,12175,1643
tama1205,2050,7602,17750,20955
tama1206,2050,7603,7061,4503
tama1207,2050,7604,4680,1491
tama1208,2050,7605,7598,2287
tama1209,2050,7606,8110,112
tama1210,2050,7607,6060,1712
tama1211,2050,7608,5033,581
tama1212,2050,7609,6732,920
tama1213,2050,7610,127,19709
tama1214,2050,7611,7535,364
tama1215,2050,7612,9372,485
tama1216,2050,7613,9551,364
tama1217,2050,7614,9117,739
tama1218,2050,7615,5967,739
tama1219,2050,7616,6543,2253
tama1220,2050,7617,0,3183
tama1221,2050,7619,4907,1560
tama1222,2050,7630,2360,2823
tama1223,2050,7631,5852,1958
tama1224,2050,8001,1165,1229
tama1225,2050,8002,1410,478
tama1226,2050,8003,6385,3086
tama1227,2050,8004,0,4837
tama1228,2050,8005,8236,3782
tama1229,2050,8006,5663,1982
tama1230,2050,8007,1775,927
tama1231,2050,8008,3179,1416
tama1232,2050,8009,5311,2397
tama1233,2050,8010,1133,290
tama1234,2050,8011,891,275
tama1235,2050,8012,1738,1201
tama1236,2050,8013,2814,1391
tama1237,2050,8014,2390,932
tama1238,2050,8021,12415,4361
tama1239,2050,8022,7363,1809
tama1240,2050,8101,8066,2904
tama1241,2050,8102,2262,590
tama1242,2050,8103,4381,1956
tama1243,2050,8104,4738,1602
tama1244,2050,8105,8131,2936
tama1245,2050,8106,8305,2789
tama1246,2050,8107,0,3968
tama1247,2050,8108,7412,1447
tama1248,2050,8109,8626,2389
tama1249,2050,8110,1604,942
tama1250,2050,8111,6759,1704
tama1251,2050,8112,1642,547
tama1252,2050,8120,9810,4138
tama1253,2050,8201,2104,607
tama1254,2050,8202,1059,2250
tama1255,2050,8203,2289,1587
tama1256,2050,8204,627,455
tama1257,2050,8205,1591,570
tama1258,2050,8206,1982,948
tama1259,2050,8210,1561,584
tama1260,2050,8211,2944,1242
tama1261,2050,8212,3349,2282
tama1262,2050,8213,12066,3589
tama1263,2050,8214,2158,1228
tama1264,2050,8310,0,7830
tama1265,2050,8311,0,9911
tama1266,2050,8314,3433,923
tama1267,2050,8315,6096,1394
tama1268,2050,8316,6699,1372
tama1269,2050,8317,5446,648
tama1270,2050,8318,7425,1887
tama1271,2050,8319,5305,974
tama1272,2050,8320,11679,1422
tama1273,2050,8321,6115,2075
tama1274,2050,8322,9035,511
tama1275,2050,8323,7145,84
tama1276,2050,8324,0,5118
tama1277,2050,8325,21383,7020
tama1278,2050,8326,1933,446
tama1279,2050,8327,5142,1120
tama1280,2050,8328,11813,4234
tama1281,2050,8329,3003,1578
tama1282,2050,8330,5448,3067
tama1283,2050,8331,726,259
tama1284,2050,8340,13047,4605
tama1285,2050,8341,10929,3214
tama1286,2050,8342,6241,1135
tama1287,2050,8343,6273,2069
tama1288,2050,8401,0,4009
tama1289,2050,8402,0,4382
tama1290,2050,8403,0,8500
tama1291,2050,8404,0,7157
tama1292,2050,8405,3425,18888
tama1293,2050,8406,7022,3222
tama1294,2050,8407,7359,1883
tama1295,2050,8408,8519,2367
tama1296,2050,8409,4044,703
tama1297,2050,8410,2884,735
tama1298,2050,8411,6639,3753
tama1299,2050,8412,3950,596
tama1300,2050,8413,6921,1058
tama1301,2050,8414,11130,4400
tama1302,2050,8415,8785,3870
tama1303,2050,8416,8350,2118
tama1304,2050,8417,5619,1114
tama1305,2050,8418,3566,506
tama1306,2050,8419,6236,1109
tama1307,2050,8420,6062,1224
tama1308,2050,8421,5585,2648
tama1309,2050,8422,6338,968
tama1310,2050,8423,6822,1078
tama1311,2050,8424,3675,612
tama1312,2050,8425,3728,1253
tama1313,2050,8426,2801,618
tama1314,2050,8427,2778,340
tama1315,2050,8428,4659,715
tama1316,2050,8429,6269,6874
tama1317,2050,8430,7828,2569
tama1318,2050,8431,7644,2927
tama1319,2050,8432,5365,2326
tama1320,2050,8433,6494,2378
tama1321,2050,8434,5284,836
tama1322,2050,8435,5540,815
tama1323,2050,8436,4316,653
tama1324,2050,8437,5963,841
tama1325,2050,8438,11522,1802
tama1326,2050,8439,7284,1380
tama1327,2050,8440,7284,1414
tama1328,2050,8441,11655,10874
tama1329,2050,8442,5063,825
tama1330,2050,8443,3854,898
tama1331,2050,8444,11257,2556
tama1332,2050,8445,8357,1825
tama1333,2050,8446,11225,1411
tama1334,2050,8447,8494,1302
tama1335,2050,8448,6280,1528
tama1336,2050,8449,15307,2444
tama1337,2050,8450,12675,2321
tama1338,2050,8451,3545,781
