taz,superzone,pop_conv,emp_conv,pop_trends,emp_trends,pop_focus,emp_focus,pop_tama70,emp_tama70
5217,רמלה-לוד-באר יעקב,5694,520,5766,471,5694,520,7309,884
5218,רמלה-לוד-באר יעקב,5044,601,5250,561,5044,601,6015,824
5219,רמלה-לוד-באר יעקב,1654,2104,1697,1931,1654,2104,1786,2322
5220,רמלה-לוד-באר יעקב,1004,1068,1006,953,1004,1068,1371,1868
5221,רמלה-לוד-באר יעקב,569,4496,559,3911,569,4496,471,3444
5222,רמלה-לוד-באר יעקב,2539,5534,2781,5625,2539,5534,2577,6752
5223,רמלה-לוד-באר יעקב,8900,1529,9080,1455,8900,1529,9819,1829
5224,רמלה-לוד-באר יעקב,6013,681,6259,635,6013,681,6734,818
5301,ראשון לציון,0,481,0,481,0,481,0,482
5302,ראשון לציון,13535,1408,11255,1061,13535,1408,17310,2754
5303,ראשון לציון,0,10963,0,7710,0,10963,0,13042
5304,ראשון לציון,0,1290,0,829,0,1290,0,1331
5305,ראשון לציון,18269,4961,11709,3186,18269,4961,20148,5562
5306,ראשון לציון,6519,2273,5284,2161,6519,2273,9122,3455
5307,ראשון לציון,3528,1155,2920,1100,3528,1155,3815,1140
5308,ראשון לציון,7842,1984,5922,1748,7842,1984,8517,1955
5309,ראשון לציון,0,19936,0,14432,0,19936,0,23512
5310,ראשון לציון,0,12598,0,8785,0,12598,0,14391
5311,ראשון לציון,10143,13658,6502,8771,10143,13658,10735,12133
5313,ראשון לציון,6097,444,5697,373,6097,444,6581,431
5314,ראשון לציון,5688,982,5273,935,5688,982,6151,967
5315,ראשון לציון,9912,470,9646,400,9912,470,10583,466
5316,ראשון לציון,7008,434,5791,280,7008,434,7537,430
5317,ראשון לציון,4968,1035,3679,864,4968,1035,5373,1021
5318,ראשון לציון,13724,2691,8796,1727,13724,2691,13675,3113
5319,ראשון לציון,7314,1792,4688,1150,7314,1792,6923,2310
5320,ראשון לציון,0,10353,0,7484,0,10353,0,12906
5321,ראשון לציון,368,0,300,0,368,0,511,0
5323,ראשון לציון,7216,1812,4626,1163,7216,1812,11228,4380
5324,ראשון לציון,6707,391,6043,274,6707,391,7488,484
5325,ראשון לציון,7900,982,7900,982,7900,982,8543,1180
5326,ראשון לציון,5297,954,4583,865,5297,954,5728,941
5327,ראשון לציון,4201,569,4201,569,4201,569,4389,569
5328,ראשון לציון,4924,1798,4197,1748,4924,1798,5231,1778
5329,ראשון לציון,5677,1010,4977,924,5677,1010,6129,998
5330,ראשון לציון,4389,338,4283,314,4389,338,4403,337
5331,ראשון לציון,4424,917,3680,826,4424,917,4331,1084
5332,ראשון לציון,2153,271,1518,177,2153,271,2019,343
5333,ראשון לציון,7209,2112,5378,1866,7209,2112,7411,2157
5334,ראשון לציון,9809,2534,9539,2534,9809,2534,10608,2534
5336,ראשון לציון,7652,1172,7435,1100,7652,1172,8721,1325
5337,ראשון לציון,5116,331,4681,255,5116,331,5533,328
5338,ראשון לציון,9519,7174,6101,5579,9519,7174,10294,7078
5340,ראשון לציון,6477,299,6320,255,6477,299,7080,293
5341,ראשון לציון,7562,1157,7213,1120,7562,1157,8594,1120
5342,ראשון לציון,4453,488,3959,393,4453,488,4969,516
5343,ראשון לציון,4193,740,3630,668,4193,740,4535,730
5344,ראשון לציון,4503,1137,4202,983,4503,1137,4202,983
5345,ראשון לציון,4971,1599,4570,1494,4971,1599,4570,1494
5346,ראשון לציון,4222,1227,3660,1179,4222,1227,4194,1207
5347,ראשון לציון,3219,459,3141,452,3219,459,3471,454
5348,ראשון לציון,3980,9837,3443,7225,3980,9837,3443,7210
5349,ראשון לציון,4647,10338,4170,7594,4647,10338,4170,16565
5350,ראשון לציון,4171,2799,3333,1931,4171,2799,4615,3458
5351,ראשון לציון,3852,910,3332,727,3852,910,7235,3319
5352,ראשון לציון,2950,962,2879,962,2950,962,3191,962
5353,ראשון לציון,5817,504,5122,392,5817,504,6291,497
5354,ראשון לציון,6186,804,5504,707,6186,804,6690,794
5355,ראשון לציון,7522,1094,4862,707,7522,1094,8135,1080
5356,ראשון לציון,9984,1312,8866,1154,9984,1312,11429,1863
5357,ראשון לציון,5680,1498,3641,963,5680,1498,6520,1885
5360,ראשון לציון,3057,599,1960,385,3057,599,3306,592
5361,ראשון לציון,11438,2589,7331,1663,11438,2589,12370,2554
5362,ראשון לציון,5677,1167,4407,1003,5677,1167,6140,1152
5363,ראשון לציון,6971,835,5056,550,6971,835,7538,823
5364,ראשון לציון,9843,1327,6310,852,9843,1327,10870,1473
5365,ראשון לציון,4445,926,2849,619,4445,926,4807,913
5366,ראשון לציון,4445,926,2849,619,4445,926,5586,1791
5367,ראשון לציון,2616,688,2553,688,2616,688,2841,688
5368,ראשון לציון,4692,584,4578,569,4692,584,5086,585
5370,ראשון לציון,0,7353,0,4722,0,7353,0,7116
5371,ראשון לציון,0,236,0,236,0,236,0,236
5373,ראשון לציון,6532,1602,4188,1028,6532,1602,7099,1626
5374,ראשון לציון,0,24,0,20,0,24,0,24
5401,רמלה-לוד-באר יעקב,1616,7956,1517,7086,1616,7956,1499,6757
5402,רמלה-לוד-באר יעקב,5139,4204,3762,3414,5139,4204,7413,3921
5403,רמלה-לוד-באר יעקב,7881,2321,7402,2067,7881,2321,10590,3366
5404,רמלה-לוד-באר יעקב,21339,6572,22210,6130,21339,6572,25901,8849
5405,רמלה-לוד-באר יעקב,4467,6563,4435,5989,4467,6563,7267,7102
5406,רמלה-לוד-באר יעקב,13364,2919,13910,2723,13364,2919,17855,4716
5407,רמלה-לוד-באר יעקב,15731,4913,16374,4581,15731,4913,28296,10943
5501,רחובות-נס ציונה,3724,565,4151,661,3724,565,3462,547
5502,רחובות-נס ציונה,596,88,665,103,596,88,621,93
5503,רחובות-נס ציונה,8709,648,9707,758,8709,648,8933,675
5504,רחובות-נס ציונה,5678,3926,6329,4593,5678,3926,4674,3415
5505,רחובות-נס ציונה,9868,2071,11000,2422,9868,2071,8639,1909
5506,רחובות-נס ציונה,9898,2081,11033,2436,9898,2081,10301,2192
5507,רחובות-נס ציונה,7753,798,8642,934,7753,798,8069,840
5508,רחובות-נס ציונה,4020,927,4481,1084,4020,927,4126,960
5509,רחובות-נס ציונה,4020,927,4481,1084,4020,927,3550,824
5510,רחובות-נס ציונה,3567,1050,3976,1229,3567,1050,3116,938
5511,רחובות-נס ציונה,3567,1050,3976,1229,3567,1050,3644,1083
5512,רחובות-נס ציונה,5137,541,5726,634,5137,541,5346,570
5513,רחובות-נס ציונה,3105,6362,3790,6609,3105,6362,4211,7692
5514,רחובות-נס ציונה,0,2634,0,2238,0,2634,0,4643
5515,רחובות-נס ציונה,0,8958,0,7303,0,8958,0,10805
5516,רחובות-נס ציונה,9144,1011,10293,1168,9144,1011,14248,1323
5517,רחובות-נס ציונה,1988,293,2216,344,1988,293,2069,308
5601,רחובות-נס ציונה,0,29266,0,29958,0,29266,0,36467
5602,רחובות-נס ציונה,4983,894,5555,1047,4983,894,6737,979
5603,רחובות-נס ציונה,0,3645,0,4154,0,3645,0,2891
5604,רחובות-נס ציונה,369,1380,411,1615,369,1380,384,1453
5605,רחובות-נס ציונה,3494,134,3894,156,3494,134,3636,141
5608,רחובות-נס ציונה,9057,2337,10095,2734,9057,2337,9425,2460
5609,רחובות-נס ציונה,9279,2124,10343,2485,9279,2124,9657,2236
5610,רחובות-נס ציונה,4988,1038,5560,1213,4988,1038,5189,1091
5611,רחובות-נס ציונה,4377,2412,4879,2823,4377,2412,4098,2201
5612,רחובות-נס ציונה,4730,798,5272,934,4730,798,4875,815
5613,רחובות-נס ציונה,4414,543,4920,635,4414,543,4595,571
5614,רחובות-נס ציונה,5426,2120,6048,2479,5426,2120,5359,1927
5615,רחובות-נס ציונה,4819,1854,5371,2169,4819,1854,5015,1952
5616,רחובות-נס ציונה,0,3865,0,4522,0,3865,0,3234
5617,רחובות-נס ציונה,4013,642,4474,751,4013,642,4241,649
5618,רחובות-נס ציונה,3937,2071,286,4625,3937,2071,11949,7140
5619,רחובות-נס ציונה,10080,2124,11236,2484,10080,2124,10490,2236
5620,רחובות-נס ציונה,8436,230,9404,270,8436,230,8547,236
5621,רחובות-נס ציונה,4035,693,4498,811,4035,693,3610,621
5622,רחובות-נס ציונה,3064,6689,3415,7825,3064,6689,2873,4845
5623,רחובות-נס ציונה,4145,3017,4621,3530,4145,3017,3938,2303
5624,רחובות-נס ציונה,6109,6035,6809,7059,6109,6035,5621,4031
5625,רחובות-נס ציונה,4847,571,5403,668,4847,571,5000,585
5626,רחובות-נס ציונה,4415,631,4921,739,4415,631,4594,665
5627,רחובות-נס ציונה,7630,703,8504,823,7630,703,7940,741
5628,רחובות-נס ציונה,9057,2337,10095,2734,9057,2337,9425,2460
5629,רחובות-נס ציונה,3485,463,3885,542,3485,463,3627,487
5630,רחובות-נס ציונה,9166,1063,10217,1244,9166,1063,9465,1122
5631,רחובות-נס ציונה,8434,1616,9401,1892,8434,1616,8426,1725
5632,רחובות-נס ציונה,9920,1261,11057,1475,9920,1261,9259,1287
5633,רחובות-נס ציונה,11306,970,12602,1134,11306,970,11118,1039
5634,רחובות-נס ציונה,7378,940,8224,1100,7378,940,6974,971
5635,רחובות-נס ציונה,7312,854,8150,1000,7312,854,7588,900
5636,רחובות-נס ציונה,6472,1018,7214,1191,6472,1018,5968,923
5637,רחובות-נס ציונה,15285,8573,14446,11340,15285,8573,20667,11776
5638,רחובות-נס ציונה,8820,2169,9832,2538,8820,2169,9179,2284
5639,רחובות-נס ציונה,4975,923,5545,1080,4975,923,5064,950
5640,רחובות-נס ציונה,4424,565,4931,662,4424,565,4329,558
5641,רחובות-נס ציונה,1658,5925,1848,6932,1658,5925,1338,4784
5642,רחובות-נס ציונה,9610,1505,10712,1760,9610,1505,9801,1552
5643,רחובות-נס ציונה,8714,1687,9713,1974,8714,1687,8092,1579
5644,רחובות-נס ציונה,0,2690,0,3178,0,2690,0,3494
5645,רחובות-נס ציונה,8348,1381,9278,1618,8348,1381,9587,1499
6001,עמק חפר,4506,991,4454,874,4506,991,4492,956
6002,עמק חפר,6927,6100,6847,5379,6927,6100,6905,5887
6003,עמק חפר,0,3120,0,2691,0,3120,0,3945
6004,עמק חפר,4007,1685,3958,1576,4007,1685,4034,1634
6005,עמק חפר,5034,2986,4975,2943,5034,2986,5017,2943
6006,עמק חפר,6939,1329,6939,1173,6939,1329,6939,1283
6008,עמק חפר,2138,740,2113,699,2138,740,2325,793
6009,עמק חפר,955,231,944,204,955,231,952,224
6010,עמק חפר,8133,3416,8039,3012,8133,3416,8107,3296
6011,עמק חפר,1703,366,1684,323,1703,366,1698,353
6012,עמק חפר,4969,3212,4912,2953,4969,3212,4953,3100
6013,עמק חפר,2042,1112,2018,980,2042,1112,2035,1073
6014,עמק חפר,2313,1138,2287,1138,2313,1138,2306,1138
6015,עמק חפר,2023,662,2000,605,2023,662,2017,640
6016,עמק חפר,1206,939,1192,939,1206,939,1203,939
6017,עמק חפר,6295,2051,6268,1808,6295,2051,6274,1979
6018,עמק חפר,2358,758,2331,710,2358,758,2351,733
6019,עמק חפר,2992,982,2957,866,2992,982,2982,948
6020,עמק חפר,2513,700,2484,617,2513,700,2505,675
6101,נתניה,5243,1874,6847,2695,5243,1874,5086,1846
6102,נתניה,4157,6409,5429,9215,4157,6409,4032,6311
6103,נתניה,4991,975,6519,1403,4991,975,4879,961
6104,נתניה,3829,663,5000,953,3829,663,3714,653
6105,נתניה,5208,572,6801,824,5208,572,5052,565
6106,נתניה,3658,625,4778,900,3658,625,3549,616
6107,נתניה,5163,701,6742,1008,5163,701,5036,691
6108,נתניה,3863,543,5045,782,3863,543,3747,536
6109,נתניה,3485,1178,4552,1694,3485,1178,3381,1159
6110,נתניה,1737,536,2268,771,1737,536,1685,529
6111,נתניה,2485,784,3135,1035,2485,784,2469,777
6112,נתניה,2255,1383,2794,1743,2255,1383,2275,1374
6113,נתניה,3569,1221,4502,1611,3569,1221,3499,1203
6114,נתניה,2404,9322,2606,7958,2404,9322,3330,10463
6115,נתניה,2914,3973,3159,3392,2914,3973,4078,4480
6116,נתניה,3240,708,4232,1016,3240,708,3143,696
6117,נתניה,3447,7211,3888,6982,3447,7211,4309,7753
6118,נתניה,3842,526,5017,756,3842,526,3727,518
6119,נתניה,4962,1555,6093,1914,4962,1555,5027,1546
6120,נתניה,5074,1596,6626,2294,5074,1596,4922,1572
6121,נתניה,189,5261,228,4379,189,5261,201,6248
6122,נתניה,1050,1274,1371,1831,1050,1274,1018,1253
6123,נתניה,7467,3518,9631,4884,7467,3518,7879,3757
6124,נתניה,5748,929,7507,1337,5748,929,5702,915
6125,נתניה,2460,363,3144,521,2460,363,2460,356
6126,נתניה,3142,268,4103,386,3142,268,3048,264
6127,נתניה,4587,648,5990,933,4587,648,4450,639
6128,נתניה,4096,573,5350,824,4096,573,3974,563
6129,נתניה,2191,376,2861,541,2191,376,2125,371
6130,נתניה,2191,376,2861,541,2191,376,2125,371
6131,נתניה,2879,555,3625,798,2879,555,2879,548
6132,נתניה,1370,374,1789,538,1370,374,1329,368
6133,נתניה,2761,309,3490,445,2761,309,2761,304
6134,נתניה,8184,1271,10565,1752,8184,1271,8571,1426
6135,נתניה,0,5221,0,4347,0,5221,0,4921
6136,נתניה,189,5261,228,4380,189,5261,42,4663
6137,נתניה,189,5261,228,4380,189,5261,189,6188
6138,נתניה,5509,1952,7195,2805,5509,1952,5344,1921
6139,נתניה,7812,1772,10202,2547,7812,1772,7578,1744
6140,נתניה,6229,455,8135,654,6229,455,6043,448
6141,נתניה,5485,3017,7163,4338,5485,3017,5320,2971
6142,נתניה,1338,4070,1639,3689,1338,4070,1509,4823
6143,נתניה,5700,597,7244,716,5700,597,6134,644
6144,נתניה,13605,4787,17491,6496,13605,4787,15540,6520
6145,נתניה,5830,1714,7585,2431,5830,1714,5797,1763
6146,נתניה,5908,1734,7715,2493,5908,1734,5731,1707
6147,נתניה,8100,2373,10579,3413,8100,2373,7858,2338
6148,נתניה,5074,857,6168,1232,5074,857,5074,843
6149,נתניה,3512,10721,4256,8927,3512,10721,4484,13284
6150,נתניה,4542,192,4542,225,4542,192,4542,211
6151,נתניה,14300,812,18676,1169,14300,812,14344,779
6152,נתניה,4497,2137,5873,3073,4497,2137,4371,2094
6153,נתניה,4964,717,6042,1031,4964,717,4964,705
6154,נתניה,3736,436,4631,627,3736,436,3736,429
6155,נתניה,3925,331,4848,475,3925,331,3925,326
6156,נתניה,2510,318,3278,456,2510,318,2434,313
6157,נתניה,4090,430,5242,619,4090,430,4090,423
6158,נתניה,5422,300,7082,431,5422,300,5261,296
6159,נתניה,3249,527,3732,756,3249,527,3249,519
6160,נתניה,3864,854,5047,1229,3864,854,3749,841
6161,נתניה,0,11185,0,11185,0,11185,0,17811
6162,נתניה,0,6034,0,5451,0,6034,0,7658
6163,נתניה,0,6070,0,5053,0,6070,0,10602
6164,נתניה,0,14161,0,14161,0,14161,0,20658
6165,נתניה,1723,182,2142,261,1723,182,1723,179
6166,נתניה,3093,53,3553,76,3093,53,3093,52
6167,נתניה,5549,554,7247,796,5549,554,5383,546
6168,נתניה,8446,1840,11031,2646,8446,1840,8194,1811
6169,נתניה,7033,2323,9185,3339,7033,2323,6941,2287
6170,נתניה,3973,501,5108,719,3973,501,3973,493
6171,נתניה,0,164,0,237,0,164,0,162
6201,שפיים,8612,2586,8034,2175,8612,2889,8613,2460
6202,שפיים,13779,3378,12224,2730,13779,3758,14001,3298
6203,שפיים,29332,8150,24723,6274,29332,9020,30363,8124
6204,שפיים,2928,3280,2837,1521,2928,3463,5690,4747
6301,שפיים,7349,1886,7096,1653,7349,2116,7092,1742
6302,שפיים,12793,6400,12352,5560,12793,7177,13064,6485
6303,שפיים,4737,933,4573,818,4737,1048,4571,862
6304,שפיים,6127,1300,5916,1139,6127,1458,5912,1200
6305,שפיים,6059,1788,6059,1781,6059,2008,6059,1781
6306,שפיים,4512,2272,4356,1992,4512,2551,4353,2099
6307,ניצני עוז,1691,690,1923,892,1691,690,1645,660
6308,ניצני עוז,2471,3365,2810,4345,2471,3365,2404,3213
6309,ניצני עוז,2824,492,3212,635,2824,492,2748,470
6310,שפיים,5837,1418,5635,1243,5837,1591,5632,1309
6311,שפיים,2277,1466,2199,1294,2277,1646,2198,1354
6312,שפיים,5635,1730,5441,1517,5635,1943,5437,1598
6402,שפיים,9319,2149,8926,1884,9319,2410,9264,2023
6403,שפיים,0,8682,0,7536,0,9375,0,11279
6404,שפיים,5985,659,5985,599,5985,740,5985,609
6405,שפיים,9229,2344,8910,2055,9229,2630,8905,2164
6410,שפיים,8354,5061,8066,4438,8354,5681,8061,4675
6411,שפיים,8133,2213,7852,1941,8133,2485,7847,2044
6420,שפיים,10467,2589,10105,2270,10467,2906,10100,2392
6421,שפיים,7093,2844,6849,2619,7093,3192,6844,2626
6501,ניצני עוז,19169,6264,21800,8088,19169,6264,18648,5983
6502,ניצני עוז,7006,1249,7968,1589,7006,1249,6816,1249
6503,ניצני עוז,6153,1126,6498,1169,6153,1126,6153,1126
6510,ניצני עוז,9764,1778,11105,2295,9764,1778,9499,1698
6511,ניצני עוז,7505,2756,8536,2906,7505,2756,7301,2756
6512,ניצני עוז,4313,86,4313,86,4313,86,4313,86
6513,ניצני עוז,25373,5271,28819,6570,25373,5271,28014,5742
6514,ניצני עוז,0,534,0,534,0,534,0,534
6515,ניצני עוז,13045,6368,14713,7184,13045,6368,15857,7524
6516,ניצני עוז,15669,3369,17813,4324,15669,3369,15341,3229
6520,ניצני עוז,4410,816,5016,1054,4410,816,4250,751
6521,ניצני עוז,6993,1409,7953,1819,6993,1409,6803,1345
6522,ניצני עוז,4575,1194,5203,1542,4575,1194,4451,1140
6523,ניצני עוז,9494,215,9494,215,9494,215,9494,215
6524,ניצני עוז,4575,2034,5203,2328,4575,2034,4451,2034
6525,ניצני עוז,2251,244,2560,315,2251,244,2190,233
6526,ניצני עוז,1369,115,1369,124,1369,115,1369,115
6527,ניצני עוז,3847,340,4375,439,3847,340,3742,325
6601,שפיים,3773,1880,3642,1648,3773,2111,3704,2440
6602,שפיים,2240,840,2163,737,2240,942,2171,882
6603,שפיים,1505,969,1453,850,1505,1089,1453,895
6604,שפיים,1643,7312,1586,6410,1643,8208,1585,6755
6605,שפיים,3684,2503,3587,2473,3684,2811,3587,2473
6606,שפיים,4607,7614,4447,6676,4607,8546,4592,7921
6701,ניצני עוז,9218,1716,10483,2216,9218,1716,8967,1639
6702,ניצני עוז,10132,2953,11523,3813,10132,2953,9855,2819
6703,ניצני עוז,5169,1019,5490,1049,5169,1019,5169,1019
6704,ניצני עוז,1015,1193,1154,1193,1015,1193,987,1193
6705,ניצני עוז,3663,1010,4166,1304,3663,1010,3566,1138
6706,ניצני עוז,1519,585,1727,617,1519,585,1478,585
6707,ניצני עוז,464,1001,527,1076,464,1001,451,1001
6708,שפיים,10154,3715,9803,3256,10154,4170,9814,3463
7001,ראש העין,2609,1348,3313,1416,2609,1348,2813,1695
7002,ראש העין,2046,647,2435,679,2046,647,1989,573
7003,ראש העין,12367,2109,14718,2212,12367,2109,12020,1868
7004,ראש העין,666,1370,793,1436,666,1370,647,1213
7005,ראש העין,2326,1131,2768,1187,2326,1131,2261,1001
7006,ראש העין,3253,1018,3871,1067,3253,1018,3161,901
7007,ראש העין,8641,2108,10283,2211,8641,2108,7368,1703
7008,ראש העין,1131,467,1346,489,1131,467,1100,414
7009,ראש העין,2879,1135,3427,1191,2879,1135,2799,1005
7010,ראש העין,1726,696,2055,730,1726,696,1678,616
7011,ראש העין,2604,1601,3099,1678,2604,1601,2531,1417
7012,ראש העין,13356,4325,15895,4535,13356,4325,12967,3856
7013,ראש העין,803,1436,955,1505,803,1436,780,1271
7101,ראש העין,21516,4080,25606,4277,21516,4080,20913,3613
7110,ראש העין,10075,3097,11162,2901,10075,3097,10540,2982
7120,ראש העין,0,10380,0,10881,0,10380,0,9190
7121,ראש העין,10311,2811,11787,2955,10311,2811,10851,2712
7122,ראש העין,6092,590,5915,474,6092,590,9462,1001
7123,ראש העין,15312,3920,17570,3975,15312,3920,15686,3706
7124,ראש העין,18545,4484,21280,4547,18545,4484,19009,4245
7125,ראש העין,0,3575,0,1014,0,17560,0,4536
7201,ראש העין,0,2503,0,2807,0,2503,0,4032
7202,ראש העין,1783,5274,1761,5620,1783,5274,2022,5683
7203,ראש העין,0,16810,0,28655,0,16810,0,20504
7205,ראש העין,4188,324,4984,339,4188,324,4070,286
7206,ראש העין,8409,2067,10007,2167,8409,2067,8173,1829
7207,ראש העין,5103,1437,5905,1307,5103,2453,6164,1430
7208,ראש העין,6512,853,7750,894,6512,853,6329,756
7209,ראש העין,8313,1513,9893,1586,8313,1513,8080,1339
7210,ראש העין,5882,1137,7000,1191,5882,1137,5717,1007
7211,ראש העין,14025,2741,16691,2874,14025,2741,13632,2426
7212,ראש העין,7326,1324,8719,1389,7326,1324,7121,1172
7213,ראש העין,5981,486,7117,510,5981,486,5813,431
7214,ראש העין,14114,1906,16797,1998,14114,1906,13718,1688
7215,ראש העין,10887,997,12957,1046,10887,997,10582,883
7216,ראש העין,19320,6466,22993,6778,19320,6466,18778,5725
7217,ראש העין,934,158,1112,166,934,158,908,141
7301,שוהם,19990,9642,37682,11633,19990,9642,19990,9213
7302,שוהם,7004,776,7004,781,7004,776,7004,776
7303,שוהם,5329,1248,7546,1506,5329,1248,5329,1193
7304,שוהם,12857,1138,12857,1164,12857,1138,12857,1138
7305,שוהם,14679,2571,14679,2571,14679,2571,14679,2571
7401,שוהם,5479,2100,6678,2231,5479,2100,5479,2100
7402,שוהם,6620,1260,7011,1345,6620,1260,6620,1260
7403,שוהם,4193,2521,6571,2915,4193,2521,4193,2521
7404,שוהם,4698,2521,6603,2828,4698,2521,4698,2521
7405,שוהם,871,689,1301,721,871,689,871,689
7501,שוהם,5342,5572,7978,6722,5342,5572,5342,5324
7502,שוהם,0,1075,0,1297,0,1075,0,1028
7503,שוהם,0,385,0,465,0,385,0,368
7504,שוהם,0,2223,0,2683,0,2223,0,2125
7505,שוהם,4146,1112,6192,1341,4146,1112,4146,1062
7506,שוהם,975,597,1456,646,975,597,975,597
7507,שוהם,1156,363,1726,439,1156,363,1156,355
7508,שוהם,0,9017,0,9154,0,9017,0,10994
7509,שוהם,901,718,1346,751,901,718,901,718
7510,שוהם,887,230,1325,277,887,230,887,219
7511,שוהם,6158,3375,11608,4071,6158,3375,6158,3224
7512,שוהם,1374,522,2308,630,1374,522,1374,568
7513,שוהם,1921,887,2869,1004,1921,887,1921,887
7514,מודיעין,254,365,254,365,254,365,254,365
7515,מודיעין,3468,1999,3468,2232,3468,1999,3468,2090
7601,מודיעין,12175,1643,12175,1643,12175,1643,12175,1643
7602,מודיעין,12320,14827,9615,11156,12320,14827,17750,20955
7603,מודיעין,6975,4149,7583,3930,6975,4149,7061,4503
7604,מודיעין,5525,1394,6097,1557,5525,1394,4680,1491
7605,מודיעין,8755,2630,9150,2619,8755,2630,7598,2287
7606,מודיעין,8110,107,8110,120,8110,107,8110,112
7607,מודיעין,7114,1593,7852,1779,7114,1593,6060,1712
7608,מודיעין,5033,581,5033,581,5033,581,5033,581
7609,מודיעין,6732,920,6732,920,6732,920,6732,920
7610,מודיעין,63,18668,63,13261,63,18668,127,19709
7611,מודיעין,7535,364,7535,364,7535,364,7535,364
7612,מודיעין,9372,485,9372,485,9372,485,9372,485
7613,מודיעין,9551,364,9551,364,9551,364,9551,364
7614,מודיעין,9117,739,9117,739,9117,739,9117,739
7615,מודיעין,5967,739,5967,739,5967,739,5967,739
7616,מודיעין,7780,2155,8585,2406,7780,2155,6543,2253
7617,מודיעין,0,2625,0,1961,0,2625,0,3183
7619,מודיעין,5835,1492,6439,1665,5835,1492,4907,1560
7630,מודיעין,2360,2823,2360,2823,2360,2823,2360,2823
7631,מודיעין,5852,1958,5852,1958,5852,1958,5852,1958
8001,גזר,1149,1200,1903,1652,1149,1200,1165,1229
8002,גזר,1410,474,2335,651,1410,474,1410,478
8003,גזר,6074,2944,10058,4054,6074,2944,6385,3086
8004,גזר,0,4123,0,3910,0,4123,0,4837
8005,גזר,7999,3650,13247,5025,7999,3650,8236,3782
8006,גזר,5584,1935,9248,2665,5584,1935,5663,1982
8007,גזר,1751,904,2899,1246,1751,904,1775,927
8008,גזר,3135,1382,5192,1903,3135,1382,3179,1416
8009,גזר,5237,2340,8673,3222,5237,2340,5311,2397
8010,גזר,1118,283,1851,389,1118,283,1133,290
8011,גזר,878,269,1454,371,878,269,891,275
8012,גזר,1761,1204,2916,1657,1761,1204,1738,1201
8013,גזר,2746,1345,4548,1851,2746,1345,2814,1391
8014,גזר,2356,909,3903,1251,2356,909,2390,932
8021,גזר,9690,3455,16047,4756,9690,3455,12415,4361
8022,גזר,7340,1766,12024,2433,7340,1766,7363,1809
8101,גן יבנה,8332,3029,7819,2185,8332,3029,8066,2904
8102,גן יבנה,2337,616,2193,444,2337,616,2262,590
8103,גן יבנה,4381,2040,4381,1472,4381,2040,4381,1956
8104,גן יבנה,4895,1671,4593,1206,4895,1671,4738,1602
8105,גן יבנה,8399,3062,7882,2209,8399,3062,8131,2936
8106,גן יבנה,8579,2909,8050,2099,8579,2909,8305,2789
8107,גן יבנה,0,2985,0,3240,0,2985,0,3968
8108,גן יבנה,7412,1447,7412,1447,7412,1447,7412,1447
8109,גן יבנה,8911,2492,8362,1798,8911,2492,8626,2389
8110,גזר,1582,919,2619,1266,1582,919,1604,942
8111,גן יבנה,6759,1704,6759,1704,6759,1704,6759,1704
8112,גן יבנה,1696,571,1592,475,1696,571,1642,547
8120,גן יבנה,10134,4316,9510,3114,10134,4316,9810,4138
8201,יבנה,2097,651,1819,466,2097,651,2104,607
8202,יבנה,1055,2417,915,1726,1055,2417,1059,2250
8203,יבנה,2281,1704,1979,1232,2281,1704,2289,1587
8204,יבנה,625,489,542,355,625,489,627,455
8205,יבנה,1586,613,1375,438,1586,613,1591,570
8206,יבנה,1975,1018,1713,727,1975,1018,1982,948
8210,גזר,1539,570,2549,785,1539,570,1561,584
8211,גזר,2903,1213,4807,1670,2903,1213,2944,1242
8212,גזר,3302,2228,5469,3068,3302,2228,3349,2282
8213,יבנה,12025,3856,10429,2753,12025,3856,12066,3589
8214,גזר,2128,1198,3524,1651,2128,1198,2158,1228
8310,יבנה,0,6259,0,8006,0,6259,0,7830
8311,יבנה,0,9434,0,9727,0,9434,0,9911
8314,יבנה,3421,992,2967,708,3421,992,3433,923
8315,יבנה,5834,1386,5056,1057,5834,1386,6096,1394
8316,יבנה,5871,1315,5088,1003,5871,1315,6699,1372
8317,יבנה,5114,639,4432,487,5114,639,5446,648
8318,יבנה,6897,1883,5978,1411,6897,1883,7425,1887
8319,יבנה,5287,1047,4585,747,5287,1047,5305,974
8320,יבנה,8174,1190,7081,939,8174,1190,11679,1422
8321,יבנה,6095,2229,5285,1592,6095,2229,6115,2075
8322,יבנה,9004,549,7809,392,9004,549,9035,511
8323,יבנה,7363,90,7026,67,7363,90,7145,84
8324,יבנה,0,3573,0,3256,0,3573,0,5118
8325,יבנה,21285,7269,18446,5541,21285,7269,21383,7020
8326,יבנה,1929,479,1673,342,1929,479,1933,446
8327,יבנה,5125,1203,4444,859,5125,1203,5142,1120
8328,גן יבנה,8711,3707,8175,2674,8711,3707,11813,4234
8329,גן יבנה,2995,1619,2811,1492,2995,1619,3003,1578
8330,גן יבנה,5627,3200,5281,2869,5627,3200,5448,3067
8331,גן יבנה,750,271,704,231,750,271,726,259
8340,גן יבנה,13478,4802,12648,3465,13478,4802,13047,4605
8341,גן יבנה,11290,3353,10595,2419,11290,3353,10929,3214
8342,גן יבנה,6447,1183,6050,854,6447,1183,6241,1135
