taz1318,pop18,pop30,pop40,pop50,emp18,emp30,emp40,emp50
47170,0,0,0,0,0,0,0,0
47180,3886,4099,4286,4500,939,971,999,1031
47190,6449,6665,6849,7192,2351,2383,2411,2462
47200,0,1166,2565,4275,0,607,2313,3362
47220,6666,6666,6666,8538,1208,1208,1208,1489
47230,0,0,0,0,0,0,0,0
47240,3640,4741,5908,7420,662,827,1116,1343
47250,0,639,1406,4030,0,96,211,736
47260,3707,4191,4643,5267,558,631,699,792
47270,3868,4362,4822,5458,3026,3246,3775,4136
47280,3248,3614,3950,4418,662,717,768,838
47290,2375,2782,3175,4475,688,750,808,1003
47300,0,0,0,0,4819,5046,5235,5445
48010,2748,3019,3266,3783,246,287,324,402
48020,0,118,260,519,5098,5989,6737,7395
48030,0,588,1295,2589,8701,10099,11297,12419
48040,5292,5557,5787,6282,825,865,900,974
48050,1972,2228,2467,2962,458,497,533,607
48060,2859,3119,3354,3849,665,704,739,813
48070,0,385,848,1695,0,58,127,254
48080,99,99,99,99,23,1842,3358,4431
48090,3288,3800,4287,5188,468,545,618,753
48100,4476,4476,7554,7716,370,370,985,1009
48110,1688,1793,1886,2084,961,977,991,1020
48120,0,32,10773,11340,0,5,3016,3101
48130,4255,4702,5110,5965,989,1056,1117,1245
48140,6383,7404,8378,10373,2043,2197,2343,2642
48150,5107,5348,5557,6007,347,383,414,482
48160,4085,4167,4235,4385,443,455,466,488
48170,0,0,0,0,3775,4137,5285,5950
48180,3575,3656,3725,3875,295,308,318,340
48190,2752,2876,2983,3214,591,610,626,661
48200,788,1422,2327,2408,203,298,434,446
48210,1838,1978,2102,2366,474,495,514,554
48220,2557,2698,2821,3085,3745,3901,4347,4633
48230,3494,3494,3494,3599,1306,1306,1306,1322
48240,108,108,108,108,1306,1463,1959,2246
48250,2105,2193,2270,2435,616,629,641,665
48260,3355,3426,3487,3619,1417,1427,1437,1456
48270,3271,3360,3436,3601,345,358,370,394
48280,3531,3620,3696,3861,998,1011,1023,1047
48290,2311,2382,2443,2575,924,935,944,964
48300,2729,2800,2861,2993,567,577,587,606
48310,4986,5146,5283,5580,973,997,1018,1062
48320,4601,4726,4832,5063,1860,1879,1895,1930
48330,3154,3225,3286,3418,1515,1526,1535,1555
48340,3300,3477,3632,3963,727,753,777,826
48350,3235,3342,3433,3631,579,595,609,638
48360,3349,3491,3613,3877,554,576,594,634
48370,3463,3736,3981,4498,333,374,410,488
49010,573,2189,6693,13833,457,700,2171,4313
49020,3244,3332,3407,3407,2592,2605,2616,2616
49030,0,2561,5635,7044,0,512,1578,1789
49040,2750,5156,8704,9365,466,2402,4801,6632
49050,4126,4341,4529,4798,699,732,760,800
49060,7484,7819,8109,8735,1443,1857,2204,2731
49070,3207,3412,3593,3978,528,558,585,643
49080,6049,6343,6598,6964,1790,1834,1872,1927
49090,0,1014,2230,3186,468,637,984,1159
49100,595,1235,2271,3946,468,564,719,971
49110,7218,7505,7753,8109,3820,4047,4665,5054
49120,2707,3162,3599,4492,592,660,726,860
49130,2707,3279,3847,4987,592,678,763,934
49140,6326,6705,7039,7217,2332,2389,2439,2465
49150,5010,8037,11917,13644,1148,1753,3082,3341
49160,0,0,0,0,0,0,0,0
49170,4803,5354,5861,6126,2045,2127,2203,2243
49180,0,0,3200,4200,0,728,1974,2920
49190,0,0,0,0,0,2001,3668,5858
49200,0,0,0,0,0,0,0,0
49210,3416,3416,10244,18211,556,556,2468,4858
49220,0,0,0,0,0,0,0,0
49230,2107,2164,2212,2212,951,959,966,966
49240,0,0,0,0,4789,6608,8123,9686
50000,0,582,1280,4800,0,87,192,1248
50010,363,453,545,695,595,608,622,645
50020,1730,2158,2595,3095,470,534,599,674
50030,0,291,640,2550,0,44,96,383
50040,1321,1587,1849,2404,678,718,758,841
50050,608,608,3911,7214,240,240,901,1561
50060,1200,1624,2089,2716,526,589,659,753
50070,328,409,492,642,804,816,828,851
50080,3591,5705,8391,12641,1273,1696,2617,3892
50090,208,334,497,646,1002,1057,1195,1284
50100,1098,1360,1626,2114,584,624,664,737
50110,549,1348,2849,5099,647,767,1107,1557
50120,522,779,1086,1412,1193,1232,1278,1327
50130,519,624,727,945,282,297,313,346
50141,3603,3603,9903,14103,1529,1529,3293,4553
50142,5169,5709,6203,6720,1019,1100,1174,1252
50150,6362,8084,9870,12831,1072,1330,2054,2646
50160,1189,1429,1665,1998,1012,1048,1084,1134
50170,1017,1222,1424,1709,376,406,437,479
50180,5581,7068,8605,10326,699,922,1304,1562
50190,1156,1389,1618,1942,720,755,789,838
50200,331,398,463,556,981,991,1001,1015
51010,0,0,0,0,0,0,0,0
51020,9983,12478,15028,17965,1021,1520,2434,3021
52011,0,0,0,0,9947,13494,16450,20161
52012,0,0,0,0,2316,4226,5818,7816
52021,9490,9759,9990,9990,1263,1303,1338,1338
52022,10370,10898,11360,11360,158,237,306,306
52030,0,0,0,0,0,0,0,0
52040,0,0,0,0,1401,1502,1821,2006
52050,10735,11299,11791,12847,1135,1219,1293,1452
52060,4649,5198,5705,6761,1499,1581,1657,1815
52070,14098,14327,14521,14944,2636,2670,2699,2763
52081,3590,3648,3698,3805,947,956,963,979
52082,4906,4986,5053,5200,947,959,969,991
52090,0,262,576,1926,727,792,922,1173
52100,0,785,1728,5778,0,118,259,1474
52110,0,0,0,0,0,0,0,0
52120,0,262,576,1926,40,80,127,329
52130,0,0,0,0,0,0,0,0
52141,0,0,0,0,11178,13906,16180,18337
52142,0,0,0,0,7452,10180,12454,14611
52150,0,0,0,0,3399,8174,12153,15927
52160,0,0,0,0,5482,6164,6732,7271
52170,0,0,0,0,4001,4683,5251,5791
52180,2286,2323,2355,2423,3114,3119,3124,3134
52191,0,0,0,0,8984,9666,10235,10774
52192,0,87,192,384,8984,10361,11514,12621
52200,798,3028,3028,3528,0,590,1046,1385
52210,2308,2346,2377,2447,442,448,453,463
52220,2631,2674,2710,2789,2253,2259,2265,2277
52230,0,204,448,896,5769,6354,8144,9227
52240,2982,3714,4460,5938,1205,1315,1426,1648
52250,4023,5434,6980,9937,1123,1335,1715,2306
52260,2992,3375,3731,4470,276,334,387,498
52270,2829,3879,5046,7264,611,769,1055,1498
52280,4015,4560,5071,6127,1237,1318,1395,1553
53010,4827,4957,5068,5309,528,547,564,600
53020,8868,9107,9312,9755,1106,1142,1173,1239
53030,3593,3690,3773,3952,131,145,158,185
53040,4942,5022,5090,5239,655,667,677,699
53060,3119,4815,6915,6915,917,1171,1980,1980
53070,2981,3029,3070,3160,218,226,232,245
53080,3667,5403,7463,7463,698,959,1761,1761
53090,3200,4903,6996,6996,451,706,1514,1514
53100,6513,6755,6963,7413,2444,2598,3001,3283
53110,3269,3449,3607,3945,524,551,574,625
53120,3106,3227,3331,3557,404,423,438,472
53130,3244,3365,3469,3695,698,717,732,766
53140,2689,2810,2914,3140,800,818,834,868
53150,3674,3913,4124,4574,509,545,577,644
54010,4928,5479,5984,7040,8360,9045,11027,12289
54020,4607,5156,5663,6719,3303,3385,3461,3619
54030,3753,4296,4809,5865,1964,2046,2123,2281
54040,4400,4948,5456,6512,616,698,774,933
54050,2430,2469,2503,2576,276,282,287,298
54060,2902,2949,2989,3076,403,410,416,429
54070,3066,3116,3158,3250,509,517,523,537
54080,4214,4512,4777,5340,557,602,642,726
55010,4169,4467,4732,5295,595,639,679,764
55020,5802,6220,6590,7379,1630,1692,1748,1866
55030,0,0,0,0,0,0,0,0
55040,2499,2820,3119,3738,247,295,340,433
55050,5464,5764,6027,6590,643,688,727,812
55060,2840,3049,3234,3628,902,966,1096,1215
55070,3256,3829,4382,5509,597,682,765,934
55080,6551,6825,7063,7575,675,716,751,828
55090,13814,14351,14814,15814,1048,1128,1198,1348
55100,5441,5847,6209,6977,609,670,725,840
55110,1224,2800,5581,5617,26,263,1246,1252
55120,2565,2565,9315,9315,1094,1094,2984,2984
55130,0,0,15280,16280,0,3638,10948,13245
55140,2526,3056,3582,4638,480,560,639,797
55150,4931,5481,5987,7043,567,650,726,884
55160,3510,4051,4566,5622,698,780,857,1015
55170,3563,4471,5402,6641,468,605,744,930
55180,5344,5431,5504,5665,585,598,609,633
55190,0,2455,5400,5400,0,491,1512,1512
55200,0,0,0,0,812,841,934,987
56010,3338,6171,6171,11062,260,827,827,2294
56020,4964,5929,6874,8536,2639,2784,2926,3175
56030,4160,4352,4518,4518,2039,2068,2093,2093
56041,6406,6816,7177,7177,616,677,731,731
56042,4271,4271,8879,8968,504,504,1794,1807
56060,2883,2990,3083,3283,960,976,990,1020
57010,6052,6098,6136,6339,837,844,850,880
57020,3132,3223,3300,3436,634,647,659,679
