TAZ,Agg_taz_nu,super_taz,שם איזור 2020,similar,sector,in_jerusalem_metropolin,jerusalem district,in jerusalem,city,hh2015,newhh1520,newhh2025,newhh2530,newhh3035,newhh3540,newhh1540,hh20,hh25,hh30,hh35,hh40,pop15,pop20,pop25,pop30,pop35,pop40,hhsize15,hhsize20,hhsize25,hhsize30,hhsize35,hhsize40,emp2hh,empd15,empd20,empd25,empd30,empd35,empd40,empi15,empi20,empi25,empi30,empi35,empi40,empe15,empe20,empe25,empe30,empe35,empe40,emp15,emp20,emp25,emp30,emp35,emp40,school16,school20,school25,school30,school35,school40,yeshiva15,yeshiva20,yeshiva25,yeshiva30,yeshiva35,yeshiva40,college15,college20,college25,college30,college35,college40,ind30,htl30,bsn30,pub30,edu30,agr30,ind40,htl40,bsn40,pub40,edu40,agr40,InJerDistrict
901,9,0,מקור ברוך צפון,,U. Orthodox,yes,jerusalem,yes,ירושלים,1016.969918,69,60,37.8,76.8,33,276.6,1085.969918,1145.969918,1183.769918,1260.569918,1293.569918,3713.907995,4089.286546,4445.156593,4674.158561,4984.95679,5099.084954,3.651934959,3.76556153,3.878947016,3.948536359,3.954526218,3.941870388,,,,,,,,,,,,,,,,,,,,845.3642,864.9998505,932.2440565,952.5329324,974.199624,988.8604671,2822,2935.532007,3045.215362,3062.606195,3070.447673,3086.882436,1848,2116.450774,2132.735427,2157.643063,2192.832578,2190.30587,,,,,,,90.13538268,107.1950846,214.3901691,90.13538268,450.6769134,0,93.57295017,111.283272,222.5665439,93.57295017,467.8647508,0,1
902,9,0,מקור ברוך דרום,,U. Orthodox,yes,jerusalem,yes,ירושלים,441.9088112,78,66,54.4,14.8,4,217.2,519.9088112,585.9088112,640.3088112,655.1088112,659.1088112,1593.752334,1907.307777,2196.623384,2428.588871,2495.33985,2498.083621,3.606518571,3.668542898,3.749087473,3.792839999,3.809046387,3.790092894,,,,,,,,,,,,,,,,,,,,903.1014,1289.03107,1349.414911,1370.581806,1386.317193,1398.714483,121,262.5257622,316.5021546,324.2186706,323.6035102,319.556494,522,651.1905502,664.4078461,683.0616714,693.1474395,688.3285087,,,,,,,0,417.0478089,468.2623499,284.1035395,201.1681078,0,0,425.608167,477.8739419,289.9350725,205.2973012,0,1
903,9,0,מקור ברוך מערב,,U. Orthodox,yes,jerusalem,yes,ירושלים,784.6153846,78,66.6,27,33,33,237.6,862.6153846,929.2153846,956.2153846,989.2153846,1022.215385,2988.749708,3374.865913,3717.886116,3876.541473,4032.643032,4159.878747,3.809190805,3.912364622,4.001102627,4.054046332,4.076607678,4.069473821,,,,,,,,,,,,,,,,,,,,2393.7398,2706.586582,2738.418222,2770.728541,2800.605991,2827.418012,3071,3228.177165,3376.205046,3401.859488,3424.061957,3445.094869,973,1188.205584,1212.688431,1226.10346,1236.66212,1241.018949,,,,,,,0,734.945251,1113.675976,582.6087647,339.4985492,0,0,749.9823278,1136.461933,594.5290168,346.4447343,0,1
904,9,0,הטלוויזיה הישראלית,,U. Orthodox,yes,jerusalem,yes,ירושלים,183.3333333,29.2,526.8,4,25.6,4,589.6,212.5333333,739.3333333,743.3333333,768.9333333,772.9333333,794.0117138,983.1388386,2915.729181,3404.968095,3535.783748,3628.100823,4.330972984,4.625810094,3.943727477,4.580674567,4.598296881,4.693937583,,,,,,,,,,,,,,,,,,,,2419.1523,2459.457463,2564.324407,2806.523244,2931.730028,2957.070732,,140.0381917,446.7821086,495.9835759,510.0283169,495.0185662,250,322.3620254,507.1989427,459.9042455,477.4959206,501.0657014,,,,,,,0,324.5115602,2104.811744,220.4814276,156.718512,0,0,341.9190056,2217.718032,232.3084898,165.1252046,0,1
905,9,0,מחנה שנלר,,U. Orthodox,yes,jerusalem,yes,ירושלים,379.4652796,430,14.4,0,0,0,444.4,809.4652796,823.8652796,823.8652796,823.8652796,823.8652796,1384.309503,3300,3500,3700,3700,3600,3.648053134,4.076765345,4.248267389,4.491025525,4.491025525,4.369646457,,,,,,,,,,,,,,,,,,,,654.85926,787.5808179,847.3148182,1174.671373,1185.072703,1191.571877,3992,3992,3992,3992,3992,3992,247,541.1688692,459.1622468,477.0984869,510.1431561,532.395337,,,,,,,0,109.7604257,182.9340428,516.1088186,365.8680856,0,0,111.3395963,185.5659938,523.534299,371.1319877,0,1
906,9,0,כרם אברהם צפון,,U. Orthodox,yes,jerusalem,yes,ירושלים,531.5444347,24,24,24,24,36,132,555.5444347,579.5444347,603.5444347,627.5444347,663.5444347,2619.067334,2785.513912,2968.093452,3131.813307,3267.86846,3405.82496,4.927278254,5.014025409,5.121425165,5.189035184,5.207389754,5.132776016,,,,,,,,,,,,,,,,,,,,281.0034,349.2209028,371.1284378,379.5609129,389.6695375,401.2305055,1044,1237.549729,1416.199074,1395.914948,1419.370551,1469.562496,35,227.9673684,234.1350632,253.5048831,279.0286763,287.0483139,,,,,,,0,75.04055135,105.0567719,109.1259928,90.33759688,0,0,79.32470737,111.0545903,115.356128,95.49507976,0,1
907,9,0,שכונת הבוכרים צפון,,U. Orthodox,yes,jerusalem,yes,ירושלים,1046.880597,43.5,58.5,43,36,46,227,1090.380597,1148.880597,1191.880597,1227.880597,1273.880597,4814.987799,5124.504418,5629.604324,5983.984278,6276.465358,6498.886794,4.59936674,4.699739185,4.900077814,5.020623956,5.111625164,5.101645169,,,,,,,,,,,,,,,,,,,,1209.9453,1232.672122,1256.12927,1279.60573,1299.994946,1317.326679,2431,2475.26684,2550.898006,2568.94368,2586.903479,2602.61722,1082,1434.657794,1451.576978,1471.726019,1521.315398,1534.16472,,,,,,,0,447.8620056,127.960573,127.960573,575.8225786,0,0,461.0643375,131.7326679,131.7326679,592.7970054,0,1
908,9,0,כרם אברהם,,U. Orthodox,yes,jerusalem,yes,ירושלים,579.7957111,31.48333333,48.48333333,23.48333333,26.48333333,23.48333333,153.4166667,611.2790444,659.7623778,683.2457111,709.7290444,733.2123778,2826.134825,3063.472054,3409.686964,3606.950309,3780.374577,3897.531831,4.92090182,5.011577088,5.168053043,5.279140799,5.326503976,5.3156929,,,,,,,,,,,,,,,,,,,,695.8317,758.9028606,853.0037779,928.3242108,1004.261847,1080.248421,335,409.1431433,485.7316991,479.8176284,488.1690711,501.0883634,388,589.0197673,591.4050662,607.5997839,630.3382268,626.7586519,,,,,,,0,400.1549388,177.7431995,111.2058696,239.2202028,0,0,465.6419984,206.831631,129.4051837,278.3696077,0,1
1001,10,1,הדסה הר הצופים,,Jewish,yes,jerusalem,yes,ירושלים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2813.5008,2843.769643,2875.144919,2908.970153,3072.91456,3145.529058,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,138.119804,295.1750146,2348.036668,127.6386665,0,0,149.3517754,319.1787941,2538.980182,138.0183066,0,0,1
1002,10,1,קמפוס הר הצופים,,Jewish,yes,jerusalem,yes,ירושלים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4581.9861,4631.281063,4682.37793,4737.464729,4846.86806,4892.945336,,0,0,0,0,0,0,0,0,0,0,0,20186,20965.91,21778.62185,22625.69649,23508.78046,24429.61121,0,93.54577211,2291.871417,60.17612391,2291.871417,0,0,96.61588538,2367.089192,62.15106636,2367.089192,0,1
1003,10,1,מעונות / מרכז ספורט,,Jewish,yes,jerusalem,yes,ירושלים,592.8571429,0,0,0,0,0,0,592.8571429,592.8571429,592.8571429,592.8571429,592.8571429,1026.036663,1011.964928,997.2250838,988.8861782,963.8903765,943.0272541,1.730664251,1.706928794,1.682066406,1.668000782,1.625839189,1.59064838,,,,,,,,,,,,,,,,,,,,241.1566,244.4768701,247.9138956,251.8458607,254.9263508,257.7985958,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,251.8458607,0,0,0,0,0,257.7985958,0,0,0,1
1004,10,1,כפר הסטודנטים,,Jewish,yes,jerusalem,yes,ירושלים,507.5,0,0,0,72,0,72,507.5,507.5,507.5,579.5,579.5,878.3121076,866.2663632,1063.976192,1061.977103,1242.630212,1221.053143,1.730664251,1.706928794,2.096504812,2.09256572,2.144314429,2.107080488,,,,,,,,,,,,,,,,,,,,172.8906,175.3546671,194.3086356,197.2469278,205.4125954,207.2731778,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,196.4897418,0.757185983,0,0,0,0,206.4775033,0.795674471,0,0,0,1
1101,11,1,עיסאוויה מזרח,,Arab,yes,jerusalem,yes,ירושלים,1258.4,48.4,168.4,174.7,168.4,168.4,728.3,1306.8,1475.2,1649.9,1818.3,1986.7,5931.145792,6159.266784,7330.036503,8877.865713,10425.69492,11973.52413,4.713243636,4.713243636,4.968842532,5.380850787,5.733759514,6.026840557,,,,,,,,,,,,,,,,,,,,457.96,478.7541752,521.2439654,575.6207736,644.8808112,718.4639621,2866,2866,2866,2866,3099.268635,3406.847487,0,0,0,0,0,0,,,,,,,18.61766833,55.853005,74.47067334,55.853005,370.8264219,0,23.23773632,69.71320896,92.95094528,69.71320896,462.8488626,0,1
1102,11,1,עיסאוויה דרום,,Arab,yes,jerusalem,yes,ירושלים,514.8,19.8,219.8,306.4,299.8,299.8,1145.6,534.6,754.4,1060.8,1360.6,1660.4,2462.776576,2557.498752,3600,5050,6300,7600,4.783948283,4.783948283,4.772004242,4.760558069,4.630310157,4.577210311,,,,,,,,,,,,,,,,,,,,303.697779,311.9933978,364.498601,717,890,1062,659,627.4896825,872.6633897,1144.910629,1404.610859,1621.830838,0,0,0,0,0,0,,,,,,,59.18980627,147.9745157,147.9745157,59.18980627,302.6713561,0,87.67025699,219.1756425,219.1756425,87.67025699,448.3082011,0,1
1103,11,1,ח'רובה,,Arab,yes,jerusalem,yes,ירושלים,769.6,29.6,29.6,54.8,29.6,29.6,173.2,799.2,828.8,883.6,913.2,942.8,3627.53664,3767.05728,3906.57792,4164.879645,4304.400285,4443.920925,4.713535135,4.713535135,4.713535135,4.713535135,4.713535135,4.713535135,,,,,,,,,,,,,,,,,,,,203.3,237.8491421,247.3247153,258.3558994,267.1433168,273.2684865,887,962.4872982,1037.974596,1113.461894,1188.949193,1264.436491,0,0,0,0,0,0,,,,,,,22.99010552,91.96042206,22.99010552,34.48515827,85.93010802,0,24.31711973,97.26847892,24.31711973,36.47567959,90.89008851,0,1
1104,11,1,דהרה,,Arab,yes,jerusalem,yes,ירושלים,1029.6,39.6,39.6,439.6,39.6,39.6,598,1069.2,1108.8,1548.4,1588,1627.6,4944.060992,5134.217184,5324.373376,7150,5704.68576,5894.841952,4.80192404,4.80192404,4.80192404,4.617669853,3.592371385,3.621800167,,,,,,,,,,,,,,,,,,,,474.01,532.498527,546.8603477,620.861063,573.3928494,585.5090044,34,189.3012078,344.6024156,499.9036235,655.2048313,810.5060391,0,0,0,0,0,0,,,,,,,28.645964,85.93789199,114.583856,57.29192799,334.4014231,0,27.01485221,81.04455663,108.0594088,54.02970442,315.3604823,0,1
1201,12,1,א טור,,Arab,yes,jerusalem,yes,ירושלים,3093.161825,60.65023185,98.05023185,78.65023185,237.6502319,260.6502319,735.6511593,3153.812056,3251.862288,3330.51252,3568.162752,3828.812984,12602.15583,12849.25692,13248.73305,13569.16972,14537.40398,15599.34481,4.074198682,4.074198682,4.074198682,4.074198682,4.074198682,4.074198682,,,,,,,,,,,,,,,,,,,,820.69,937.5143219,1012.137856,1534,1740,1928,2562,2873.299144,3184.598288,3495.897432,3807.196576,4118.49572,0,0,0,0,0,0,,,,,,,52.40570507,253.0006115,273.9628935,476.2317124,478.3990775,0,65.86584053,317.9825157,344.3288519,598.5493751,601.2734168,0,1
1202,12,1,בית פאג'י,,Arab,yes,jerusalem,yes,ירושלים,887.7324912,17.40651944,29.40651944,39.90651944,17.40651944,17.40651944,121.5325972,905.1390106,934.5455301,974.4520495,991.8585689,1009.265088,3616.053198,3686.956202,3806.739514,3969.293097,4040.196101,4111.099105,4.073359073,4.073359073,4.073359073,4.073359073,4.073359073,4.073359073,,,,,,,,,,,,,,,,,,,,312.44,321.5428237,330.1622015,340.4571364,347.5468067,354.2060492,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,34.04571364,68.09142728,34.04571364,102.1371409,102.1371409,0,35.42060492,70.84120984,35.42060492,106.2618148,106.2618148,0,1
1203,12,1,ואדי עבדאללה,,Arab,yes,jerusalem,yes,ירושלים,566.6016455,36.99237098,31.39237098,25.69237098,21.79237098,21.79237098,137.6618549,603.5940165,634.9863875,660.6787585,682.4711295,704.2635004,2307.971954,2458.655164,2586.527563,2691.181815,2779.949967,2868.71812,4.073359073,4.073359073,4.073359073,4.073359073,4.073359073,4.073359073,,,,,,,,,,,,,,,,,,,,312.44,365.8340837,376.023523,383.5017941,391.78028,398.8057444,126,252.2781991,378.5563982,504.8345973,631.1127964,757.3909956,0,0,0,0,0,0,,,,,,,0,157.7191659,180.2504751,0,45.53215298,0,0,164.0130773,187.4435166,0,47.3491505,0,1
1204,12,1,א שייח',,Arab,yes,jerusalem,yes,ירושלים,1177.76,78.96,131.16,127.76,114.76,114.76,567.4,1256.72,1387.88,1515.64,1630.4,1745.16,5354.588564,5713.573682,6309.881789,6890.732077,7412.478939,7934.2258,4.546417406,4.546417406,4.546417406,4.546417406,4.546417406,4.546417406,,,,,,,,,,,,,,,,,,,,431.21,456.6857703,481.5114142,506.4149569,524.1748642,551.7881563,2604,2604,2604,2604,2532.876915,2618.465342,0,0,0,0,0,0,,,,,,,0,176.849729,75.79274098,151.585482,102.187005,0,0,192.6949127,82.583534,165.167068,111.3426417,0,1
1205,12,1,שבע הקשתות,,Arab,yes,jerusalem,yes,ירושלים,22.88,0.88,0.88,0.88,0.88,0.88,4.4,23.76,24.64,25.52,26.4,27.28,101.4811789,109.5996732,113.6589203,117.7181675,121.7774146,125.8366618,4.612780858,4.612780858,4.612780858,4.612780858,4.612780858,4.612780858,,,,,,,,,,,,,,,,,,,,241.82,245.816272,249.8279416,254.143356,258.1060346,261.7355737,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,254.143356,0,0,0,0,0,261.7355737,0,0,1
1206,12,1,א סוואנה,,Arab,yes,jerusalem,yes,ירושלים,890.4290861,104.8165033,75.81650331,76.01650331,68.81650331,68.81650331,394.2825166,995.2455894,1071.062093,1147.078596,1215.895099,1284.711603,3627.037397,3907.351725,4216.179567,4525.822081,4806.136409,5086.450737,4.073359073,3.926017625,3.936447378,3.945520469,3.952755802,3.959216003,,,,,,,,,,,,,,,,,,,,1212.31,1281.26303,1441.432165,1510.696403,1532.454865,1553.055502,2513,2638.65,2770.5825,2909.111625,3054.567206,3207.295567,0,0,0,0,0,0,,,,,,,0,191.1598422,235.3108893,638.1860398,446.0396319,0,0,196.5198594,241.9088775,656.0804263,458.5463385,0,1
1207,12,1,אוגוסטה ויקטוריה,,Arab,yes,jerusalem,yes,ירושלים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,462.24,469.4133355,476.8488817,484.8650373,492.2069368,498.9120389,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,145.4595112,339.4055261,0,0,0,0,149.6736117,349.2384272,0,0,1
1301,13,1,ואדי ג'וז צפון,,Arab,yes,jerusalem,yes,ירושלים,748.5410437,48.12080937,56.52080937,90.72080937,49.52080937,42.52080937,287.4040469,796.661853,853.1826624,943.9034718,993.4242812,1035.945091,3370.363926,3587.031591,3841.520905,4249.998364,4472.969637,4664.422869,4.50257732,4.50257732,4.50257732,4.50257732,4.50257732,4.50257732,,,,,,,,,,,,,,,,,,,,614.18,744.0533171,804.7890111,856.0675964,898.4782711,937.3802202,526,649.8823667,773.7647334,897.6471002,1021.529467,1145.411834,0,0,0,0,0,0,,,,,,,0,196.0720858,196.0720858,235.4303571,228.4930677,0,0,214.6957737,214.6957737,257.7924464,250.1962263,0,1
1302,13,1,ואדי ג'וז דרום,,Arab,yes,jerusalem,yes,ירושלים,517.914041,19.58130927,19.58130927,19.58130927,19.58130927,19.58130927,97.90654634,537.4953503,557.0766595,576.6579688,596.2392781,615.8205873,2331.948014,2420.114373,2508.280732,2596.447091,2684.61345,2772.779809,4.50257732,4.50257732,4.50257732,4.50257732,4.50257732,4.50257732,,,,,,,,,,,,,,,,,,,,493.27,528.1932995,551.8672413,581.7224757,611.6260199,919.243562,618,817.3463802,845.0102716,843.599769,853.7066921,851.1167659,64,64,64,64,64,64,,,,,,,49.87182793,361.6495298,66.49577058,43.35833756,60.34700987,0,78.80795167,571.4821343,105.0772689,68.5152703,95.36093692,0,1
1303,13,1,ואדי ג'וז - משרד הפנים,,Arab,yes,jerusalem,yes,ירושלים,153.92,5.92,5.92,8.32,5.92,5.92,32,159.84,165.76,174.08,180,185.92,483.8658848,522.5751555,541.9297909,569.1309001,588.4855355,607.8401709,3.269364086,3.269364086,3.269364086,3.269364086,3.269364086,3.269364086,,,,,,,,,,,,,,,,,,,,795.01,813.7243351,836.6706756,869.5446943,901.379376,932.4547786,1167,1225.35,1286.6175,1350.948375,1418.495794,1489.420583,0,0,0,0,0,0,,,,,,,117.1676129,332.3426134,78.11174195,263.8109841,78.11174195,0,125.6444911,356.3870379,83.76299404,282.8972615,83.76299404,0,1
1304,13,1,שיח ג'ראח,,Arab,yes,jerusalem,yes,ירושלים,595.9,206.2,111.3,106.5,101.1,149.4,674.5,802.1,913.4,1019.9,1121,1270.4,2172.043983,2952.875387,3362.6186,3754.690946,4126.883567,4406.30414,3.681430479,3.681430479,3.681430479,3.681430479,3.681430479,3.468438398,,,,,,,,,,,,,,,,,,,,1969.87,2052.075699,2126.564733,2221.654562,2626.440584,2711.775808,564,797.820809,906.261319,975.9355929,1049.878706,1082.027305,0,0,0,0,0,0,,,,,,,0,541.3204998,997.0830509,177.7013128,505.5496981,0,0,660.7417108,1217.050456,216.9041621,617.0794799,0,1
1305,13,1,שיח ג'ראח - מרכזי בריאות,,Arab,yes,jerusalem,yes,ירושלים,95.95,0.95,12.95,0.95,0.95,0.95,16.75,96.9,109.85,110.8,111.75,112.7,326.5024222,333.0324707,377.5399061,380.8049304,384.0699546,387.3349788,3.436867602,3.436867602,3.436867602,3.436867602,3.436867602,3.436867602,,,,,,,,,,,,,,,,,,,,1252.97,1293.288745,1348.560981,1495.689871,1576.191713,1655.496898,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,204.5448738,411.4519358,702.3107234,177.3823381,0,0,226.3994767,455.4135297,777.3491327,196.334759,0,1
1401,14,1,צמרת הבירה,,Jewish,yes,jerusalem,yes,ירושלים,617.6410073,0,0,0,0,0,0,617.6410073,617.6410073,617.6410073,617.6410073,617.6410073,1488.318441,1475.437142,1459.457097,1434.29312,1400.327294,1363.129043,2.409682037,2.388826398,2.362953689,2.322211613,2.267218785,2.206992456,,,,,,,,,,,,,,,,,,,,512.8189,520.3907122,528.1604641,536.2988386,543.4251235,549.747959,707,707,707,707,707,707,0,0,0,0,0,0,,,,,,,0,53.62988386,134.0747096,53.62988386,294.9643612,0,0,54.9747959,137.4369898,54.9747959,302.3613775,0,1
1402,14,1,הגבעה הצרפתית,,Jewish,yes,jerusalem,yes,ירושלים,1152.683317,144,28.8,0,29.4,0,202.2,1296.683317,1325.483317,1325.483317,1354.883317,1354.883317,2773.737765,3180.619486,3243.210481,3196.816203,3228.859055,3146.95404,2.406331144,2.452888415,2.446813505,2.411811723,2.38312703,2.322675319,,,,,,,,,,,,,,,,,,,,445.0451,475.6314999,487.6126578,711.1151706,720.4980656,755.3021823,137,181.4914538,223.0353779,192.1008721,179.6334208,166.6803322,23,23,23,23,23,23,,,,,,,0,362.7463996,135.7516733,96.35308725,116.2640104,0,0,385.2866013,144.1869606,102.3402398,123.4883806,0,1
1403,14,1,הגבעה הצרפתית דרום,,Jewish,yes,jerusalem,yes,ירושלים,703,4,4,4,4,4,20,707,711,715,719,723,2038.7,2085.65,2204.1,2252.25,2300.8,2349.75,2.9,2.95,3.1,3.15,3.2,3.25,,,,,,,,,,,,,,,,,,,,172.8906,204.0027412,206.4513639,202.4083504,203.635114,207.1888561,290,374.2411911,459.4169351,545.5272322,632.5720822,720.5514852,0,0,0,0,0,0,,,,,,,0,50.14679504,62.68349366,50.14679504,39.43126661,0,0,51.33116833,64.16396027,51.33116833,40.3625592,0,1
1404,14,1,מלון היאט,,Jewish,yes,jerusalem,yes,ירושלים,52.38095238,5,5,5,5,5,25,57.38095238,62.38095238,67.38095238,72.38095238,77.38095238,218,241,262,283,304,325,4.161818182,4.2,4.2,4.2,4.2,4.2,,,,,,,,,,,,,,,,,,,,388.995825,395.7225106,402.6098584,409.9858151,416.794355,423.0670011,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,368.9872336,40.99858151,0,0,0,0,380.760301,42.30670011,0,0,0,1
1405,14,1,שיח ג'ראח - קרית הממשלה,,Jewish,yes,jerusalem,yes,ירושלים,0,0,9.6,0,0,0,9.6,0,9.6,9.6,9.6,9.6,0,0,25.7343134,26.16349768,26.22363295,25.86320937,,,2.680657646,2.725364341,2.731628432,2.69408431,,,,,,,,,,,,,,,,,,,,2465.9327,2492.462257,2520.733592,2550.393074,3923.547845,3948.334895,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,2385.408585,164.9844888,0,0,0,0,3692.91779,255.4171045,0,0,1
2001,20,2,נוף ציון,,Jewish,yes,jerusalem,yes,ירושלים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
2101,21,2,ג'בל מוכבר מערב,,Arab,yes,jerusalem,yes,ירושלים,1041.770886,205.5681633,171.4681633,239.7681633,90.96816333,82.96816333,790.7408167,1247.339049,1418.807212,1658.575376,1749.543539,1832.511702,5406.480341,6473.317828,7363.186481,8607.511773,9079.609423,9510.189457,5.189701897,5.189701897,5.189701897,5.189701897,5.189701897,5.189701897,,,,,,,,,,,,,,,,,,,,556.4,691.2812206,779.1539112,985.2906114,1070.415431,1147.690255,1743,1936.517689,2130.035379,2323.553068,2517.070757,2710.588446,0,0,0,0,0,0,,,,,,,56.44400186,311.5376163,191.8325081,218.9284695,206.5480157,0,65.74733394,362.8865251,223.4511296,255.0131585,240.5921076,0,1
2102,21,2,מורדות אבו תור,,Arab,yes,jerusalem,yes,ירושלים,1477.6,95.2,128.6,150.9,245.6,152,772.3,1572.8,1701.4,1852.3,2097.9,2249.9,7487.842108,7970.274815,8621.964376,9386.660758,10631.25606,11401.52677,5.067570457,5.067570457,5.067570457,5.067570457,5.067570457,5.067570457,,,,,,,,,,,,,,,,,,,,328.49,437.9669554,471.3558539,504.3626951,565.6401109,599.9094233,1312,1660.451988,2008.903977,2357.355965,2705.807953,3054.259942,0,0,0,0,0,0,,,,,,,18.63056121,111.7833673,107.125727,32.60348212,234.2195575,0,22.1599443,132.9596658,127.4196797,38.77990253,278.5902309,0,1
2103,21,2,אבו תור,,Arab,yes,jerusalem,yes,ירושלים,1224,24,24,62.3,24,24,158.3,1248,1272,1334.3,1358.3,1382.3,5920.489387,6036.577414,6152.665441,6454.010612,6570.098639,6686.186666,4.837001133,4.837001133,4.837001133,4.837001133,4.837001133,4.837001133,,,,,,,,,,,,,,,,,,,,515.74,588.1135795,598.7472929,615.2030119,626.028568,634.5171668,1020,1174.221359,1328.442719,1482.664078,1636.885438,1791.106797,0,0,0,0,0,0,,,,,,,0,111.8880059,195.8040103,83.9160044,223.5949913,0,0,115.4007037,201.9512315,86.55052777,230.6147039,0,1
2201,22,2,סילוואן מזרח,,Arab,yes,jerusalem,yes,ירושלים,1690.208632,70.07937763,90.62937763,121.2293776,156.8293776,199.2293776,637.9968882,1760.28801,1850.917387,1972.146765,2128.976143,2328.20552,8045.202104,8378.772023,8810.15762,9387.195759,10133.68588,11081.9952,4.759887006,4.759887006,4.759887006,4.759887006,4.759887006,4.759887006,,,,,,,,,,,,,,,,,,,,756.49,785.2665807,810.3769707,858.0371473,895.5279658,944.7476066,2797,2797,2797,2797,2843.208288,2990.162759,0,0,0,0,0,0,,,,,,,114.4566095,121.840907,90.45764307,136.9436053,394.3383824,0,126.0232243,134.153755,99.59899994,150.7826832,434.1889441,0,1
2202,22,2,סילוואן דרום,,Arab,yes,jerusalem,yes,ירושלים,1614.12982,80.99407243,205.9940724,208.9940724,235.9940724,205.9940724,937.9703621,1695.123892,1901.117965,2110.112037,2346.10611,2552.100182,7683.075555,8068.598188,9049.106697,10043.89487,11167.19999,12147.70849,4.759887006,4.759887006,4.759887006,4.759887006,4.759887006,4.759887006,,,,,,,,,,,,,,,,,,,,337.05,445.4842696,542.8387259,716.3381805,853.2790784,903.6126166,1331,1630.44061,2065.702803,2488.804228,2878.427746,3277.715329,0,0,0,0,0,0,,,,,,,0,262.2865405,73.45090957,161.6660948,218.9346356,0,0,330.8568964,92.65340085,203.9309462,276.1713731,0,1
2203,22,2,עיר דוד,,Arab,yes,jerusalem,yes,ירושלים,1138.993085,33.17455588,33.17455588,58.17455588,243.1745559,33.17455588,400.8727794,1172.167641,1205.342197,1263.516753,1506.691309,1539.865865,5421.478385,5579.385523,5737.29266,5978.973809,7119.321624,7277.228762,4.759887006,4.759887006,4.759887006,4.732009921,4.725136187,4.725884851,,,,,,,,,,,,,,,,,,,,371.29,508.3693752,519.4550879,532.0756266,579.0398782,588.3150566,282,372.8665664,463.7331329,554.5996993,645.4662658,736.3328322,0,0,0,0,0,0,,,,,,,0,79.26765494,118.9014824,202.4896932,131.4167961,0,0,87.64610249,131.4691537,223.892487,145.3073134,0,1
2301,23,2,ראס אל עמוד,,Arab,yes,jerusalem,yes,ירושלים,2255.109149,103.2827907,79.48279074,122.0827907,76.28279074,65.68279074,446.8139537,2358.391939,2437.87473,2559.957521,2636.240312,2701.923102,12109.62721,12664.24165,13091.05335,13746.62121,14156.24934,14508.95693,5.369863014,5.369863014,5.369863014,5.369863014,5.369863014,5.369863014,,,,,,,,,,,,,,,,,,,,455.82,587.2292199,622.6105055,668.7963176,711.4905512,747.1952781,1636,1898.954361,2161.908722,2424.863083,2687.817445,2950.771806,0,0,0,0,0,0,,,,,,,0,188.0866239,145.520088,96.3940489,238.7955568,0,0,210.134885,162.5785307,107.6937421,266.7881204,0,1
2302,23,2,ואדי קדום,,Arab,yes,jerusalem,yes,ירושלים,566.6701981,27.70495723,34.10495723,47.10495723,154.5049572,34.50495723,297.9247861,594.3751553,628.4801126,675.5850698,830.090027,864.5949842,3042.941338,3191.713163,3374.852111,3627.799279,4457.469734,4642.756628,5.369863014,5.369863014,5.369863014,5.369863014,5.369863014,5.369863014,,,,,,,,,,,,,,,,,,,,170.13,254.8202971,278.1802162,310.6712942,373.7431474,403.2117707,,251.7932506,503.5865011,755.3797517,1007.173002,1258.966253,0,0,0,0,0,0,,,,,,,46.7654737,99.00474077,15.58849123,49.02636844,100.2862201,0,60.69562849,128.4955436,20.23187616,63.6299819,130.1587405,0,1
